N	2gram	Vinokur_Ku_1	Myslijsy
1	потому что	23	33
2	то что	9	29
3	может быть	13	26
4	таким образом	12	24
5	в этом	14	23
6	в том	30	23
7	и в	24	23
8	в слове	2	22
9	и не	12	18
10	что в	17	17
11	в языке	8	16
12	при этом	6	15
13	только в	11	15
14	то же	8	14
15	в себе	3	14
16	как и	2	14
17	того что	9	14
18	так как	9	14
19	для нас	2	14
20	если бы	9	13
21	не было	3	12
22	а не	8	12
23	том что	21	12
24	что я	2	11
25	не в	11	11
26	по себе	2	11
27	но и	6	11
28	не может	7	11
29	что слово	3	10
30	по отношению	8	10
31	не только	10	10
32	мы можем	1	10
33	тем что	8	10
34	что мы	1	10
35	и потому	4	10
36	внутренней формы	1	10
37	между тем	5	9
38	не есть	4	9
39	то это	3	8
40	в своем	3	8
41	но в	2	8
42	было бы	15	8
43	тогда когда	6	8
44	о том	9	8
45	сказать что	1	8
46	отношению к	9	8
47	и т	33	7
48	мы говорим	2	7
49	поэзии и	1	7
50	очевидно что	3	7
51	как в	4	7
52	с этим	4	7
53	что это	5	7
54	на то	4	7
55	в нем	4	7
56	в силу	10	7
57	что такое	6	7
58	мысли и	1	7
59	это не	7	7
60	что язык	7	7
61	по мере	3	7
62	и что	5	7
63	что и	4	7
64	язык есть	6	7
65	вовсе не	10	7
66	с тем	5	7
67	могут быть	1	7
68	этого слова	3	7
69	что если	2	6
70	в которой	6	6
71	того как	4	6
72	когда мы	2	6
73	так и	7	6
74	слово с	2	6
75	что не	5	6
76	для того	16	6
77	вместе с	7	6
78	и то	3	5
79	есть нечто	1	5
80	говорить о	1	5
81	не то	1	5
82	хотя и	3	5
83	бы и	2	5
84	как бы	7	5
85	так сказать	5	5
86	слово есть	1	5
87	и мы	2	5
88	должно быть	3	5
89	по крайней	5	5
90	значение слова	3	5
91	не менее	7	5
92	с ним	5	5
93	не имеет	2	5
94	образом в	1	5
95	такие же	1	5
96	есть только	1	5
97	внимание на	4	5
98	находится в	1	5
99	крайней мере	5	5
100	так что	4	5
101	есть в	4	5
102	уже в	3	5
103	только тогда	3	5
104	в его	12	5
105	для него	1	5
106	само по	1	5
107	не из	1	5
108	что же	6	5
109	слова и	4	5
110	этом случае	2	5
111	все это	6	5
112	тем более	2	5
113	а в	5	5
114	во всяком	5	5
115	если б	2	4
116	только потому	6	4
117	есть не	1	4
118	предположить что	1	4
119	в истории	3	4
120	могли бы	2	4
121	думать что	1	4
122	для человека	1	4
123	что все	2	4
124	и с	5	4
125	его в	1	4
126	и тем	2	4
127	есть средство	2	4
128	мы имеем	6	4
129	между собою	2	4
130	точки зрения	14	4
131	в котором	3	4
132	сих пор	4	4
133	тем не	4	4
134	т п	18	4
135	видно что	2	4
136	и более	2	4
137	в то	2	4
138	того чтобы	17	4
139	это слово	3	4
140	в сознании	1	4
141	в каком	2	4
142	мере того	3	4
143	и может	3	4
144	можно сказать	3	4
145	что он	6	4
146	хотя бы	10	4
147	то и	2	4
148	в одном	3	4
149	тогда как	2	4
150	природы а	1	4
151	от того	1	4
152	только на	1	4
153	до сих	4	4
154	а именно	2	4
155	как же	1	4
156	этом слове	1	4
157	так же	4	4
158	в данном	4	4
159	в той	5	4
160	да и	1	4
161	слов в	2	4
162	и все	2	4
163	есть уже	1	4
164	слово в	1	4
165	между ними	2	4
166	только как	1	4
167	в представлении	1	4
168	тем самым	4	4
169	в таком	3	4
170	например в	5	3
171	языка с	1	3
172	самом деле	9	3
173	на самом	2	3
174	переход от	4	3
175	и есть	2	3
176	в первом	3	3
177	что эти	4	3
178	слова в	1	3
179	той же	3	3
180	и значение	2	3
181	ответить на	1	3
182	еще до	1	3
183	которое в	2	3
184	еще не	5	3
185	и на	4	3
186	то мы	3	3
187	там где	4	3
188	в действительности	1	3
189	в самом	10	3
190	формы в	2	3
191	все эти	6	3
192	бы не	1	3
193	и если	3	3
194	на его	3	3
195	т д	14	3
196	к одному	1	3
197	и по	1	3
198	в каждом	2	3
199	том случае	1	3
200	лишь в	2	3
201	что например	1	3
202	но уже	5	3
203	в них	7	3
204	все равно	2	3
205	к которым	1	3
206	не всегда	2	3
207	с точки	9	3
208	но это	1	3
209	в которых	6	3
210	слово для	1	3
