N	3gram	Propp_Isto_5	Analitik
1	в том что	2	7
2	по отношению к	2	7
3	с другой стороны	8	5
4	о том что	4	5
5	в свою очередь	1	4
6	как и в	2	4
7	в данном случае	2	3
8	то же время	1	3
9	в то же	1	3
10	подобно тому как	1	2
11	о чем речь	1	2
12	с точки зрения	1	2
13	в отличие от	1	2
14	с одной стороны	7	2
15	тем не менее	4	2
16	во всяком случае	1	2
17	можно сказать что	1	2
18	совершенно очевидно что	1	2
19	к тому времени	1	1
20	это уже не	2	1
21	том что при	2	1
22	к этому же	1	1
23	на самом деле	1	1
24	в истории не	1	1
25	в частности с	1	1
26	в самом деле	1	1
27	в этом случае	7	1
28	и он же	1	1
29	до сих пор	2	1
30	в зависимости от	1	1
31	что он не	1	1
32	таким образом в	1	1
33	что мы знаем	1	1
34	и здесь мы	1	1
35	они могут быть	1	1
36	сам по себе	1	1
37	одна из наиболее	1	1
38	между мифом и	1	1
39	в том чтобы	2	1
40	здесь мы имеем	3	1
41	не только в	2	1
42	мирового фольклора и	1	1
43	не в том	1	1
44	в связи с	4	1
45	мы знаем о	1	1
46	для того чтобы	3	1
47	все того же	1	1
48	не может быть	3	1
49	само по себе	1	1
50	в пределах одной	1	1
51	вопрос о том	1	1
52	состоит не в	1	1
53	ничего не говорит	1	1
54	мы должны иметь	1	1
55	во многих отношениях	1	1
56	дело не в	1	1
57	здесь как и	1	1
58	что и в	2	1
59	ведь это не	1	1
