N	2gram	Medvedev_F_1	Analitik
1	тогда как	1	19
2	в этом	15	18
3	не только	7	16
4	литературного произведения	4	16
5	и в	24	16
6	в частности	4	16
7	так и	18	15
8	как и	11	14
9	своего рода	1	12
10	но и	7	12
11	и не	20	12
12	том что	1	12
13	в том	6	12
14	при этом	5	10
15	могут быть	1	10
16	а не	10	10
17	как бы	6	10
18	в этой	6	9
19	лишь в	8	9
20	ничего не	2	9
21	в пределах	6	9
22	и даже	3	9
23	в целом	6	8
24	состоит в	1	8
25	в данном	1	8
26	отнюдь не	6	8
27	особенно в	3	7
28	к тому	3	7
29	а также	1	7
30	в себе	3	7
31	художественного целого	2	7
32	то что	8	7
33	в самом	5	6
34	и на	8	6
35	но в	5	6
36	в мире	4	6
37	говорить о	1	6
38	может быть	14	6
39	с другой	5	6
40	как это	6	6
41	на себя	1	5
42	в сторону	1	5
43	и к	4	5
44	произведения в	8	5
45	данном случае	1	5
46	с одной	4	5
47	в контексте	1	5
48	между двумя	1	4
49	по преимуществу	1	4
50	но не	3	4
51	по отношению	4	4
52	за пределы	2	4
53	как в	8	4
54	в своем	11	4
55	хотя и	1	4
56	он в	2	4
57	внутренней речи	1	4
58	нашего времени	1	4
59	на этом	1	4
60	то же	10	4
61	не с	2	4
62	и тем	1	4
63	тем самым	3	4
64	для него	3	4
65	точки зрения	16	4
66	не в	8	4
67	только не	2	4
68	и является	2	4
69	него на	1	4
70	не менее	11	4
71	во второй	1	4
72	можно сказать	1	4
73	во всех	5	4
74	только в	2	4
75	и его	10	4
76	уже не	2	4
77	в сознании	1	4
78	не так	2	4
79	у него	1	4
80	как раз	2	4
81	одной стороны	4	4
82	не может	16	4
83	и особенно	2	4
84	все это	9	4
85	отношению к	4	4
86	едва ли	1	3
87	в их	11	3
88	ему в	1	3
89	проявляется в	1	3
90	не был	1	3
91	что касается	1	3
92	самом начале	1	3
93	в нашем	2	3
94	на его	2	3
95	и если	2	3
96	его от	1	3
97	несмотря на	1	3
98	не мог	1	3
99	в эту	2	3
100	место в	7	3
101	не столько	1	3
102	на фоне	3	3
103	тем не	1	3
104	случае в	1	3
105	как о	4	3
106	никогда не	4	3
107	сводится к	3	3
108	этом отношении	1	3
109	что на	1	3
110	как мы	5	3
111	приводит к	2	3
112	в результате	2	3
113	если бы	4	3
114	в словах	1	3
115	воли и	1	3
116	одного из	1	3
117	того или	2	3
118	борьба с	3	3
119	что и	2	3
120	и все	6	3
