N	4gram	Vinokur_Ku_3	Myshleni
1	заключается в том что	1	4
2	собственном смысле этого слова	1	3
3	а с другой стороны	1	2
4	он в другом месте	1	2
5	одной и той же	1	2
6	но сам по себе	1	1
7	если это так то	1	1
8	в какой мере не	2	1
9	стать на точку зрения	2	1
10	и в то же	1	1
11	ни в какой мере	2	1
12	в собственном смысле слова	1	1
13	в силу того что	1	1
14	с этим вопросом о	1	1
15	с этой точки зрения	1	1
16	мы должны сказать что	1	1
17	в то же время	1	1
18	до самого последнего времени	1	1
19	но для того чтобы	1	1
20	как уже сказано выше	1	1
21	нас в данном случае	1	1
22	только для того чтобы	1	1
23	заключается не столько в	1	1
24	зато с другой стороны	1	1
25	и пр и пр	1	1
26	в тех случаях когда	1	1
