N	3gram	Losev_Dial_1	FransuaR
1	то же время	4	10
2	в то же	4	10
3	до сих пор	2	8
4	в том что	7	6
5	и в то	2	5
6	таким образом и	1	3
7	в связи с	1	3
8	более или менее	3	2
9	и в особенности	1	2
10	с точки зрения	12	2
11	что все это	1	2
12	и в них	1	2
13	но в то	1	2
14	с одной стороны	2	2
15	дело в том	1	2
16	в то время	1	2
17	о том что	2	2
18	можно сказать что	3	2
19	с другой стороны	4	2
20	для того чтобы	1	2
21	не может быть	3	2
22	что это не	1	1
23	но и все	1	1
24	это уже не	1	1
25	точка зрения на	1	1
26	сказать что в	1	1
27	в чем же	1	1
28	как один из	2	1
29	здесь мы находим	1	1
30	на самом деле	2	1
31	в самом деле	1	1
32	что для того	1	1
33	одной стороны и	2	1
34	те и другие	1	1
35	до известной степени	1	1
36	простое указание на	1	1
37	на самом же	1	1
38	в этом отношении	2	1
39	том или ином	1	1
40	в той или	1	1
41	может быть и	3	1
42	них и в	1	1
43	и в частности	2	1
44	что это за	1	1
45	они только и	1	1
46	можно судить о	1	1
47	так и вообще	1	1
48	не потому что	1	1
49	в которой не	1	1
50	если бы мы	1	1
51	друг другу как	2	1
52	но мы уже	1	1
53	которые и не	1	1
54	вещей и явлений	2	1
55	смысл и свое	1	1
56	и в отношении	1	1
57	они вовсе не	1	1
58	и в этом	3	1
59	по сравнению с	2	1
60	не в том	1	1
61	и что она	1	1
62	противостоят друг другу	1	1
63	поэтому все эти	1	1
64	это конечно не	2	1
65	друг к другу	2	1
66	самом же деле	1	1
67	даже в этом	1	1
68	о которых я	1	1
69	во всех этих	1	1
70	только то что	3	1
71	у него и	1	1
72	не был бы	1	1
73	той или другой	4	1
74	никогда не может	2	1
75	во всем этом	1	1
76	же время как	1	1
77	с самого начала	1	1
78	никогда не бывает	1	1
79	и они были	1	1
80	не было ни	1	1
81	может и не	2	1
82	в этом смысле	3	1
83	можно было бы	4	1
84	друг с другом	1	1
85	и в нем	2	1
86	в новое время	1	1
87	к тому же	1	1
88	могла быть только	1	1
89	то же самое	1	1
90	той или иной	3	1
