N	2gram	Vinokur_Ku_2	Formalny
1	т е	22	34
2	и в	23	24
3	в его	5	23
4	прежде всего	8	22
5	и не	16	20
6	так и	4	18
7	и пр	8	17
8	точки зрения	14	16
9	не может	9	16
10	в этом	18	15
11	в нем	4	14
12	может быть	15	14
13	таким образом	5	13
14	на почве	1	13
15	с точки	8	13
16	и т	39	12
17	в своем	2	11
18	как и	2	11
19	в своей	2	11
20	в их	2	11
21	не менее	7	11
22	должно быть	4	11
23	социальной жизни	1	11
24	в ней	3	10
25	то же	6	10
26	вовсе не	9	10
27	настоящее время	1	10
28	и его	3	10
29	и их	1	10
30	а не	10	10
31	в настоящее	1	10
32	в то	4	9
33	в процессе	3	9
34	и потому	2	9
35	все это	5	9
36	и на	6	8
37	как в	3	8
38	т д	14	8
39	и с	7	8
40	лишь в	5	8
41	не в	8	8
42	же время	3	8
43	в ее	1	8
44	именно в	3	8
45	то что	9	8
46	в свою	2	8
47	на самом	2	7
48	должна быть	5	7
49	с ее	1	7
50	не только	20	7
51	место в	1	7
52	до конца	3	7
53	и от	2	7
54	но и	7	7
55	отношения к	2	6
56	еще не	5	6
57	самом деле	9	6
58	отнюдь не	4	6
59	в целом	1	6
60	все эти	12	6
61	в этой	6	6
62	как бы	4	6
63	она не	2	6
64	свою очередь	2	6
65	на основе	1	6
66	в пределах	4	6
67	и здесь	5	6
68	до сих	1	6
69	в том	19	6
70	было бы	15	6
71	в живом	2	6
72	как это	5	6
73	сих пор	1	6
74	и все	2	6
75	а в	3	6
76	хотя бы	9	5
77	но в	11	5
78	в самом	12	5
79	при этом	2	5
80	по себе	10	5
81	и до	2	5
82	у нас	12	5
83	должны быть	2	5
84	должен быть	5	5
85	как мы	3	5
86	того что	3	5
87	со стороны	4	5
88	с другой	8	5
89	и др	1	5
90	лишь как	1	5
91	в искусстве	1	5
92	на западе	1	4
93	с его	1	4
94	по отношению	1	4
95	независимо от	1	4
96	и к	1	4
97	в которой	1	4
98	главным образом	3	4
99	не как	2	4
100	как на	1	4
101	оно не	2	4
102	никогда не	2	4
103	если бы	12	4
104	для этого	3	4
105	всяком случае	5	4
106	с одной	2	4
107	конечно не	2	4
108	т п	24	4
109	одной стороны	1	4
110	в связи	4	4
111	в частности	2	4
112	с этой	2	4
113	быть и	1	4
114	что в	10	4
115	к этой	3	4
116	так же	4	4
117	во всяком	5	4
