N	2gram	Voloshinov_1	Myshleni
1	и в	16	28
2	в том	3	28
3	то что	3	28
4	в этом	9	27
5	в развитии	2	24
6	том что	3	19
7	не может	8	19
8	таким образом	9	18
9	что он	2	18
10	только в	4	18
11	что в	3	17
12	не только	7	16
13	по сравнению	3	15
14	так же	2	15
15	сравнению с	3	14
16	у ребенка	1	13
17	точки зрения	8	13
18	может быть	17	13
19	с помощью	2	13
20	сказать что	7	13
21	и не	4	11
22	что мы	2	11
23	как бы	5	11
24	к другим	2	11
25	но не	1	10
26	отношений между	1	10
27	с точки	6	10
28	того чтобы	1	10
29	к тому	1	10
30	как мы	4	10
31	так как	4	10
32	от того	1	10
33	но и	4	10
34	понятия и	2	10
35	было бы	2	9
36	мы можем	9	9
37	между собой	2	9
38	в самом	2	8
39	никогда не	2	8
40	для того	1	8
41	еще не	5	8
42	как известно	1	7
43	того же	2	7
44	то же	2	7
45	в сущности	1	7
46	отношение к	5	7
47	с самого	4	7
48	он не	2	7
49	в нем	4	7
50	самого начала	4	7
51	можно было	1	7
52	если бы	1	7
53	мы видим	2	7
54	и других	2	7
55	вместе с	3	7
56	что оно	2	7
57	между ними	3	7
58	же как	2	6
59	мы не	2	6
60	в чем	5	6
61	и как	3	6
62	и к	6	6
63	ступени развития	1	6
64	как и	2	6
65	для него	6	6
66	к предмету	1	6
67	не имеет	1	6
68	тогда когда	1	6
69	же самое	1	6
70	приводит к	1	6
71	так и	4	6
72	и что	1	6
73	можно сказать	4	6
74	его в	4	6
75	для ребенка	1	6
76	как раз	1	6
77	развития в	1	6
78	в области	3	6
79	вообще не	2	6
80	вопрос о	1	5
81	из того	1	5
82	зависимости от	1	5
83	и на	4	5
84	но в	4	5
85	в этой	4	5
86	на этой	3	5
87	с тем	1	5
88	в разных	1	5
89	с другом	1	5
90	не могут	2	5
91	могут быть	3	5
92	в пределах	2	5
93	в свете	1	5
94	друг с	1	5
95	мышления в	1	5
96	и все	4	5
97	и то	1	4
98	той же	1	4
99	мы имеем	1	4
100	я не	1	4
101	мы и	1	4
102	во всех	3	4
103	с этим	2	4
104	в нашем	1	4
105	на этом	3	4
106	и того	1	4
107	одного и	1	4
108	но если	1	4
109	на первых	1	4
110	знаем что	2	4
111	в сознании	1	4
112	ребенка не	1	4
113	что на	2	4
114	оно не	2	4
115	что при	1	4
116	своего развития	1	4
117	на основе	2	4
118	что и	2	4
119	в качестве	1	4
120	мы знаем	3	4
121	которые в	1	4
122	в состоянии	1	4
123	на этот	1	4
124	в частности	2	4
125	они не	2	4
126	ту же	2	3
127	отношения к	3	3
128	это и	1	3
129	ребенок может	1	3
130	с его	7	3
131	из этих	2	3
132	значение для	1	3
133	хотя и	1	3
134	от этого	1	3
135	на его	1	3
136	связанные с	2	3
137	при этом	6	3
138	с ней	1	3
139	и по	2	3
140	для всей	1	3
141	в них	2	3
142	что такое	5	3
143	его отношение	1	3
144	в основе	3	3
145	только не	1	3
146	это мы	1	3
147	связи с	1	3
148	этом отношении	1	3
149	отличается от	1	3
150	только то	2	3
151	в себя	1	3
152	но мы	4	3
153	только те	1	3
154	те же	3	3
155	мог бы	1	3
156	и здесь	1	3
157	и т.д	1	3
158	до сих	3	3
159	в его	4	3
160	и только	9	3
161	все время	1	3
162	центральный пункт	1	3
163	один из	2	3
164	и его	8	3
165	есть в	2	3
166	в нашей	1	3
167	а это	1	3
168	нуждается в	5	3
169	его мысли	1	3
170	в психологии	1	3
171	связано с	1	3
172	зависит от	1	3
173	а не	1	3
174	но как	2	3
175	как это	3	3
176	сих пор	3	3
177	по принципу	1	3
178	в другой	1	3
179	мы должны	1	3
180	не знает	2	3
181	мышления не	1	3
182	в своих	1	3
183	как на	1	3
184	самом деле	6	2
185	он может	1	2
186	мы уже	2	2
187	всего сказанного	1	2
188	что они	1	2
189	прежде всего	9	2
190	все же	1	2
191	когда он	1	2
192	и наконец	4	2
193	не являются	1	2
194	все эти	5	2
195	по самому	1	2
196	мысли и	4	2
197	освобождение от	1	2
198	с этой	2	2
199	как они	1	2
200	различие между	1	2
201	в другом	1	2
202	с другими	3	2
203	этом смысле	3	2
204	в высшей	1	2
205	несмотря на	1	2
206	в этих	3	2
207	что если	1	2
208	в своей	2	2
209	том смысле	1	2
210	что я	1	2
211	для объяснения	1	2
212	точку зрения	1	2
213	но это	2	2
214	друг другу	1	2
215	и вообще	2	2
216	не менее	2	2
217	она не	1	2
218	имеем дело	1	2
219	исследования мы	1	2
220	у нас	1	2
221	перейти к	1	2
222	всем этим	1	2
223	как с	2	2
224	еще в	1	2
225	для этого	2	2
226	новых и	1	2
227	с ним	2	2
228	на вопрос	1	2
229	внимание на	1	2
230	нас в	1	2
231	ступенях развития	3	2
232	с ними	4	2
233	дело с	1	2
234	для всех	4	2
235	если мы	2	2
236	только на	3	2
237	на одном	1	2
238	в одном	3	2
239	в конце	1	2
240	у него	2	2
241	с другой	1	2
242	и др	3	2
243	не на	2	2
244	мы снова	1	2
245	ребенка и	3	2
246	в связи	1	2
247	бы оно	1	2
248	по своему	2	2
249	в данном	1	2
250	и ведет	1	2
251	все это	4	2
252	известной степени	1	2
253	для нас	2	2
254	интерес к	1	2
255	только что	1	2
256	хотя в	1	2
257	а в	3	2
258	ее в	2	2
259	это в	1	2
260	если б	3	1
261	отношении и	1	1
262	близкое к	1	1
263	довести их	1	1
264	и через	2	1
265	тех же	3	1
266	значением для	1	1
267	другому человеку	1	1
268	самый предмет	1	1
269	старой психологии	1	1
270	что эти	1	1
271	едва ли	3	1
272	и могут	1	1
273	моментах в	1	1
274	совершенно так	1	1
275	нам в	1	1
276	и новых	1	1
277	что иное	1	1
278	на другой	1	1
279	но даже	1	1
280	свое отношение	1	1
281	что мог	1	1
282	первого и	1	1
283	первый план	1	1
284	иное как	1	1
285	на самом	4	1
286	ребенка можно	1	1
287	словами и	1	1
288	нет и	2	1
289	старая психология	1	1
290	за пределы	2	1
291	только путем	1	1
292	отнюдь не	4	1
293	в море	1	1
294	словами на	1	1
295	в центре	1	1
296	общего с	1	1
297	пути в	1	1
298	определения этих	1	1
299	находящиеся в	1	1
300	в полном	1	1
301	сознательное и	3	1
302	далее и	1	1
303	его к	1	1
304	самое важное	1	1
305	в этот	2	1
306	психологии и	1	1
307	не можем	2	1
308	привести к	1	1
309	что это	2	1
310	не оставляет	1	1
311	господствует в	1	1
312	так было	1	1
313	не сделал	1	1
314	учение о	3	1
315	с их	3	1
316	предметов и	1	1
317	как он	1	1
318	теории и	1	1
319	что она	1	1
320	но именно	1	1
321	а просто	1	1
322	известных пределах	1	1
323	единство в	1	1
324	именно то	1	1
325	и еще	1	1
326	представлениями и	2	1
327	и входит	1	1
328	наших глазах	1	1
329	каком отношении	1	1
330	в классе	1	1
331	и единство	1	1
332	но вместе	1	1
333	эта аналогия	1	1
334	последнее слово	1	1
335	и может	4	1
336	связанных с	2	1
337	и с	8	1
338	то нам	1	1
339	на все	1	1
340	всех областях	1	1
341	этой ступени	2	1
342	входит в	1	1
343	это было	1	1
344	отношения которые	1	1
345	т.е если	1	1
346	может стать	1	1
347	неизбежно должен	1	1
348	на следующих	2	1
349	ни в	5	1
350	не ясно	1	1
351	что представляет	1	1
352	он действительно	1	1
353	этим и	1	1
354	пока конечно	1	1
355	потому и	2	1
356	работу в	1	1
357	во время	3	1
358	и мышления	1	1
359	ведь когда	1	1
360	это делает	2	1
361	зрения обоих	1	1
362	приводится в	1	1
363	существует для	1	1
364	на первой	1	1
365	который всегда	1	1
366	однако не	1	1
367	так называемое	1	1
368	их в	3	1
369	оно само	1	1
370	на всю	1	1
371	в детской	2	1
372	т.е на	1	1
373	на один	1	1
374	следующих ступенях	1	1
375	что есть	1	1
376	можем теперь	2	1
377	с теми	1	1
378	имеет и	1	1
379	дело в	1	1
380	одна из	1	1
381	и притом	3	1
382	к новым	1	1
383	к этим	1	1
384	мы вправе	1	1
385	к изучению	1	1
386	в стадии	1	1
387	для всего	1	1
388	только уже	2	1
389	а для	1	1
390	этих двух	1	1
391	всего на	1	1
392	каждый день	1	1
393	в каком	2	1
394	один шаг	1	1
395	более свободна	1	1
396	деятельности и	1	1
397	в момент	1	1
398	человека в	1	1
399	и всех	2	1
400	ребенка к	1	1
401	его за	1	1
402	для его	1	1
403	в самых	1	1
404	на это	1	1
405	т.е в	2	1
406	ничего общего	1	1
407	и это	6	1
408	опираясь на	1	1
409	и стали	1	1
410	как таковым	1	1
411	и о	2	1
412	без всякого	1	1
413	подобно тому	1	1
414	данном случае	1	1
415	даже самое	1	1
416	и ту	1	1
417	по аналогии	2	1
418	хорошо известны	1	1
419	но отнюдь	2	1
420	находится в	2	1
421	только и	2	1
422	в известных	1	1
423	два момента	1	1
424	в детском	1	1
425	о том	2	1
426	для человека	1	1
427	что его	1	1
428	в единую	1	1
429	к нему	1	1
430	работе мы	1	1
431	скрывается в	1	1
432	эти два	1	1
433	развития ребенок	1	1
434	определяющим моментом	1	1
435	что же	1	1
436	и можно	1	1
437	имеет места	1	1
438	это приводит	1	1
439	можно построить	1	1
440	что здесь	1	1
441	но так	1	1
442	о двух	1	1
443	тот же	1	1
444	мы увидим	1	1
445	во всем	1	1
446	человека все	1	1
447	жизнь с	1	1
448	может оказаться	1	1
449	первой стадии	1	1
450	одних и	1	1
451	и ее	4	1
452	об их	1	1
453	с одной	1	1
454	и теперь	3	1
455	оказывается в	1	1
456	конечно не	6	1
457	уже не	1	1
458	то и	1	1
459	оно в	1	1
460	в начале	2	1
461	его и	1	1
462	и их	4	1
463	цели и	2	1
464	в известной	1	1
465	вовсе не	1	1
466	с этими	1	1
467	привела к	1	1
468	ее не	1	1
469	в систему	2	1
470	не говорит	1	1
471	во всей	2	1
472	быть совершенно	1	1
473	а потому	4	1
474	объяснению с	1	1
475	этот момент	1	1
476	без всякой	1	1
477	и даже	4	1
478	или иной	1	1
479	говорили что	1	1
480	что можно	2	1
481	эта работа	1	1
482	нельзя сказать	1	1
483	здесь в	1	1
484	наконец в	1	1
485	а с	1	1
486	может иметь	2	1
487	говорит о	1	1
488	к сожалению	1	1
489	а на	2	1
490	материал в	1	1
491	думается нам	1	1
492	только как	3	1
493	он даже	1	1
494	в руках	1	1
495	вопрос можно	1	1
496	всех трех	1	1
497	план выдвигается	1	1
