N	2gram	Potebnia_M_2	Myshleni
1	в развитии	1	28
2	то что	20	26
3	в этом	8	25
4	что он	4	25
5	потому что	49	21
6	таким образом	11	19
7	в том	18	18
8	не может	12	18
9	того чтобы	2	17
10	не только	15	16
11	и в	24	16
12	того что	7	16
13	так как	10	16
14	что в	16	16
15	том что	8	15
16	так же	2	15
17	для того	5	14
18	между собой	1	13
19	в процессе	1	13
20	сказать что	2	13
21	вопрос о	2	12
22	по отношению	2	12
23	в ходе	1	12
24	и что	4	12
25	и не	19	12
26	из того	1	11
27	отношение к	1	11
28	в его	2	11
29	но не	12	10
30	было бы	13	10
31	как мы	1	10
32	только в	11	10
33	а не	18	10
34	с точки	1	9
35	может быть	23	9
36	то же	12	8
37	в известном	1	8
38	понятий в	1	8
39	должно быть	2	8
40	как и	7	8
41	если бы	11	8
42	тем самым	4	8
43	о том	5	8
44	он не	1	8
45	как это	2	8
46	мы должны	2	8
47	того же	14	7
48	переход от	1	7
49	и есть	2	7
50	внутренней речи	1	7
51	в нем	9	7
52	но он	2	7
53	по себе	15	7
54	так и	5	7
55	если мы	3	7
56	и на	8	6
57	в мысли	5	6
58	могли бы	2	6
59	но в	4	6
60	как он	4	6
61	связанные с	2	6
62	состоит в	2	6
63	в другом	2	6
64	но если	2	6
65	не в	13	6
66	что оно	4	6
67	что все	2	6
68	языка и	3	6
69	и следовательно	2	6
70	мы можем	12	6
71	у него	2	6
72	но и	9	6
73	речи и	1	6
74	в той	1	6
75	в какой	2	6
76	к тому	1	6
77	в такой	1	5
78	мере в	1	5
79	должна быть	1	5
80	мы и	1	5
81	что они	5	5
82	как в	10	5
83	в которой	5	5
84	он должен	1	5
85	на все	3	5
86	из нее	1	5
87	тому что	2	5
88	мысли и	1	5
89	с ним	5	5
90	что с	2	5
91	самого начала	2	5
92	в то	6	5
93	тогда когда	10	5
94	того как	7	5
95	в деятельности	2	5
96	никогда не	4	5
97	ничего не	1	5
98	с самого	2	5
99	по сравнению	1	5
100	на вопрос	3	5
101	но мы	3	5
102	можно сказать	1	5
103	заключается в	1	5
104	значит что	1	5
105	тот же	5	5
106	хотя бы	2	5
107	для него	10	5
108	тем что	7	5
109	сравнению с	1	5
110	как бы	9	5
111	только что	3	5
112	и то	3	4
113	уже по	1	4
114	той же	3	4
115	что между	1	4
116	что если	6	4
117	оба эти	2	4
118	время как	4	4
119	памяти и	1	4
120	мысль что	1	4
121	а только	8	4
122	не то	2	4
123	друг от	1	4
124	за пределы	2	4
125	сама по	2	4
126	в самом	4	4
127	все эти	2	4
128	с их	1	4
129	при этом	13	4
130	подобно тому	4	4
131	и по	2	4
132	мы его	1	4
133	это не	3	4
134	такой же	4	4
135	и другое	4	4
136	мысли в	3	4
137	не имеет	6	4
138	в самых	1	4
139	могут быть	8	4
140	не есть	6	4
141	от друга	1	4
142	еще не	4	4
143	так что	10	4
144	к мысли	2	4
145	и их	5	4
146	то время	4	4
147	не могут	7	4
148	с другой	6	4
149	именно в	1	4
150	к которому	2	4
151	зависит от	2	4
152	ребенка и	1	4
153	что мы	11	4
154	вместе с	11	4
155	тому как	4	4
156	это есть	1	4
157	в состоянии	6	4
158	с этой	1	4
159	что сознание	2	4
160	в целом	3	4
161	мы видим	2	4
162	бы в	2	4
163	тем более	1	4
164	как показывает	1	4
165	в свою	6	4
166	этой точки	1	4
167	самом деле	2	3
168	между двумя	6	3
169	отношения между	2	3
170	с таким	3	3
171	мы не	11	3
172	как я	1	3
173	он может	1	3
174	но как	1	3
175	если в	3	3
176	ответ на	1	3
177	мысли к	2	3
178	с этим	7	3
179	все же	5	3
180	и как	6	3
181	в действительности	2	3
182	то в	1	3
183	он в	1	3
184	и тот	2	3
185	как с	1	3
186	на этом	2	3
187	как они	1	3
188	и может	3	3
189	что мысль	1	3
190	и тем	3	3
191	с тем	4	3
192	мы видели	1	3
193	и того	6	3
194	восприятия и	2	3
195	связаны между	1	3
196	что значит	1	3
197	в этих	3	3
198	таким же	1	3
199	в их	1	3
200	сих пор	4	3
201	и более	1	3
202	не менее	5	3
203	но что	2	3
204	только не	1	3
205	вытекает из	2	3
206	как она	1	3
207	по своей	1	3
208	и его	2	3
209	связи с	6	3
210	необходимо предполагает	1	3
211	ничего общего	1	3
212	свою очередь	6	3
213	в себя	2	3
214	и с	1	3
215	никак не	1	3
216	до сих	4	3
217	в чем	7	3
218	этих двух	1	3
219	к нему	1	3
220	а потому	5	3
221	что и	11	3
222	между тем	6	3
223	с одной	4	3
224	его и	1	3
225	он имеет	1	3
226	мы знаем	2	3
227	в известной	1	3
228	в одном	6	3
229	а в	8	3
230	от того	5	3
231	перейти к	1	3
232	его мысли	1	3
233	на которые	1	3
234	один и	1	3
235	прежде всего	7	3
236	не на	2	3
237	чем в	1	3
238	для ребенка	1	3
239	этом случае	1	3
240	той мере	1	3
241	но это	3	3
242	одного и	6	3
243	одной стороны	3	3
244	вопрос как	1	3
245	мысли но	2	3
246	как на	3	3
247	ее в	1	3
248	к этому	2	3
249	они не	4	3
250	не иначе	1	2
251	ту же	1	2
252	отношения к	2	2
253	одним из	1	2
254	такое же	2	2
255	нам кажется	4	2
256	не имеют	2	2
257	есть не	5	2
258	которую мы	1	2
259	принадлежит к	1	2
260	он произносит	1	2
261	в ней	3	2
262	быть в	1	2
263	на их	1	2
264	столь же	5	2
265	во всех	7	2
266	с каким	2	2
267	что я	1	2
268	а тем	1	2
269	мы будем	1	2
270	очевидно что	3	2
271	отличие от	1	2
272	которые не	3	2
273	его на	2	2
274	общего с	2	2
275	стороны и	1	2
276	в образовании	2	2
277	что само	3	2
278	в этот	1	2
279	есть большая	1	2
280	речи но	1	2
281	то и	9	2
282	нами в	1	2
283	только один	4	2
284	тому же	1	2
285	что она	3	2
286	к одному	1	2
287	мере как	1	2
288	из виду	1	2
289	имел бы	1	2
290	но все	2	2
291	те же	3	2
292	в жизни	2	2
293	в них	5	2
294	на основании	1	2
295	оно имеет	1	2
296	во второй	1	2
297	в котором	4	2
298	как совокупность	2	2
299	в отличие	1	2
300	одного этого	1	2
301	должны были	1	2
302	мысли от	1	2
303	значение для	1	2
304	отношений между	3	2
305	что внимание	1	2
306	друг другу	1	2
307	и эти	1	2
308	все это	2	2
309	более сложные	1	2
310	их в	2	2
311	который мы	1	2
312	с развитием	1	2
313	но только	2	2
314	нам известно	1	2
315	речи он	1	2
316	же процесс	1	2
317	во всем	2	2
318	с пониманием	1	2
319	до того	1	2
320	для другого	1	2
321	то это	3	2
322	и здесь	2	2
323	должны быть	4	2
324	указывает на	2	2
325	но при	1	2
326	в истории	1	2
327	не повторяет	1	2
328	своей мысли	1	2
329	что у	2	2
330	на нее	1	2
331	почему в	1	2
332	не с	3	2
333	том как	3	2
334	по мере	5	2
335	находится в	3	2
336	мысли которая	1	2
337	говорим о	1	2
338	и поэтому	2	2
339	язык и	1	2
340	находятся в	1	2
341	образом в	4	2
342	отчета в	1	2
343	его в	3	2
344	вслед за	3	2
345	слов и	1	2
346	может иметь	1	2
347	что только	2	2
348	к их	1	2
349	в первой	1	2
350	процессов в	1	2
351	со всеми	1	2
352	с которыми	2	2
353	только на	1	2
354	развития мы	1	2
355	в единстве	1	2
356	же в	5	2
357	но с	1	2
358	не дает	2	2
359	из них	5	2
360	никто не	1	2
361	вовсе не	9	2
362	к ним	1	2
363	само по	2	2
364	не говорит	1	2
365	это будет	3	2
366	а с	2	2
367	себя и	2	2
368	что для	3	2
369	у нас	2	2
370	во внимание	1	2
371	на который	1	2
372	каким мы	3	2
373	ни на	1	2
374	и потому	2	2
375	мы говорим	3	2
376	сознание и	4	2
377	этой последней	2	2
378	и от	3	2
379	только для	5	2
380	чтобы сделать	1	2
381	в более	1	2
382	мы выше	2	2
383	сознания и	1	2
384	понять что	1	2
385	чтобы понять	1	2
386	предмета и	4	2
387	или не	5	2
388	другой стороны	2	2
389	имеет место	2	2
390	жизни и	1	2
391	в своих	1	2
392	по поводу	6	2
393	во всяком	7	2
394	все что	3	2
395	а между	4	1
396	говоря о	3	1
397	например в	3	1
398	в движение	2	1
399	что наконец	1	1
400	ним новые	1	1
401	слово если	2	1
402	сам по	4	1
403	связи между	1	1
404	на самом	2	1
405	только потому	2	1
406	этого последнего	3	1
407	но тем	3	1
408	на деле	3	1
409	мысли а	2	1
410	к другому	4	1
411	большая разница	1	1
412	нас на	2	1
413	нем но	1	1
414	собственном смысле	1	1
415	когда это	2	1
416	которыми он	1	1
417	мы уже	1	1
418	полагает что	3	1
419	для своего	1	1
420	же следует	1	1
421	же процесса	1	1
422	орудием мысли	1	1
423	и о	1	1
424	бы что	2	1
425	что уже	1	1
426	речи чем	1	1
427	самое его	1	1
428	то столь	1	1
429	этих предметов	1	1
430	но она	3	1
431	выше развитие	1	1
432	же что	3	1
433	себе что	1	1
434	эти представления	1	1
435	мы спрашиваем	1	1
436	знаем что	1	1
437	бы то	1	1
438	что его	3	1
439	с его	2	1
440	сознания а	1	1
441	то мы	2	1
442	звуков например	1	1
443	в ее	1	1
444	друг к	1	1
445	и вопрос	1	1
446	понятно почему	1	1
447	они имеют	2	1
448	способности к	1	1
449	очевидно и	1	1
450	что язык	2	1
451	значение и	2	1
452	в общем	2	1
453	для всякого	1	1
454	можем не	1	1
455	значение имеет	1	1
456	нашего сознания	1	1
457	этим последним	1	1
458	в собственном	2	1
459	что хотя	4	1
460	независимо от	9	1
461	что именно	1	1
462	чем мы	1	1
463	на которое	1	1
464	как к	1	1
465	бы при	2	1
466	все остальные	5	1
467	перед нами	1	1
468	этого еще	1	1
469	из сознания	1	1
470	и понимания	1	1
471	и наконец	1	1
472	всеми остальными	1	1
473	то обе	1	1
474	поздно и	1	1
475	более или	8	1
476	следует сказать	1	1
477	в себе	10	1
478	этой цели	1	1
479	сложный процесс	1	1
480	вопрос почему	1	1
481	что это	3	1
482	мы получаем	1	1
483	в нашем	2	1
484	думать что	3	1
485	что к	1	1
486	не наоборот	1	1
487	имеем в	1	1
488	на то	5	1
489	в наших	1	1
490	но на	2	1
491	так сказать	4	1
492	роли в	1	1
493	эти другие	1	1
494	по сходству	1	1
495	дальше и	1	1
496	чем для	1	1
497	от которого	1	1
498	ребенка нельзя	1	1
499	но само	1	1
500	свою собственную	1	1
501	не как	3	1
502	переходит от	1	1
503	ими в	2	1
504	оно должно	3	1
505	том чтобы	1	1
506	через другое	1	1
507	еще мало	1	1
508	своего пути	1	1
509	что без	3	1
510	свою силу	1	1
511	но вместе	2	1
512	одной и	2	1
513	нужные для	2	1
514	смысле как	2	1
515	и независимо	1	1
516	прежде чем	1	1
517	может понять	1	1
518	одно и	2	1
519	и связанное	1	1
520	значительной степени	1	1
521	в каждом	2	1
522	повторяет в	1	1
523	тем же	3	1
524	главным образом	4	1
525	имеют в	1	1
526	нам остается	1	1
527	об этом	1	1
528	связанных с	1	1
529	к другу	1	1
530	разница между	2	1
531	лишь в	1	1
532	том в	1	1
533	за целое	1	1
534	известной связи	1	1
535	входит в	1	1
536	и других	2	1
537	может стать	2	1
538	предметов но	1	1
539	этом смысле	2	1
540	приходит в	1	1
541	бы должны	1	1
542	вопрос и	1	1
543	мог бы	3	1
544	известным образом	1	1
545	ни в	1	1
546	о которых	3	1
