N	2gram	Bakhtin_Pr_3	Literetu
1	не только	10	24
2	при этом	4	19
3	но и	12	17
4	в том	3	16
5	а не	9	16
6	том что	3	14
7	может быть	19	13
8	и не	29	12
9	в этом	16	12
10	в своем	2	11
11	своего рода	2	11
12	прежде всего	15	11
13	то что	11	10
14	в целом	5	8
15	не в	9	8
16	и в	34	8
17	только в	6	8
18	я и	2	7
19	я не	7	7
20	отказ от	1	7
21	как бы	27	7
22	в себе	6	7
23	не менее	3	7
24	в его	22	7
25	уже не	2	7
26	то есть	1	6
27	как и	18	6
28	точки зрения	8	6
29	и сам	5	6
30	того что	5	6
31	связи с	1	6
32	в жизни	2	6
33	себя в	1	6
34	одним из	1	5
35	то же	14	5
36	отличие от	2	5
37	как в	4	5
38	не столько	1	5
39	в отличие	2	5
40	в то	12	5
41	для себя	6	5
42	же время	12	5
43	что он	23	5
44	уже в	3	5
45	не может	19	5
46	в данном	1	5
47	с этой	2	5
48	я в	4	5
49	с его	6	5
50	в своей	3	4
51	еще не	4	4
52	столь же	2	4
53	но не	4	4
54	в этой	1	4
55	все же	7	4
56	по преимуществу	1	4
57	не как	3	4
58	с собой	1	4
59	лишь в	5	4
60	для этого	3	4
61	с миром	3	4
62	и его	16	4
63	данном случае	1	4
64	никогда не	8	4
65	так и	6	4
66	чужого сознания	3	4
67	еще в	3	4
68	в формах	1	4
69	из них	5	4
70	в конце	5	4
71	друг друга	2	4
72	как раз	4	4
73	о себе	18	4
74	это не	5	4
75	в своих	1	4
76	например в	2	3
77	тех же	1	3
78	также и	1	3
79	самого себя	2	3
80	что его	3	3
81	по отношению	5	3
82	xix столетия	1	3
83	в самом	8	3
84	бы не	2	3
85	с их	1	3
86	таким образом	5	3
87	той же	2	3
88	его в	4	3
89	в душе	2	3
90	далеко не	3	3
91	он и	5	3
92	несмотря на	1	3
93	не мог	5	3
94	в их	1	3
95	но в	16	3
96	том же	1	3
97	одна из	1	3
98	в основе	1	3
99	не должен	1	3
100	к себе	17	3
101	всего в	1	3
102	в виду	3	3
103	в пределах	6	3
104	приводит к	1	3
105	сводится к	3	3
106	нуждается в	3	3
