N	2gram	Tiupa_Anal_2	Russkaja
1	не может	4	22
2	и не	12	19
3	в том	12	17
4	в этом	18	17
5	и в	16	14
6	с другом	1	14
7	друг с	1	14
8	то что	7	13
9	самим собой	1	12
10	то же	4	11
11	точки зрения	4	11
12	таким образом	2	11
13	в то	2	10
14	же время	2	10
15	но и	12	10
16	в себе	7	9
17	не только	16	9
18	том что	12	9
19	с точки	2	9
20	может быть	6	9
21	прежде всего	3	8
22	как на	1	8
23	самом деле	1	7
24	отнюдь не	8	7
25	и если	3	7
26	в данном	8	7
27	к тому	7	7
28	о том	7	7
29	самого себя	1	7
30	мы должны	1	7
31	ни к	1	7
32	в своем	4	6
33	и к	5	6
34	и при	1	6
35	если бы	3	6
36	все это	4	6
37	и для	2	6
38	для всех	2	6
39	для него	4	6
40	а между	1	5
41	и на	6	5
42	во всех	4	5
43	на то	2	5
44	в нем	1	5
45	при этом	10	5
46	он не	2	5
47	было бы	3	5
48	в своей	2	5
49	никогда не	3	5
50	потому что	1	5
51	между тем	2	5
52	только в	4	5
53	хотя бы	1	5
54	или иной	3	5
55	себя и	1	5
56	по существу	2	5
57	а в	3	5
58	и то	3	4
59	но не	4	4
60	себе и	1	4
61	себя в	2	4
62	более или	1	4
63	не в	4	4
64	в этой	9	4
65	в совершенно	1	4
66	что такой	1	4
67	его в	2	4
68	как и	14	4
69	которой он	1	4
70	или менее	1	4
71	в их	3	4
72	тогда когда	1	4
73	к соединению	1	4
74	приводит к	3	4
75	в мире	6	4
76	можно было	3	4
77	и т.д	3	4
78	путь к	1	4
79	в его	2	4
80	так как	1	4
81	со стороны	3	4
82	вместе с	2	4
83	что же	1	4
84	как бы	10	4
85	отказаться от	1	4
86	что в	2	4
87	к этой	1	4
88	все что	2	4
89	и т	1	3
90	сил и	1	3
91	говорить о	6	3
92	еще не	2	3
93	из этих	1	3
94	в самом	6	3
95	ни одна	1	3
96	и по	1	3
97	в другом	1	3
98	лишь в	9	3
99	несмотря на	3	3
100	всех этих	1	3
101	но если	1	3
102	таким же	1	3
103	одна из	1	3
104	связи с	1	3
105	в сознании	4	3
106	той или	3	3
107	что все	2	3
108	данном случае	5	3
109	что может	1	3
110	сводится к	3	3
111	может не	1	3
112	но мы	1	3
113	в значительной	2	3
114	и во	2	3
115	борьбе с	2	3
116	что и	3	3
117	того что	2	3
118	одной из	3	3
119	в качестве	11	3
120	из них	3	3
121	в конце	4	3
122	себя от	1	3
123	тем что	3	3
124	именно в	3	3
125	только к	1	3
126	ко всем	1	3
127	и потому	1	3
128	таких условиях	1	3
129	да и	1	3
130	этом случае	4	3
131	при условии	1	3
132	или в	3	3
133	и как	1	3
134	все они	1	3
135	не есть	2	3
136	из этого	1	3
137	речь идет	2	2
138	зависимость от	1	2
139	бы для	1	2
140	на себя	5	2
141	но даже	1	2
142	в таком	2	2
143	взгляде на	1	2
144	там и	1	2
145	по отношению	4	2
146	тогда как	19	2
147	сама по	1	2
148	для русской	1	2
149	и наконец	1	2
150	но в	6	2
151	все эти	1	2
152	и тот	1	2
153	и те	1	2
154	культуре и	1	2
155	состоит в	8	2
156	не к	1	2
157	чтобы в	1	2
158	мы уже	1	2
159	на этой	2	2
160	того или	3	2
161	в глазах	1	2
162	по себе	2	2
163	и тем	4	2
164	этого не	1	2
165	и тогда	1	2
166	нисколько не	1	2
167	в этих	2	2
168	в котором	2	2
169	место в	3	2
170	в силу	1	2
171	и более	1	2
172	том же	1	2
173	для нее	2	2
174	тому что	1	2
175	она не	2	2
176	только для	1	2
177	в таких	2	2
178	что с	2	2
179	для нас	1	2
180	у него	4	2
181	в противоречие	1	2
182	и является	4	2
183	на которой	1	2
184	как будто	3	2
185	отличается от	1	2
186	будучи по	2	2
187	на такую	1	2
188	указывает на	1	2
189	если же	1	2
190	для себя	1	2
191	и о	1	2
192	если они	1	2
193	с самим	3	2
194	в борьбе	2	2
195	это только	2	2
196	даже не	1	2
197	и что	1	2
198	от него	1	2
199	к нему	1	2
200	это в	1	2
201	этот вопрос	1	2
202	совершенно не	1	2
203	проявляется в	3	2
204	так что	3	2
205	уже не	4	2
206	только на	3	2
207	в начале	1	2
208	его и	1	2
209	не так	4	2
210	представить себе	1	2
211	ни в	1	2
212	не о	2	2
213	только с	1	2
214	и даже	9	2
215	зависит от	1	2
216	а не	10	2
217	себя на	1	2
218	в частности	16	2
219	так же	2	2
220	противоречие с	1	2
221	или иного	3	2
222	отношения к	2	2
223	но это	1	2
224	остается в	1	2
225	если не	1	2
226	в результате	3	2
227	с ним	2	2
228	отношении к	1	2
229	на это	1	2
230	ее в	1	2
231	тем самым	4	2
232	точно так	1	2
233	при довольно	1	1
234	того же	4	1
235	тех же	1	1
236	идет о	1	1
237	национальной и	1	1
238	можно лишь	1	1
239	исходит из	1	1
240	противном случае	1	1
241	со своей	1	1
242	то самое	1	1
243	и за	3	1
244	также и	1	1
245	их и	1	1
246	есть не	1	1
247	всему этому	1	1
248	этой соотносительности	1	1
249	на место	1	1
250	до такой	1	1
251	в каждый	1	1
252	в сущности	4	1
253	в полной	1	1
254	они были	1	1
255	событий и	1	1
256	при переходе	2	1
257	что оба	1	1
258	когда речь	1	1
259	он был	2	1
260	собой он	1	1
261	не был	3	1
262	упускать из	1	1
263	столь же	4	1
264	что его	1	1
265	к этому	2	1
266	в общем	2	1
267	очевидно что	1	1
268	и небольшой	1	1
269	что хотя	1	1
270	данный момент	1	1
271	случае речь	1	1
272	что касается	3	1
273	в противном	1	1
274	перед нами	1	1
275	в полном	1	1
276	когда он	1	1
277	имеет в	1	1
278	искусство и	1	1
279	в которой	1	1
280	привести к	1	1
281	себя к	1	1
282	бы не	1	1
283	но ведь	1	1
284	то и	1	1
285	тому же	4	1
286	если он	1	1
287	но на	1	1
288	вследствие этого	2	1
289	вообще не	2	1
290	на его	3	1
291	не следует	2	1
292	тем не	3	1
293	время и	1	1
294	всех остальных	1	1
295	а скорее	1	1
296	от которого	2	1
297	однако при	3	1
298	в принципе	1	1
299	к одному	1	1
300	прочим и	1	1
301	никому не	1	1
302	его можно	1	1
303	так например	2	1
304	и заключается	1	1
305	значительной степени	2	1
306	в одну	2	1
307	мысль об	1	1
308	тем же	1	1
309	об этом	1	1
310	и неизбежно	1	1
311	и второй	2	1
312	полной мере	1	1
313	то есть	9	1
314	или даже	2	1
315	от степени	1	1
316	входит в	1	1
317	заключается в	1	1
318	первый случай	1	1
319	это не	1	1
320	то все	1	1
321	обе стороны	1	1
322	в жизни	1	1
323	этого слова	3	1
324	все равно	1	1
325	со своими	1	1
326	всегда и	1	1
327	жизни но	2	1
328	иначе говоря	11	1
329	такой же	1	1
330	в один	4	1
331	от своего	2	1
332	в такой	1	1
333	что о	1	1
334	прийти к	1	1
335	не столько	3	1
336	как другие	1	1
337	стало быть	2	1
338	для данного	1	1
339	ко всему	1	1
340	теми же	2	1
341	по крайней	3	1
342	и эти	1	1
343	кроме одной	1	1
344	ставит себя	1	1
345	который мы	1	1
346	вовсе не	2	1
347	даже в	2	1
348	между несколькими	1	1
349	все три	1	1
350	и вся	1	1
351	не менее	4	1
352	до известной	1	1
353	и другое	1	1
354	хотелось бы	1	1
355	на себе	3	1
356	на него	2	1
357	но только	1	1
358	он с	1	1
359	только не	4	1
360	того и	2	1
361	казалось бы	3	1
362	вся его	1	1
363	не учитывать	1	1
364	в разных	1	1
365	именно с	1	1
366	между нами	1	1
367	всего на	1	1
368	с одним	1	1
369	и сама	1	1
370	было не	1	1
371	этом отношении	3	1
372	что на	3	1
373	или иных	2	1
374	стороны и	1	1
375	зрения которая	1	1
376	него на	4	1
377	выход из	1	1
378	могут быть	10	1
379	похож на	1	1
380	человека в	1	1
381	однако для	1	1
382	же самое	1	1
383	должны быть	1	1
384	всего в	2	1
385	что при	1	1
386	в применении	1	1
387	как мы	3	1
388	вступая в	1	1
389	отвергает и	1	1
390	с ее	2	1
391	свою очередь	1	1
392	но при	1	1
393	в ее	1	1
394	над нами	2	1
395	таит в	1	1
396	языка и	2	1
397	только то	1	1
398	в себя	4	1
399	роль в	2	1
400	так и	15	1
401	те же	2	1
402	сам уже	1	1
403	собой в	2	1
404	две части	1	1
405	из одного	1	1
406	нас и	1	1
407	иное как	1	1
408	это рассуждение	1	1
409	первый и	1	1
410	и внутреннее	1	1
411	никак не	2	1
412	одного из	3	1
413	можно сказать	4	1
414	с другой	6	1
415	борьба с	3	1
416	которые и	2	1
417	которая сама	1	1
418	воздействия на	1	1
419	от них	1	1
420	крайней мере	3	1
421	чем и	2	1
422	и писать	1	1
423	видеть только	1	1
424	другого для	1	1
425	по своей	1	1
426	один из	2	1
427	оно и	1	1
428	с ними	3	1
429	особенно если	1	1
430	зрения в	1	1
431	неудивительно что	1	1
432	они могут	1	1
433	и оба	1	1
434	человека с	1	1
435	как проявление	1	1
436	же и	1	1
437	в сторону	5	1
438	носит в	1	1
439	вопроса о	1	1
440	нами и	1	1
441	борьбы с	3	1
442	а то	2	1
443	не вне	1	1
444	за ним	1	1
445	и их	2	1
446	богу не	1	1
447	к ним	1	1
448	это именно	2	1
449	деятельности для	1	1
450	другом в	1	1
451	и будет	1	1
452	превращается в	2	1
453	бы это	1	1
454	связан с	1	1
455	о своей	2	1
456	может ли	2	1
457	хоть и	1	1
458	на ее	1	1
