N	3gram	Losev_Prob_2	Problemy
1	до сих пор	4	7
2	с самим собою	1	5
3	в то же	4	5
4	и не может	1	4
5	сама по себе	4	4
6	не может быть	3	4
7	в самом деле	2	4
8	и т д	6	4
9	в той или	1	3
10	более или менее	4	3
11	можно было бы	2	3
12	с другой стороны	5	3
13	той или иной	1	3
14	никак не может	2	3
15	как нам кажется	1	2
16	в настоящее время	16	2
17	в этом смысле	5	2
18	как раз и	4	2
19	нам кажется что	1	2
20	это вовсе не	1	2
21	и в этих	1	2
22	может быть и	2	2
23	в том или	1	2
24	что же тут	1	2
25	в конце концов	7	2
26	и то же	1	2
27	то время как	1	2
28	друг к другу	2	2
29	тем не менее	12	2
30	в то время	1	2
31	и не знает	1	2
32	но все же	1	2
33	на то что	4	2
34	друг от друга	2	2
35	в этих случаях	1	2
36	по себе но	1	2
37	в узком смысле	1	2
38	о том как	1	1
39	каждая из этих	1	1
40	представим себе что	2	1
41	он сам и	1	1
42	прежде всего как	1	1
43	иметь в виду	1	1
44	то есть не	3	1
45	а вовсе не	1	1
46	этот вопрос для	1	1
47	к учению о	1	1
48	также и в	1	1
49	есть прежде всего	4	1
50	в том числе	2	1
51	так что в	2	1
52	то же самое	5	1
53	одной стороны и	3	1
54	же как и	1	1
55	и если мы	1	1
56	обойтись без этого	1	1
57	по крайней мере	6	1
58	что все указанные	1	1
59	на том или	2	1
60	тот же самый	1	1
61	в таком случае	10	1
62	хотя бы и	3	1
63	сами по себе	2	1
64	не знаем о	1	1
65	слова и вообще	1	1
66	бы то ни	2	1
67	но и в	3	1
68	между тем как	1	1
69	а может быть	2	1
70	в собственном смысле	1	1
71	что в нем	1	1
72	том числе и	2	1
73	том или ином	2	1
74	может быть даже	1	1
75	речи как раз	1	1
76	человек мы уже	1	1
77	он тоже не	1	1
78	возникает вопрос о	1	1
79	ни на какое	1	1
80	это последнее может	1	1
81	но в таком	3	1
82	такое слово как	1	1
83	то ни было	1	1
84	мы не знаем	1	1
85	с одной стороны	5	1
86	мы здесь не	1	1
87	в связи с	5	1
88	как один из	1	1
89	же тут в	1	1
90	все больше и	1	1
91	так или иначе	6	1
92	и вы не	1	1
93	перед нами в	1	1
94	во всяком случае	10	1
95	в точном смысле	1	1
96	своими корнями в	1	1
97	для чего же	1	1
98	бы не было	3	1
99	что до сих	1	1
100	не менее и	1	1
101	о том что	14	1
102	и только на	1	1
103	по себе и	2	1
104	между собою но	1	1
105	но тем не	1	1
106	так и в	1	1
107	не может не	1	1
108	само по себе	2	1
109	на самом деле	2	1
110	то что не	2	1
111	не только не	2	1
112	хотя и необходимы	1	1
113	поэтому мы и	1	1
114	что может быть	1	1
115	можно сказать что	3	1
116	и говорить не	1	1
117	от человека от	1	1
118	если бы не	3	1
119	мы не только	2	1
120	в другом случае	1	1
121	больше и больше	1	1
122	как мы уже	1	1
123	уже и не	1	1
124	в каждом из	1	1
125	в том что	4	1
126	человека от его	1	1
127	не менее в	1	1
