N	3gram	Propp_Isto_5	RusskieA
1	в том что	2	18
2	состоит в том	1	13
3	в других местах	1	7
4	в этом случае	7	6
5	в данном случае	2	6
6	для того чтобы	3	6
7	т е в	3	5
8	и т д	18	5
9	вместе с тем	6	4
10	и в других	1	4
11	так же как	3	4
12	в некоторых местах	1	4
13	о том что	4	4
14	мы видели что	2	4
15	в этих случаях	6	3
16	в отличие от	1	3
17	не может быть	3	3
18	это показывает что	2	3
19	все это показывает	1	3
20	подобно тому как	1	3
21	только тогда когда	1	3
22	тем не менее	4	2
23	же как и	2	2
24	в воду и	3	2
25	мы не будем	2	2
26	не будем здесь	2	2
27	и многие другие	1	2
28	в том чтобы	2	2
29	выше мы указывали	1	2
30	но вместе с	3	2
31	в то время	1	2
32	что такие представления	1	2
33	после того как	3	2
34	с одной стороны	7	2
35	на другой день	1	2
36	представление о них	1	1
37	потому что он	2	1
38	речь будет ниже	1	1
39	в свете приведенных	1	1
40	мы здесь имеем	2	1
41	а и никифоров	1	1
42	к этому же	1	1
43	не было ни	1	1
44	не совсем ясно	1	1
45	потому что в	1	1
46	иметь в виду	1	1
47	в виду что	1	1
48	но так как	2	1
49	и привязывают к	1	1
50	что один из	1	1
51	о том как	2	1
52	мы должны будем	1	1
53	после этого они	1	1
54	но и в	2	1
55	как мы увидим	3	1
56	таким образом в	1	1
57	из того что	1	1
58	состоит не в	1	1
59	но это не	2	1
60	дело представляется иначе	1	1
61	сюда же можно	1	1
62	а иногда и	1	1
63	сюда же относится	1	1
64	же можно отнести	1	1
65	здесь еще не	1	1
66	свете приведенных материалов	1	1
67	можно наблюдать что	2	1
68	в царство мертвых	1	1
69	можно найти в	1	1
70	в это время	2	1
71	одна из наиболее	1	1
72	чем речь будет	1	1
73	т д с	1	1
74	здесь мы имеем	3	1
75	может быть не	1	1
76	к заключению что	3	1
77	круга представлений о	1	1
78	во всяком случае	1	1
79	получает свою силу	1	1
80	это делается для	1	1
81	в некоторых случаях	2	1
82	во всех этих	1	1
83	не говорится что	1	1
84	то время как	1	1
85	как и вообще	1	1
86	т е на	2	1
87	видели что в	1	1
88	с другой стороны	8	1
89	это не совсем	1	1
90	и в таком	1	1
91	и в мифе	1	1
92	представлений о том	1	1
93	мы видели также	1	1
94	к себе в	1	1
95	выше мы видели	1	1
96	в свою очередь	1	1
97	в мифе часто	1	1
98	в землю и	1	1
99	что представление о	2	1
100	в древние времена	1	1
101	так как в	2	1
102	потому что над	1	1
103	можно сказать что	1	1
104	делается для того	1	1
105	на то что	2	1
106	совершенно очевидно что	1	1
107	вопрос о том	1	1
108	за тридевять земель	3	1
109	мы и здесь	2	1
110	и таким образом	2	1
111	во многих отношениях	1	1
112	до некоторой степени	1	1
113	дело не в	1	1
114	но и других	1	1
115	мы уже знаем	1	1
116	всех этих случаях	1	1
117	должен быть признан	1	1
118	как и в	2	1
119	в мировом фольклоре	1	1
120	о чем речь	1	1
121	мы указывали что	1	1
122	как мы видели	1	1
123	вне связи с	1	1
