N	2gram	Bakhtin_Fr_2	Myslijsy
1	то есть	32	34
2	потому что	1	33
3	то что	6	29
4	может быть	5	26
5	таким образом	7	24
6	в этом	15	23
7	в том	3	23
8	и в	49	23
9	и не	15	18
10	что в	2	17
11	при этом	5	15
12	только в	13	15
13	то же	7	14
14	в себе	4	14
15	как и	11	14
16	того что	1	14
17	так как	6	14
18	для нас	1	14
19	если бы	1	13
20	не было	4	12
21	а не	1	12
22	том что	4	12
23	не в	1	11
24	но и	13	11
25	не может	7	11
26	что слово	2	10
27	по отношению	1	10
28	не только	17	10
29	мы можем	2	10
30	тем что	4	10
31	и потому	5	10
32	не есть	1	9
33	в своем	5	8
34	но в	4	8
35	было бы	3	8
36	тогда когда	1	8
37	о том	3	8
38	другими словами	3	8
39	сказать что	6	8
40	отношению к	1	8
41	как в	1	7
42	на то	2	7
43	в нем	9	7
44	в силу	1	7
45	это не	1	7
46	по мере	1	7
47	что и	1	7
48	вовсе не	10	7
49	с тем	1	7
50	могут быть	2	7
51	независимо от	1	6
52	и к	4	6
53	в которой	1	6
54	известно что	1	6
55	того как	2	6
56	так и	6	6
57	т с	1	6
58	что не	1	6
59	для того	1	6
60	вместе с	2	6
61	и то	1	5
62	один и	1	5
63	хотя и	2	5
64	есть для	2	5
65	как бы	11	5
66	так сказать	1	5
67	не менее	1	5
68	с ним	4	5
69	образом в	1	5
70	такие же	1	5
71	есть только	1	5
72	к нему	3	5
73	так что	1	5
74	есть в	2	5
75	уже в	5	5
76	только тогда	1	5
77	в его	18	5
78	для него	9	5
79	этом случае	1	5
80	все это	9	5
81	а в	4	5
82	таким же	1	5
83	во всяком	2	5
84	только потому	1	4
85	есть не	1	4
86	и о	4	4
87	в истории	6	4
88	думать что	2	4
89	что все	1	4
90	и с	6	4
91	его в	1	4
92	мы имеем	1	4
93	точки зрения	6	4
94	в котором	1	4
95	сих пор	4	4
96	видно что	1	4
97	и более	4	4
98	в то	6	4
99	того чтобы	2	4
100	и та	1	4
101	можно сказать	2	4
102	что он	3	4
103	хотя бы	1	4
104	в одном	3	4
105	только на	1	4
106	до сих	4	4
107	как же	1	4
108	быть названо	1	4
109	так же	2	4
110	да и	3	4
111	и все	3	4
112	только как	1	4
113	есть то	1	4
114	по поводу	2	4
115	например в	1	3
116	человека и	3	3
117	самом деле	1	3
118	на самом	2	3
119	и есть	1	3
120	и до	4	3
121	что эти	1	3
122	слова в	1	3
123	мы уже	6	3
124	той же	1	3
125	и значение	2	3
126	еще до	1	3
127	еще не	2	3
128	и на	17	3
129	там где	4	3
130	по которому	1	3
131	в самом	3	3
132	формы в	1	3
133	все эти	7	3
134	бы не	1	3
135	так в	3	3
136	и тот	1	3
137	на его	2	3
138	и по	1	3
139	образа и	1	3
140	в нее	1	3
141	лишь в	4	3
142	в них	13	3
143	не всегда	1	3
144	с точки	5	3
145	но это	2	3
146	их в	3	3
147	связанная с	2	3
148	только не	1	3
149	никогда не	5	3
150	в разных	1	3
151	же время	6	3
152	связи с	2	3
153	только от	1	3
154	к тому	1	3
155	слова с	1	3
156	образы и	1	3
157	языка и	1	3
158	слово и	1	3
159	в виду	3	3
160	там же	2	3
161	и следовательно	2	3
162	с ними	1	3
163	с нею	1	3
164	и других	3	3
165	себе в	2	3
166	и их	1	3
167	всяком случае	2	3
168	даже и	2	3
169	что человек	1	3
170	нельзя сказать	2	3
171	именно в	6	3
172	все более	1	3
173	ко всем	1	3
174	это есть	1	3
175	о человеке	2	3
176	в смысле	2	3
177	известной степени	1	3
178	и другим	1	3
179	в этих	4	3
180	ни его	1	2
181	как мы	7	2
182	не вполне	1	2
183	я не	1	2
184	но даже	2	2
185	мы и	1	2
186	в ней	2	2
187	проявляется в	1	2
188	в различных	1	2
189	внутренняя форма	1	2
190	значение и	1	2
191	к ним	1	2
192	еще дальше	1	2
193	же с	2	2
194	более и	1	2
195	оторваться от	1	2
196	что по	1	2
197	в нашем	2	2
198	из этих	5	2
199	он не	1	2
200	для понимания	2	2
201	влияние на	1	2
202	из него	1	2
203	подобно тому	2	2
204	но самое	1	2
205	значительной степени	2	2
206	здесь мы	1	2
207	в мире	2	2
208	об этом	1	2
209	образ не	2	2
