N	3gram	Bakhtin_Fr_5	Istorich
1	до сих пор	3	6
2	вместе с тем	1	5
3	мы видим что	2	5
4	в том что	6	5
5	что он не	1	4
6	так же как	4	4
7	в связи с	5	4
8	по отношению к	1	3
9	можно было бы	2	3
10	в другом месте	2	2
11	что иное как	1	2
12	потому что он	3	2
13	на самом деле	4	2
14	во всех этих	1	2
15	не что иное	1	2
16	в одном случае	1	2
17	не может быть	2	2
18	о том что	1	2
19	после того как	1	2
20	к тому же	2	2
21	о том как	2	1
22	том что в	1	1
23	говорить о его	1	1
24	и связанные с	2	1
25	и не могут	2	1
26	в ней и	1	1
27	и той же	1	1
28	является не только	1	1
29	так как оно	1	1
30	друг от друга	1	1
31	на своем пути	1	1
32	он все же	1	1
33	в одной из	2	1
34	очень часто в	1	1
35	в отличие от	2	1
36	но в сущности	1	1
37	а в связи	1	1
38	но это не	1	1
39	не похожи на	1	1
40	в это время	1	1
41	может так как	1	1
42	сопровождении своего отца	1	1
43	в себя и	1	1
44	не может так	1	1
45	том как он	1	1
46	тем не менее	1	1
47	но вместе с	1	1
48	в следующей главе	1	1
49	в себе в	1	1
50	есть и пить	3	1
51	роль и в	2	1
52	есть не что	1	1
53	так например в	1	1
54	мы не можем	1	1
55	в сопровождении своего	1	1
56	мы здесь не	1	1
57	связи с этим	3	1
58	и прежде всего	3	1
59	в главе о	1	1
60	мы обратимся к	1	1
61	в другом случае	1	1
62	из этих двух	1	1
63	по этому поводу	1	1
64	одной и той	1	1
65	друг с другом	2	1
66	по двум линиям	1	1
67	большую роль и	1	1
68	на другой день	1	1
69	мы видели что	1	1
