N	3gram	Tiupa_Hudo_2	KulturaY
1	и т п	2	41
2	с точки зрения	2	16
3	в самом деле	3	11
4	для того чтобы	3	11
5	можно было бы	2	10
6	тем не менее	3	9
7	до сих пор	2	8
8	в том что	11	8
9	и т д	2	8
10	той или иной	1	5
11	в этом случае	1	4
12	в том случае	1	4
13	в данном случае	2	4
14	с одной стороны	3	4
15	и в этом	2	4
16	и в самом	1	4
17	после того как	1	4
18	того или иного	2	3
19	не только в	2	3
20	а с другой	1	3
21	с другой стороны	1	3
22	не может быть	3	3
23	о том что	7	3
24	по отношению к	7	2
25	в том числе	1	2
26	как раз и	1	2
27	самом деле не	1	2
28	только в том	2	2
29	в таком случае	1	2
30	при этом что	1	2
31	в первом случае	1	2
32	лишь в том	1	2
33	то или иное	1	2
34	если бы не	1	2
35	тот или иной	1	2
36	что и в	1	2
37	к тому же	2	2
38	что она не	2	1
39	то ни стало	1	1
40	о том чтобы	1	1
41	не более чем	2	1
42	то же самое	2	1
43	во что бы	1	1
44	уже в том	1	1
45	не иметь никакого	1	1
46	одних и тех	1	1
47	и в то	2	1
48	что он не	1	1
49	бы то ни	1	1
50	что если бы	1	1
51	не только не	2	1
52	не то что	1	1
53	и тех же	1	1
54	хотя бы и	2	1
55	что бы то	1	1
56	системы и т	1	1
57	и что на	1	1
58	в то время	1	1
59	на наших глазах	1	1
60	так же как	2	1
61	чтобы не было	1	1
62	заключается в том	1	1
63	и при этом	1	1
64	не только для	1	1
65	и о них	1	1
66	а не как	1	1
67	только о том	1	1
68	а в том	1	1
69	ни одного слова	2	1
70	то же время	4	1
71	все те же	2	1
72	как и всякая	1	1
73	же самое что	2	1
74	в конечном счете	3	1
75	это отнюдь не	1	1
76	но все же	1	1
77	никоим образом не	1	1
78	она не могла	1	1
79	в то же	4	1
80	в одном из	1	1
81	к тому что	4	1
82	друг от друга	1	1
83	что на деле	1	1
84	мы тем не	1	1
85	бы не было	1	1
86	только для того	1	1
87	вслед за этим	1	1
88	именно потому что	1	1
