N	2gram	Bakhtin_Pr_3	EvropaiE
1	и в	34	37
2	в отношении	9	32
3	в пределах	6	25
4	точки зрения	8	23
5	что в	7	21
6	не только	10	18
7	с точки	4	17
8	в то	12	16
9	то же	14	15
10	хотя бы	5	15
11	отношении к	7	15
12	в своем	2	14
13	но в	16	14
14	же время	12	14
15	но и	12	14
16	и не	29	14
17	в этом	16	12
18	в их	1	11
19	в том	3	11
20	так и	6	10
21	отнюдь не	2	9
22	в себе	6	9
23	только в	6	9
24	прежде всего	15	9
25	все более	1	9
26	не может	19	9
27	так же	8	9
28	т е	12	9
29	в ее	3	8
30	было бы	2	8
31	в своей	3	8
32	к тому	5	8
33	между тем	3	8
34	с одной	1	8
35	также и	1	7
36	нам кажется	1	7
37	того что	5	7
38	так как	4	7
39	с другой	4	7
40	как и	18	7
41	по своему	3	7
42	может быть	19	6
43	и на	6	6
44	во всех	2	6
45	на то	1	6
46	то есть	1	6
47	том что	3	6
48	того чтобы	1	6
49	вовсе не	11	6
50	для того	1	6
51	и даже	7	6
52	как бы	27	6
53	с этой	2	6
54	то что	11	6
55	столь же	2	5
56	но не	4	5
57	не в	9	5
58	и по	1	5
59	как мы	7	5
60	одной из	1	5
61	в виде	4	5
62	и потому	2	5
63	в той	2	5
64	как нам	1	5
65	то в	2	4
66	вопрос о	2	4
67	но даже	1	4
68	в ней	3	4
69	независимо от	1	4
70	в самом	8	4
71	во многих	1	4
72	то ни	4	4
73	того или	2	4
74	несмотря на	1	4
75	даже в	5	4
76	в процессе	1	4
77	к ней	2	4
78	той или	2	4
79	бы то	4	4
80	по себе	3	4
81	можно сказать	1	4
82	на всем	1	4
83	ни было	4	4
84	или иной	2	4
85	сказать что	2	4
86	в применении	1	3
87	идет о	1	3
88	из всех	1	3
89	бы и	4	3
90	на себя	1	3
91	и со	2	3
92	того же	2	3
93	в общем	4	3
94	как в	4	3
95	когда он	2	3
96	и к	12	3
97	себе не	1	3
98	но на	4	3
99	вообще не	2	3
100	мы можем	1	3
101	большинстве случаев	3	3
102	и мы	1	3
103	этом смысле	4	3
104	в них	2	3
105	с тем	5	3
106	мы видели	3	3
107	народ и	1	3
108	она в	2	3
109	в которых	2	3
110	нельзя ли	1	3
111	никогда не	8	3
112	отчасти к	1	3
113	потому что	12	3
114	заключает в	1	3
115	ли это	2	3
116	с другом	2	3
117	бы ни	1	3
118	можно было	1	3
119	приближается к	1	3
120	о том	2	3
121	что и	5	3
122	отметить что	1	3
123	и только	2	3
124	всяком случае	5	3
125	из них	5	3
126	себе в	1	3
127	в прошлом	1	3
128	тем что	4	3
129	этом отношении	1	3
130	и прежде	4	3
131	в свою	1	3
132	примкнуть к	1	3
133	говорит о	2	3
134	там где	7	3
135	ни на	1	3
136	в данном	1	3
137	друг с	2	3
138	не является	2	3
139	и для	8	3
140	и от	5	3
141	как на	2	3
142	во всяком	5	3
143	и отчасти	1	2
144	и то	3	2
145	по преимуществу	1	2
146	что эти	1	2
147	ведь и	3	2
148	и этот	2	2
149	что если	1	2
150	меньшей степени	1	2
151	на них	5	2
152	между собой	1	2
153	он сам	5	2
154	но как	4	2
155	в сторону	2	2
156	с этим	2	2
157	хотя и	3	2
158	и как	3	2
159	что это	5	2
160	в этой	1	2
161	этот процесс	1	2
162	и если	2	2
163	бы от	1	2
164	главным образом	1	2
165	но именно	2	2
166	он не	15	2
167	какой бы	1	2
168	таким образом	5	2
169	в мире	4	2
170	и с	15	2
171	с другими	4	2
172	далеко не	3	2
173	дело идет	5	2
174	нас к	1	2
175	в своих	1	2
176	такой же	3	2
177	и того	2	2
178	в эту	1	2
179	в этих	1	2
180	в котором	3	2
181	и более	1	2
182	тому чтобы	2	2
183	можем сказать	1	2
184	она не	1	2
185	тогда когда	1	2
186	ними и	1	2
187	по своей	1	2
188	как будто	7	2
189	именно потому	2	2
190	что на	1	2
191	к той	1	2
192	не могут	1	2
193	случаях когда	1	2
194	или поздно	1	2
195	всего в	1	2
196	только одно	1	2
197	которого мы	1	2
198	как не	1	2
199	свою очередь	1	2
200	данном случае	1	2
201	на основе	1	2
202	мог бы	2	2
203	на месте	1	2
204	по сравнению	1	2
205	если бы	4	2
206	и что	5	2
207	кажется что	2	2
208	в значительной	1	2
209	и во	3	2
210	к нему	14	2
211	в его	22	2
212	во всей	1	2
213	мы должны	5	2
214	эти последние	2	2
215	но с	2	2
216	и теперь	1	2
217	в большинстве	2	2
218	рано или	1	2
219	и других	1	2
220	участие в	1	2
221	в одном	5	2
222	в других	1	2
223	другой и	1	2
224	в некоторых	1	2
225	на этот	1	2
226	пожалуй и	1	2
227	а не	9	2
228	и тут	2	2
229	что все	4	2
