N	2gram	Medvedev_F_1	Istorich
1	и в	24	25
2	вместе с	2	22
3	что он	3	22
4	и т	12	20
5	т д	8	18
6	может быть	14	17
7	т е	34	16
8	не только	7	13
9	но и	7	13
10	в его	23	12
11	так как	1	11
12	уже не	2	11
13	и не	20	11
14	в этом	15	10
15	все же	3	10
16	и его	10	9
17	его в	3	9
18	в виде	1	9
19	с другой	5	9
20	таким образом	13	9
21	еще не	6	8
22	и на	8	8
23	все эти	6	8
24	что в	4	8
25	на него	2	8
26	связи с	3	8
27	и что	2	8
28	мы видим	1	8
29	мы знаем	1	8
30	с тем	2	8
31	другой стороны	1	8
32	том что	1	8
33	в нем	14	7
34	как и	11	7
35	мы видели	2	7
36	потому что	1	7
37	и здесь	6	7
38	то что	8	7
39	только в	2	7
40	с одной	4	7
41	одной стороны	4	7
42	но это	3	7
43	в мифе	1	7
44	в частности	4	7
45	знаем что	1	6
46	как в	8	6
47	в нее	1	6
48	это не	2	6
49	не может	16	6
50	в этих	1	6
51	не в	8	6
52	что и	2	6
53	там где	1	6
54	себя в	1	6
55	прежде всего	22	6
56	могут быть	1	6
57	или в	1	6
58	в том	6	6
59	например в	1	5
60	и действительно	1	5
61	ясно что	3	5
62	мы не	3	5
63	в ней	10	5
64	но не	3	5
65	с этим	2	5
66	но все	2	5
67	входит в	6	5
68	видим что	1	5
69	как мы	5	5
70	в образе	1	5
71	мы увидим	4	5
72	связано с	1	5
73	в море	1	5
74	так же	4	5
75	в него	2	5
76	для нас	1	5
77	же как	2	4
78	и это	2	4
79	то же	10	4
80	мы уже	1	4
81	мы здесь	1	4
82	в ее	8	4
83	от этого	2	4
84	в истории	4	4
85	его на	1	4
86	в которой	4	4
87	он не	3	4
88	не как	4	4
89	на этой	1	4
90	с другими	4	4
91	и тем	1	4
92	тем не	1	4
93	не менее	11	4
94	в пределах	6	4
95	что у	1	4
96	наряду с	1	4
97	с ним	2	4
98	а именно	1	4
99	это делается	1	4
100	в основном	3	4
101	все это	9	4
102	в связи	4	4
103	из себя	1	4
104	также что	1	3
105	его не	2	3
106	или же	3	3
107	на себя	1	3
108	очень распространен	1	3
109	ему в	1	3
110	если в	1	3
111	и как	3	3
112	в целом	6	3
113	в этой	6	3
114	на этом	1	3
115	но уже	1	3
116	бывших до	1	3
117	в то	9	3
118	в русской	1	3
119	друг друга	4	3
120	но вместе	1	3
121	ей в	1	3
122	встречается в	1	3
123	что при	1	3
124	того чтобы	1	3
125	никогда не	4	3
126	и с	8	3
127	к нему	1	3
128	в форме	1	3
129	в другой	2	3
130	представления о	1	3
131	и требует	1	3
132	и др	5	3
133	никто не	1	3
134	в особенности	3	3
135	и из	1	3
136	и пр	17	3
137	нем и	2	3
138	и все	6	3
139	в данном	1	3
140	в более	1	3
141	ее и	1	3
142	в свете	1	3
143	а в	6	3
144	е в	1	3
145	в свою	8	3
146	они не	3	3
147	ту же	1	2
148	самом деле	6	2
149	он может	1	2
150	тех же	2	2
151	когда человек	1	2
152	из воды	2	2
153	а как	2	2
154	вопрос о	2	2
155	мы и	1	2
156	это время	1	2
157	время в	3	2
158	в различных	2	2
159	во всех	5	2
160	по отношению	4	2
161	явление как	1	2
162	эта связь	2	2
163	перед нами	1	2
164	когда он	3	2
165	как таковое	2	2
166	на то	1	2
167	том чтобы	2	2
168	и по	1	2
169	так например	3	2
170	и других	3	2
171	и стала	1	2
172	за ней	1	2
173	в это	1	2
174	несмотря на	1	2
175	фигурирует в	2	2
176	такой же	1	2
177	их на	2	2
178	представление что	1	2
179	точки зрения	16	2
180	в своей	11	2
181	таким же	2	2
182	можно найти	1	2
183	ее в	1	2
184	бы мы	1	2
185	но он	1	2
186	по себе	5	2
187	а на	1	2
188	она не	6	2
189	одна из	2	2
190	изнутри и	1	2
191	тем это	1	2
192	должен быть	5	2
193	данном случае	1	2
194	так в	1	2
195	роль в	1	2
196	на нее	2	2
197	здесь он	1	2
198	особенно в	3	2
199	еще в	2	2
200	что от	1	2
201	с этого	1	2
202	если бы	4	2
203	ничего не	2	2
204	язык и	1	2
205	или на	2	2
206	можно сказать	1	2
207	должно было	1	2
208	от них	1	2
209	понимать язык	1	2
210	же в	3	2
211	того что	5	2
212	значит что	1	2
213	в формах	4	2
214	на которой	1	2
215	во всем	2	2
216	то в	1	2
217	именно на	1	2
218	отражается и	1	2
219	явление по	1	2
220	так что	1	2
221	чтобы он	2	2
222	из них	1	2
223	е на	1	2
224	его и	2	2
225	на одном	1	2
226	вовсе не	10	2
227	они сами	1	2
228	у него	1	2
229	уже и	1	2
230	связан с	1	2
231	со стороны	5	2
232	до сих	6	2
233	как у	1	2
234	а сам	1	2
235	социальной жизни	11	2
236	но есть	2	2
237	а не	10	2
