N	2gram	Bakhtin_fo_1	Narrotol
1	не только	9	26
2	а не	3	17
3	но и	8	15
4	при этом	3	14
5	в том	9	14
6	в качестве	3	14
7	и не	14	14
8	в этом	25	13
9	и в	50	13
10	том что	4	13
11	только в	4	11
12	в частности	6	11
13	может быть	11	10
14	в данном	2	10
15	своего рода	1	9
16	так и	12	9
17	то есть	33	9
18	к тому	3	9
19	а в	3	9
20	в себе	3	8
21	то что	6	8
22	не в	5	8
23	не может	6	8
24	к себе	4	7
25	у него	6	6
26	в своем	4	6
27	все же	6	6
28	и к	2	6
29	но в	10	6
30	в жизни	6	6
31	никогда не	2	6
32	ничего не	9	6
33	данном случае	1	6
34	и т.п	4	6
35	а также	2	6
36	в его	13	6
37	того что	2	6
38	прежде всего	15	6
39	как бы	2	6
40	жизни в	8	6
41	героя в	1	6
42	я не	1	5
43	отличие от	2	5
44	что он	1	5
45	как в	6	5
46	хотя и	3	5
47	в нем	24	5
48	он не	5	5
49	таким образом	11	5
50	на протяжении	1	5
51	далеко не	2	5
52	точки зрения	5	5
53	в котором	4	5
54	место в	2	5
55	не столько	1	5
56	в то	9	5
57	о том	1	5
58	в форме	3	5
59	с одной	3	5
60	по отношению	3	5
61	с другой	2	5
62	одной стороны	2	5
63	себе самому	4	5
64	в той	4	5
65	в отличие	2	5
66	отношению к	5	5
67	то же	11	4
68	в ее	6	4
69	в этой	1	4
70	отнюдь не	5	4
71	о жизни	1	4
72	перед нами	1	4
73	что это	1	4
74	тому же	2	4
75	уже не	2	4
76	в мире	1	4
77	об этом	2	4
78	все его	3	4
79	и уже	3	4
80	в своей	2	4
81	не к	2	4
82	в конце	9	4
83	при всей	1	4
84	в себя	1	4
85	времени и	10	4
86	если бы	5	4
87	и т.д	1	4
88	в другом	1	4
89	для него	2	4
90	как и	8	4
91	мира в	3	4
92	в литературе	16	4
93	не является	2	4
94	и все	6	4
95	с ним	2	4
96	же в	3	4
97	и у	5	4
98	жизни и	8	4
99	что в	5	4
100	для себя	7	3
101	самом деле	1	3
102	а как	3	3
103	мы имеем	1	3
104	нам в	1	3
105	с его	9	3
106	но не	5	3
107	в целом	2	3
108	все эти	9	3
109	и его	16	3
110	так сказать	7	3
111	не следует	1	3
112	и по	2	3
113	самим собой	2	3
114	соответствии с	2	3
115	характер и	7	3
116	которой он	1	3
117	о которой	1	3
118	и того	6	3
119	точку зрения	2	3
120	одна из	2	3
121	того чтобы	5	3
122	же время	9	3
123	по своей	1	3
124	этом отношении	3	3
125	в состав	1	3
126	той или	2	3
