N	2gram	Losev_Vlad_3	Literetu
1	не только	25	24
2	при этом	3	19
3	в качестве	3	17
4	но и	18	17
5	в том	18	16
6	а не	8	16
7	в частности	1	15
8	том что	18	14
9	в году	10	13
10	может быть	8	13
11	сознания в	1	12
12	и не	25	12
13	в этом	16	12
14	в своем	8	11
15	прежде всего	10	11
16	такого рода	4	10
17	то что	28	10
18	или иначе	2	9
19	в целом	2	8
20	так или	2	8
21	не в	3	8
22	и в	40	8
23	только в	13	8
24	как это	4	8
25	я и	1	7
26	я не	3	7
27	как бы	3	7
28	в себе	9	7
29	не менее	9	7
30	в его	14	7
31	уже не	9	7
32	то есть	24	6
33	как и	7	6
34	точки зрения	13	6
35	и сам	1	6
36	того что	7	6
37	связи с	2	6
38	в жизни	2	6
39	xix века	6	6
40	то же	4	5
41	отличие от	3	5
42	как в	1	5
43	наш взгляд	1	5
44	на наш	1	5
45	не столько	3	5
46	в отличие	3	5
47	в то	7	5
48	для себя	5	5
49	а также	8	5
50	же время	2	5
51	же в	3	5
52	что он	5	5
53	уже в	3	5
54	не может	14	5
55	в данном	5	5
56	с этой	2	5
57	с его	2	5
58	тем самым	2	5
59	в своей	9	4
60	еще не	4	4
61	но не	4	4
62	в этой	8	4
63	все же	4	4
64	по преимуществу	2	4
65	перестает быть	1	4
66	не как	2	4
67	в силу	2	4
68	лишь в	1	4
69	и его	10	4
70	деятельности в	1	4
71	данном случае	2	4
72	никогда не	11	4
73	так и	6	4
74	еще в	5	4
75	и тем	3	4
76	из них	2	4
77	в конце	12	4
78	друг друга	2	4
79	как раз	10	4
80	в связи	3	4
81	со стороны	2	4
82	это не	3	4
83	в своих	7	4
84	например в	1	3
85	в сфере	1	3
86	тех же	1	3
87	и есть	1	3
88	также и	17	3
89	самого себя	2	3
90	что его	2	3
91	в самом	4	3
92	бы не	1	3
93	с их	3	3
94	таким образом	11	3
95	исходя из	1	3
96	его в	2	3
97	в душе	1	3
98	далеко не	3	3
99	несмотря на	7	3
100	не мог	6	3
101	в их	2	3
102	но в	4	3
103	том же	1	3
104	дело в	5	3
105	одна из	1	3
106	в основе	1	3
107	всего в	1	3
108	в виду	3	3
109	одного из	1	3
110	сводится к	3	3
111	нуждается в	1	3
112	по своей	2	3
113	один из	1	3
114	и прежде	1	3
115	потому что	11	3
116	при всей	1	3
117	человеческого я	1	3
118	у него	24	3
119	и даже	6	3
120	с другой	5	3
121	еще и	18	3
122	и др	1	3
123	не было	5	3
124	да и	6	3
125	этой точки	1	3
126	мыслится как	1	3
127	при всем	2	3
128	жизни и	1	3
129	что в	17	3
130	а в	7	3
131	же и	2	3
132	во всяком	3	3
133	чтобы не	1	2
134	человека и	3	2
135	и весьма	3	2
136	того же	2	2
137	и то	9	2
138	самом деле	1	2
139	из его	1	2
140	должна быть	2	2
141	для своего	1	2
142	и само	2	2
143	та же	1	2
144	в сущности	2	2
145	на себя	2	2
146	то это	10	2
147	и самого	1	2
148	сознания а	1	2
149	могло быть	2	2
150	то он	4	2
151	а только	7	2
152	относится к	1	2
153	отнюдь не	5	2
154	его я	1	2
155	общего с	2	2
156	и нет	1	2
157	только то	2	2
158	как некий	1	2
159	все эти	5	2
160	из этих	3	2
161	тому же	5	2
162	как он	1	2
163	в нем	3	2
164	поскольку он	4	2
165	в нашей	2	2
166	же это	2	2
167	не к	2	2
168	для всей	1	2
169	различие между	1	2
170	для нее	1	2
171	было бы	4	2
172	на почве	2	2
173	для них	1	2
174	бы на	2	2
175	от своего	1	2
176	как все	1	2
177	всяком случае	3	2
178	с точки	6	2
179	в россии	3	2
180	тем не	10	2
181	даже в	4	2
182	именно так	1	2
183	раз и	8	2
184	ничего кроме	1	2
185	было у	1	2
186	мышления и	1	2
187	и является	1	2
188	как будто	1	2
189	этом отношении	2	2
190	и вполне	2	2
191	к тому	7	2
