N	2gram	Trubetskoy_1	Tragedij
1	и в	26	18
2	в этом	15	9
3	не только	10	8
4	он сам	1	7
5	и с	10	7
6	и на	2	7
7	может быть	10	7
8	как бы	12	7
9	и не	8	7
10	но в	7	6
11	и его	1	6
12	в образе	2	6
13	же время	2	6
14	что он	4	6
15	у него	1	6
16	то же	4	5
17	все же	6	5
18	что это	3	5
19	это не	1	5
20	как и	1	5
21	несмотря на	6	5
22	в то	4	5
23	так и	6	5
24	не может	4	5
25	к жизни	5	5
26	еще не	2	4
27	в себе	6	4
28	в этой	4	4
29	в нем	4	4
30	том что	7	4
31	и что	4	4
32	но и	9	4
33	и даже	3	4
34	прежде всего	2	4
35	так же	5	4
36	но это	1	4
37	все это	6	4
38	что в	9	4
39	и все	2	4
40	то что	7	4
41	к людям	1	3
42	в мире	5	3
43	как в	1	3
44	в своем	3	3
45	и как	3	3
46	все эти	6	3
47	при этом	3	3
48	то есть	4	3
49	должно быть	1	3
50	что с	1	3
51	о чем	1	3
52	своего отца	1	3
53	с ее	1	3
54	с ним	1	3
55	к нему	7	3
56	в его	5	3
57	один из	2	3
58	уже в	2	3
59	для него	3	3
60	никто не	1	3
61	в конце	6	3
62	вряд ли	1	2
63	в первом	1	2
64	и до	1	2
65	что эти	3	2
66	и за	1	2
67	а как	1	2
68	из своих	2	2
69	никогда не	5	2
70	не был	1	2
71	с его	2	2
72	отношение к	5	2
73	отличие от	1	2
74	так что	3	2
75	это был	1	2
76	в самом	4	2
77	бы и	1	2
78	он не	4	2
79	что она	1	2
80	но все	7	2
81	что все	4	2
82	его в	1	2
83	в глазах	2	2
84	к области	1	2
85	ни в	1	2
86	нет в	1	2
87	с тем	18	2
88	в отличие	1	2
89	одном из	1	2
90	но эта	1	2
91	не в	2	2
92	человека перед	1	2
93	но они	1	2
94	этими двумя	2	2
95	не имеет	5	2
96	в русском	2	2
97	не могут	2	2
98	к тому	6	2
99	и это	2	2
100	но при	2	2
101	в ее	1	2
102	данном случае	1	2
103	ничего не	1	2
104	и здесь	2	2
105	о том	6	2
106	в глаза	1	2
107	времени в	1	2
108	что и	6	2
109	в том	11	2
110	между этими	2	2
111	и ее	1	2
112	уже не	3	2
113	в виде	4	2
114	в душе	1	2
115	не так	1	2
116	в одном	3	2
117	друг друга	1	2
118	тем что	1	2
119	в самую	1	2
120	ничем не	4	2
121	было в	1	2
122	с первого	1	2
123	в данном	1	2
124	о его	1	2
125	это уже	1	2
126	потому что	7	2
127	состоит из	1	2
128	в таком	3	2
129	точно так	3	2
130	бунта против	1	2
131	эта новая	1	1
132	а между	1	1
133	только он	1	1
134	одним из	2	1
135	в сфере	1	1
136	человека и	1	1
137	самом деле	1	1
138	силы и	2	1
139	к своей	1	1
140	это и	1	1
141	и есть	1	1
142	что когда	1	1
143	в какой-то	1	1
144	объясняется и	1	1
145	имя его	2	1
146	и могут	1	1
147	той же	1	1
148	то для	1	1
149	смотреть на	2	1
150	не встречает	1	1
151	для достижения	1	1
152	прошлом в	1	1
153	что уже	1	1
154	не вполне	3	1
155	очень скоро	1	1
156	ему в	2	1
157	в виду	2	1
158	в ней	1	1
159	мире при	1	1
160	и силе	1	1
161	представляет собой	3	1
162	подобного нет	1	1
163	между собой	1	1
164	быть в	1	1
165	в чем	1	1
166	во всех	2	1
167	но не	8	1
168	тогда как	1	1
169	друга и	1	1
170	к сожалению	3	1
171	даже некоторые	1	1
172	материалом для	1	1
173	что именно	2	1
174	мысль о	2	1
175	и наконец	2	1
176	неизмеримо более	1	1
177	то в	1	1
178	в которой	3	1
179	он в	2	1
180	все усилия	1	1
181	таков второй	1	1
182	имеет для	1	1
183	если он	1	1
184	не могла	2	1
185	и если	3	1
186	на западе	3	1
187	так сказать	1	1
188	творца и	2	1
189	перестает быть	2	1
190	которой не	1	1
191	роли в	1	1
192	чем у	1	1
193	к одному	1	1
194	не к	2	1
195	не как	2	1
196	душу и	1	1
197	в россии	2	1
198	по всем	1	1
199	способен на	1	1
200	и по	4	1
201	на этом	1	1
202	бога но	1	1
203	таким образом	22	1
204	от нее	1	1
205	факт что	1	1
206	единственное что	1	1
207	на все	2	1
208	лишь в	5	1
209	это было	1	1
210	заключается в	1	1
211	известно что	1	1
212	лишь на	1	1
213	из первых	1	1
214	в них	2	1
215	перед собой	1	1
216	почти в	1	1
217	или вообще	1	1
218	но если	2	1
219	и при	3	1
220	в своей	1	1
221	взгляд на	2	1
222	в такой	1	1
223	в котором	4	1
224	человеком и	1	1
225	знает и	1	1
226	уместно вспомнить	1	1
227	представление о	6	1
228	должны были	1	1
229	тем не	3	1
230	превратиться в	1	1
231	борьбу с	1	1
232	не могли	1	1
233	по себе	1	1
234	не менее	3	1
235	вплоть до	2	1
236	на земле	1	1
237	самого начала	2	1
238	связан и	2	1
239	того как	1	1
240	только не	2	1
241	это мы	1	1
242	судя по	1	1
243	в самой	2	1
244	по своей	2	1
245	связи с	9	1
246	не нужен	1	1
247	в области	9	1
248	ли это	2	1
249	он вполне	1	1
250	и далее	1	1
251	в момент	1	1
252	могут быть	1	1
253	что оно	4	1
254	его с	1	1
255	и т.д	6	1
256	всего что	1	1
257	указывает на	1	1
258	не есть	1	1
259	с жаром	1	1
260	утверждать что	2	1
261	с образом	1	1
262	на нечто	1	1
263	и о	3	1
264	того чтобы	5	1
265	и образ	1	1
266	людей в	1	1
267	всего этого	1	1
268	с самого	3	1
269	роль в	1	1
270	таких людей	1	1
271	к смерти	1	1
272	к окончательному	1	1
273	с собой	1	1
274	на нее	3	1
275	когда его	1	1
276	о моральном	1	1
277	ничего подобного	1	1
278	по сравнению	2	1
279	на них	1	1
280	в эпоху	7	1
281	стремление к	1	1
282	похожим на	1	1
283	а по	1	1
284	и должно	1	1
285	любви ко	1	1
286	после того	1	1
287	с того	2	1
288	а также	2	1
289	чтобы не	1	1
290	все в	1	1
291	связь между	1	1
292	добра и	2	1
293	между тем	2	1
294	теперь уже	1	1
295	ума и	1	1
296	так обстоит	1	1
297	вполне ясно	1	1
298	того что	3	1
299	с судьбой	1	1
300	к россии	1	1
301	мы видим	1	1
302	с ними	1	1
303	что даже	1	1
304	только в	4	1
305	как нечто	1	1
306	с одной	7	1
307	эти черты	2	1
308	только на	1	1
309	дело с	1	1
310	чтобы он	1	1
311	свидетельствует о	2	1
312	отцов и	1	1
313	в понятие	1	1
314	может случиться	1	1
315	в общем	8	1
316	одно из	2	1
317	и их	1	1
318	всяком случае	6	1
319	могло бы	1	1
320	чтобы она	1	1
321	не для	1	1
322	с этими	1	1
323	к ним	3	1
324	пустоту и	1	1
325	случайное и	1	1
326	жизни на	1	1
327	быть по	1	1
328	это по	1	1
329	характерны для	1	1
330	и вместе	4	1
331	до начала	1	1
332	русской интеллигенции	2	1
333	именно в	2	1
334	на неудачу	1	1
335	социальной жизни	1	1
336	не было	2	1
337	на этот	4	1
338	а не	5	1
339	одну из	1	1
340	в связи	3	1
341	виде в	2	1
342	с помощью	1	1
343	вспомнить что	1	1
344	эти слова	1	1
345	вместе с	15	1
346	и особенно	2	1
347	и потому	6	1
348	эта связь	1	1
349	сравнению с	2	1
350	в той	1	1
351	смысле этого	1	1
352	не удалось	1	1
353	от природы	1	1
354	думать о	1	1
355	этого слова	1	1
356	с этой	3	1
357	умереть с	1	1
358	и от	4	1
359	не является	1	1
360	известной степени	1	1
361	уже ни	1	1
362	и сильнее	1	1
363	тем и	2	1
364	при таком	2	1
365	уже далеко	1	1
366	причем в	1	1
367	в результате	3	1
368	это как	1	1
369	из себя	2	1
370	бы в	1	1
371	и совершенно	1	1
372	конце концов	3	1
373	хотя бы	3	1
374	превратился в	1	1
375	только что	2	1
376	обстоит дело	1	1
377	к ее	1	1
378	совершенно не	1	1
379	сравняться с	5	1
380	ко всему	2	1
381	может ли	2	1
382	время он	2	1
383	к этой	1	1
384	во всяком	6	1
