N	2gram	Medvedev_U_1	Problemy
1	и в	14	34
2	и не	8	29
3	что он	2	23
4	в его	2	22
5	в нем	1	19
6	может быть	6	19
7	не может	7	19
8	и все	1	19
9	как и	3	18
10	в этом	7	16
11	но в	3	16
12	все это	5	16
13	он не	1	15
14	и с	2	15
15	прежде всего	8	15
16	то же	5	14
17	с самим	1	14
18	самом деле	2	13
19	для него	3	13
20	в то	3	12
21	же время	3	12
22	но и	4	12
23	то что	7	11
24	не только	10	10
25	не в	2	9
26	а не	10	9
27	никогда не	1	8
28	в самом	2	8
29	что же	1	8
30	и слово	1	8
31	и для	2	8
32	и даже	1	7
33	все же	3	7
34	что в	1	7
35	с его	2	6
36	в пределах	1	6
37	для себя	1	6
38	так и	1	6
39	в себе	2	6
40	только в	2	6
41	и у	2	5
42	с тем	1	5
43	он и	1	5
44	в конце	2	5
45	таким образом	2	5
46	и что	1	5
47	что и	2	5
48	это не	3	5
49	того что	1	5
50	и так	1	5
51	хотя бы	5	5
52	бы то	3	4
53	но не	2	4
54	бы и	2	4
55	он в	1	4
56	на его	1	4
57	то ни	3	4
58	что все	2	4
59	этом смысле	2	4
60	и вы	1	4
61	все и	1	4
62	но это	2	4
63	друг другу	1	4
64	ничего не	2	4
65	как раз	2	4
66	и это	1	4
67	если бы	2	4
68	и прежде	1	4
69	в виде	1	4
70	не о	3	4
71	у него	1	4
72	даже и	2	4
73	с другой	4	4
74	тем что	2	4
75	ни было	3	4
76	а между	2	3
77	и то	3	3
78	в виду	1	3
79	в ней	1	3
80	нет и	1	3
81	ее как	1	3
82	не как	3	3
83	их в	1	3
84	это было	2	3
85	его и	2	3
86	достоевского и	1	3
87	далеко не	1	3
88	этого не	1	3
89	должно быть	1	3
90	в своей	3	3
91	в котором	1	3
92	но он	1	3
93	по крайней	2	3
94	по себе	2	3
95	что с	1	3
96	том что	2	3
97	для этого	3	3
98	сводится к	2	3
99	между тем	2	3
100	говорит он	1	3
101	крайней мере	2	3
102	в том	2	3
103	как такового	3	3
104	до конца	1	3
105	он уже	1	3
106	но для	1	3
107	если не	2	3
108	бы в	1	3
109	конце концов	2	3
110	другой стороны	3	3
111	он может	1	2
112	той же	1	2
113	а как	2	2
114	он знает	1	2
115	мы и	2	2
116	в которых	1	2
117	в сторону	2	2
118	за пределы	1	2
119	определяется не	1	2
120	в своем	1	2
121	в этот	1	2
122	в которой	1	2
123	всех этих	2	2
124	друг с	1	2
125	же не	2	2
126	входит в	1	2
127	было бы	3	2
128	что такое	4	2
129	она в	1	2
130	признать что	1	2
131	речи в	1	2
132	тому чтобы	1	2
133	в той	1	2
134	этом случае	1	2
135	как на	1	2
136	о нем	1	2
137	с другом	1	2
138	очень часто	1	2
139	к убийству	1	2
140	отнюдь не	1	2
141	этого и	1	2
142	отказаться от	1	2
143	о том	1	2
144	надо было	2	2
145	все его	1	2
146	переходит в	1	2
147	и только	5	2
148	тот же	1	2
149	с которыми	1	2
150	не то	1	2
151	конечно не	4	2
152	не входит	1	2
153	уже не	1	2
154	не для	1	2
155	и делает	1	2
156	было и	1	2
157	не было	1	2
158	о чем	2	2
159	должна была	2	2
160	и потому	1	2
161	без труда	1	2
162	это в	1	2
163	смысле этого	2	2
164	остается в	1	2
165	это уже	2	2
166	но именно	1	2
167	на одно	1	2
168	сказать что	1	2
169	время не	1	2
170	одним из	2	1
171	человека и	1	1
172	без них	1	1
173	нем но	1	1
174	в их	4	1
175	по его	1	1
176	до крайности	1	1
177	смысле можно	1	1
178	а где	1	1
179	бы ни	1	1
180	но даже	2	1
181	из которых	1	1
182	меньшей степени	2	1
183	но положение	1	1
184	он был	1	1
185	нам представляется	2	1
186	отказ от	1	1
187	к которой	1	1
188	не все	2	1
189	оно является	1	1
190	принцип построения	1	1
191	сих пор	2	1
192	независимо от	1	1
193	может обойтись	1	1
194	как нам	1	1
195	могли бы	2	1
196	что по	1	1
197	как всякая	1	1
198	вообще по	1	1
199	в этой	4	1
200	бы только	1	1
201	новых приемов	1	1
202	этот процесс	1	1
203	весь и	1	1
204	что еще	1	1
205	на то	1	1
206	что такой	1	1
207	об этом	1	1
208	а его	2	1
209	то есть	1	1
210	и отчетливо	1	1
211	в итоге	2	1
