N	2gram	Losev_Prob_3	KulturaY
1	и т	13	39
2	потому что	25	25
3	и в	44	23
4	не только	14	20
5	в том	21	19
6	в этом	17	18
7	и не	35	16
8	было бы	8	15
9	так как	9	15
10	может быть	28	15
11	ни к	3	15
12	т д	13	14
13	точки зрения	5	14
14	все эти	7	12
15	если бы	3	12
16	у нас	10	12
17	в самом	3	12
18	но в	12	11
19	том что	12	11
20	того чтобы	1	11
21	по себе	25	10
22	в языке	1	10
23	а не	18	10
24	что в	8	10
25	самом деле	3	9
26	вопрос о	1	9
27	хотя бы	3	9
28	то что	23	9
29	можно было	4	9
30	вовсе не	37	9
31	для того	1	9
32	не может	7	9
33	только потому	2	8
34	с точки	2	8
35	не в	13	8
36	языка и	4	8
37	и что	7	8
38	в качестве	3	8
39	уже не	7	8
40	прежде всего	3	8
41	с другой	7	8
42	что это	3	7
43	все же	6	7
44	в нашем	5	7
45	то обстоятельство	1	7
46	и с	9	7
47	не менее	10	7
48	обстоятельство что	1	7
49	но и	10	7
50	другой стороны	5	7
51	то же	13	6
52	и на	1	6
53	но не	3	6
54	в этой	3	6
55	да и	5	6
56	это не	9	6
57	тем не	10	6
58	по крайней	5	6
59	речи в	1	6
60	крайней мере	5	6
61	этот вопрос	3	6
62	слова в	1	6
63	что не	1	6
64	что мы	8	6
65	и то	14	5
66	также и	16	5
67	мы имеем	2	5
68	еще не	5	5
69	должна быть	1	5
70	по существу	2	5
71	что все	2	5
72	об этом	3	5
73	лишь в	1	5
74	и тем	9	5
75	несмотря на	1	5
76	и здесь	5	5
77	не могут	1	5
78	ясно что	6	5
79	в его	9	5
80	что он	9	5
81	только в	19	5
82	всяком случае	6	5
83	само по	3	5
84	там где	1	5
85	вместе с	2	5
86	как это	2	5
87	подобного рода	3	5
88	что же	8	5
89	этого слова	5	5
90	слова и	3	5
91	все это	5	5
92	таким образом	9	5
93	во всяком	9	5
94	говорить о	3	4
95	в данном	9	4
96	отнюдь не	10	4
97	однако не	1	4
98	перед нами	8	4
99	хотя и	5	4
100	бы и	1	4
101	если мы	16	4
102	на то	3	4
103	широком смысле	2	4
104	в нем	9	4
105	в узком	1	4
106	так и	10	4
107	но все	3	4
108	своего рода	1	4
109	можно ли	4	4
110	в то	9	4
111	на себе	3	4
112	но только	6	4
113	не имеет	9	4
114	ничего не	3	4
115	что на	1	4
116	к тому	3	4
117	но также	2	4
118	и о	5	4
119	в пределах	1	4
120	от того	2	4
121	или в	4	4
122	могут быть	2	4
123	можно сказать	6	4
124	это слово	1	4
125	для нас	16	4
126	в нашей	2	4
127	ни в	8	4
128	в конце	5	4
129	в них	1	4
130	в каком	4	4
131	не было	5	4
132	в связи	7	4
133	как бы	9	4
134	в результате	2	4
135	сказать что	16	4
136	была бы	1	4
137	к этому	1	4
138	так же	5	4
139	того же	2	3
140	это и	7	3
141	что слово	2	3
142	а только	5	3
143	не говорят	2	3
144	не все	1	3
145	или иное	2	3
146	как в	5	3
147	с этим	2	3
148	то или	3	3
149	то и	5	3
150	он не	8	3
151	всех этих	2	3
152	и по	2	3
153	что она	1	3
154	о которых	3	3
155	нисколько не	2	3
156	если и	1	3
157	что такое	3	3
158	в которые	1	3
159	этого вопроса	1	3
160	знаем что	1	3
161	в таких	3	3
162	в процессе	2	3
163	казалось бы	1	3
164	слова как	2	3
165	и его	5	3
166	связи с	8	3
167	отличается от	4	3
168	что оно	2	3
169	как мы	8	3
170	в виду	10	3
171	в ней	5	3
172	здесь не	8	3
173	а в	5	3
174	для этого	6	3
175	никак не	9	3
176	а также	4	3
177	вопросу о	1	3
178	что и	9	3
179	конце концов	3	3
180	того что	8	3
181	есть в	3	3
182	уже в	3	3
183	же в	3	3
184	до конца	1	3
185	у него	1	3
186	как раз	8	3
187	тем что	4	3
188	указание на	1	3
189	или иначе	1	3
190	именно в	2	3
191	а главное	1	3
192	различие между	1	3
193	из которых	2	3
194	слов в	1	3
195	но для	1	3
196	к вопросу	1	3
197	своей собственной	2	3
198	зрения в	1	3
199	но это	8	3
200	совершенно не	4	3
201	это так	2	3
202	к этой	1	3
203	и это	9	3
204	точно так	3	3
205	гораздо более	5	3
206	смысле слова	8	2
207	речь идет	1	2
208	отношения к	3	2
209	же как	3	2
210	и потому	7	2
211	на самом	7	2
212	и есть	5	2
213	тем же	2	2
214	не хочет	1	2
215	и до	2	2
216	почти всегда	2	2
217	той же	1	2
218	для примера	1	2
219	что если	1	2
220	но вот	3	2
221	но даже	4	2
222	этого термина	2	2
223	конечно и	1	2
224	как впрочем	1	2
225	так или	1	2
226	мы будем	2	2
227	не то	2	2
228	теряет свой	1	2
229	что за	1	2
230	ответ на	1	2
231	отличие от	3	2
232	не просто	23	2
233	что они	5	2
234	дает нам	2	2
235	в своем	5	2
236	могли бы	4	2
237	это просто	1	2
238	от этого	1	2
239	и у	2	2
240	вообще а	1	2
241	быть только	1	2
242	и если	6	2
243	при этом	4	2
244	указания на	3	2
245	не как	1	2
246	словах как	1	2
247	за счет	2	2
248	это конечно	1	2
249	в одну	1	2
