N	3gram	Bakhtin_Pr_1	Hudozhes
1	и т п	13	8
2	то же время	3	8
3	по отношению к	19	8
4	в то же	3	8
5	в том что	3	6
6	в самом деле	3	4
7	можно было бы	3	4
8	к тому что	1	4
9	с точки зрения	6	3
10	в этом отношении	2	3
11	но в то	1	3
12	в связи с	1	3
13	в следующей главе	1	3
14	та или иная	1	3
15	и в самом	1	3
16	тем не менее	3	3
17	как и в	1	3
18	и т д	1	3
19	к себе самому	1	2
20	о том как	1	2
21	того или иного	2	2
22	до сих пор	1	2
23	в равной мере	1	2
24	не только в	2	2
25	в значительной степени	1	2
26	не в том	1	2
27	не может быть	11	2
28	в конечном счете	4	2
29	на то что	1	2
30	но именно поэтому	1	1
31	переводит его в	1	1
32	а между тем	1	1
33	становится только в	1	1
34	в чем не	2	1
35	факторов художественного впечатления	1	1
36	нет дела до	1	1
37	на самом деле	3	1
38	в этом смысле	3	1
39	здесь прежде всего	1	1
40	то же самое	2	1
41	одной стороны и	1	1
42	отношения автора к	1	1
43	может быть только	3	1
44	и в этом	1	1
45	и в то	2	1
46	до известной степени	1	1
47	сами по себе	1	1
48	в иных случаях	3	1
49	должен как-то транскрибировать	1	1
50	транскрибировать этический момент	1	1
51	что все эти	1	1
52	на самом же	1	1
53	овладевает путем сопереживания	1	1
54	в отличие от	5	1
55	отношению к содержанию	3	1
56	ничего не узнаем	1	1
57	нет и быть	1	1
58	несмотря на то	1	1
59	может быть найден	1	1
60	в узком смысле	1	1
61	не чем иным	1	1
62	не в его	1	1
63	в первом случае	1	1
64	в высшей степени	5	1
65	а также и	1	1
66	так и в	2	1
67	в том как	1	1
68	в равной степени	1	1
69	равной мере и	1	1
70	в нем не	1	1
71	этический момент которым	1	1
72	в том и	1	1
73	которым созерцание овладевает	1	1
74	самом же деле	1	1
75	вследствие того что	1	1
76	в свое время	1	1
77	а в том	1	1
78	момент которым созерцание	1	1
79	в данном случае	4	1
80	ни в чем	2	1
81	чем иным как	1	1
82	становится возможным не	1	1
83	в свою очередь	1	1
84	с тем что	1	1
85	если бы не	1	1
86	и быть не	1	1
87	в том смысле	1	1
88	с одной стороны	3	1
89	как-то транскрибировать этический	1	1
90	у толстого например	1	1
91	созерцание овладевает путем	1	1
92	она не может	1	1
93	должен обратиться к	1	1
94	произведение не в	1	1
95	формы и содержания	2	1
