N	2gram	Vygotskiy__5	Dialekti
1	не есть	4	47
2	и не	12	30
3	может быть	9	20
4	не только	16	19
5	и в	16	19
6	по себе	7	18
7	а не	10	16
8	в себе	1	15
9	что она	2	14
10	потому что	21	14
11	то что	26	14
12	в том	18	14
13	так как	16	14
14	и даже	2	14
15	как бы	5	14
16	вовсе не	2	13
17	то же	8	12
18	точки зрения	18	12
19	но и	6	12
20	значит что	5	12
21	и все	1	12
22	и как	3	10
23	что это	1	10
24	в нем	7	10
25	ни в	1	10
26	как и	8	10
27	том что	15	10
28	сказать что	13	10
29	так и	7	10
30	это не	4	10
31	никогда не	5	9
32	не может	18	9
33	она есть	1	9
34	мы уже	1	8
35	в этом	25	8
36	в своей	2	8
37	с точки	9	8
38	не в	6	8
39	есть нечто	1	8
40	она не	1	8
41	прежде всего	3	8
42	это есть	4	8
43	это значит	5	8
44	и то	4	7
45	есть не	2	7
46	время как	4	7
47	сама по	4	7
48	так что	4	7
49	и к	2	7
50	должно быть	8	7
51	как это	8	7
52	и притом	1	7
53	но что	3	7
54	как будто	2	7
55	совершенно не	2	7
56	но это	3	7
57	что в	16	7
58	я не	2	6
59	но не	10	6
60	что они	5	6
61	тогда когда	5	6
62	в то	5	6
63	не могу	1	6
64	что он	25	6
65	не потому	1	6
66	что не	1	6
67	того что	16	6
68	да и	1	6
69	и может	3	6
70	жизни и	2	6
71	и потому	2	5
72	и это	1	5
73	должна быть	5	5
74	говорить о	3	5
75	в силу	10	5
76	в одну	1	5
77	все равно	2	5
78	и его	3	5
79	и с	3	5
80	в виду	2	5
81	сознания и	2	5
82	о том	8	5
83	и что	12	5
84	можно сказать	5	5
85	но как	3	5
86	не то	4	5
87	что и	3	5
88	с другой	4	5
89	и следовательно	6	5
90	по своему	3	5
91	в смысле	3	5
92	как раз	1	5
93	только что	5	5
94	в самом	4	5
95	только в	10	5
96	и есть	7	4
97	еще не	4	4
98	быть в	2	4
99	самом деле	3	4
100	за пределы	4	4
101	в одной	1	4
102	независимо от	1	4
103	в своем	5	4
104	все же	3	4
105	только то	1	4
106	как он	6	4
107	при этом	4	4
108	он не	8	4
109	же это	1	4
110	и по	4	4
111	одно и	1	4
112	таким образом	19	4
113	заключается в	5	4
114	а потом	1	4
115	как таковой	1	4
116	нисколько не	1	4
117	в одном	3	4
118	но он	7	4
119	все это	2	4
120	с ним	5	4
