N	4gram	Tiupa_Narr_1	DiskursI
1	в то же время	4	4
2	состоит в том что	2	2
3	дело в том что	2	2
4	одного и того же	1	2
5	в строгом значении этого	1	2
6	одно и то же	2	2
7	по мысли поля рикёра	1	1
8	строгом значении этого термина	1	1
9	места времени и действия	1	1
10	стабильно дифференцированном и оцененном	1	1
11	[...] оно живет в	1	1
12	готовом стабильно дифференцированном и	1	1
13	бы то ни было	1	1
14	[...] в нем осуществляется	1	1
15	звучит один голос [...]	1	1
16	один голос [...] оно	1	1
17	нем звучит один голос	1	1
18	с той или иной	1	1
19	осуществляется прямолинейная оценка [...]	1	1
20	[...] в нем звучит	1	1
21	прямолинейная оценка [...] в	1	1
22	слово стремится к однозначности	1	1
23	стремится к однозначности [...]	1	1
24	оно живет в готовом	1	1
25	в готовом стабильно дифференцированном	1	1
26	оценка [...] в нем	1	1
27	в той или иной	1	1
28	и в то же	1	1
29	нем осуществляется прямолинейная оценка	1	1
30	голос [...] оно живет	1	1
31	и строго отграниченная система	1	1
32	живет в готовом стабильно	1	1
33	человеческого я в мире	1	1
34	в том числе и	1	1
35	однозначности [...] в нем	1	1
36	в нем осуществляется прямолинейная	1	1
37	в даме с собачкой	5	1
38	в нем звучит один	1	1
39	к однозначности [...] в	1	1
40	строго отграниченная система смыслов	1	1
41	дифференцированном и оцененном мире	1	1
42	может претендовать на статус	1	1
43	завершенная и строго отграниченная	1	1
44	в полном его составе	1	1
