N	2gram	Voloshinov_1	FransuaR
1	и в	16	56
2	в его	4	18
3	таким образом	9	17
4	все эти	5	15
5	в этом	9	14
6	в том	3	13
7	так и	4	13
8	он был	1	12
9	и его	8	12
10	то же	2	11
11	вещей и	1	11
12	в них	2	11
13	в этих	3	11
14	и т.п	2	11
15	как бы	5	11
16	мы уже	2	10
17	еще не	5	10
18	в эпоху	1	10
19	в самом	2	9
20	и не	4	9
21	только в	4	9
22	но и	4	9
23	в сущности	1	8
24	во всех	3	8
25	не только	7	8
26	в нем	4	8
27	и с	8	8
28	и их	4	8
29	и даже	4	8
30	до сих	3	8
31	и др	3	8
32	по своему	2	8
33	сих пор	3	8
34	все это	4	8
35	том что	3	8
36	и на	4	7
37	в большинстве	3	7
38	как мы	4	7
39	у него	2	7
40	в частности	2	7
41	той же	1	6
42	в этой	4	6
43	но в	4	6
44	на его	1	6
45	точки зрения	8	6
46	вовсе не	1	6
47	мы видим	2	6
48	связи с	1	6
49	большинстве случаев	3	6
50	прежде всего	9	6
51	и все	4	6
52	с ее	4	5
53	с его	7	5
54	но не	1	5
55	в пределах	2	5
56	он не	2	5
57	последнее слово	1	5
58	роль в	1	5
59	во время	3	5
60	никогда не	2	5
61	в области	3	5
62	говорили что	1	5
63	один из	2	5
64	как и	2	5
65	что в	3	5
66	есть и	2	5
67	они не	2	5
68	ту же	2	4
69	и потому	3	4
70	в ней	1	4
71	не был	1	4
72	за пределы	2	4
73	и к	6	4
74	что это	2	4
75	при этом	6	4
76	их в	3	4
77	и ее	4	4
78	одна из	1	4
79	того чтобы	1	4
80	во всем	1	4
81	в духе	1	4
82	наконец в	1	4
83	времени и	1	4
84	и других	2	4
85	о том	2	4
86	с одной	1	4
87	в качестве	1	4
88	конечно не	6	4
89	так как	4	4
90	пор еще	1	4
91	в основе	3	4
92	в свете	1	4
93	в своих	1	4
94	в году	1	3
95	конечно и	1	3
96	на них	2	3
97	и наконец	4	3
98	его к	1	3
99	главным образом	1	3
100	и самый	1	3
101	и почти	1	3
102	характер носят	1	3
103	на волю	1	3
104	и о	2	3
105	характер и	1	3
106	в другом	1	3
107	и здесь	1	3
108	и т.д	1	3
109	уже не	1	3
110	что и	2	3
111	может быть	17	3
112	здесь в	1	3
113	что для	1	3
114	в некоторых	1	3
115	не на	2	3
116	сказать что	7	3
117	с помощью	2	3
118	связь с	1	3
119	образом и	1	3
120	в систему	2	3
121	в связи	1	3
122	не подлежит	1	3
123	то что	3	3
124	и то	1	2
125	самом деле	6	2
126	на самом	4	2
127	и чрезвычайно	1	2
128	на две	3	2
129	что эти	1	2
130	мы не	2	2
131	первый план	1	2
132	конечно в	1	2
133	бы то	1	2
134	с другой	1	2
135	совсем не	2	2
136	значение и	1	2
137	что они	1	2
138	в центре	1	2
139	все остальные	2	2
140	хотя и	1	2
141	когда он	1	2
142	и как	3	2
143	не стали	2	2
144	в нашем	1	2
145	с их	3	2
146	что она	1	2
147	ни было	2	2
148	и еще	1	2
149	нового мира	1	2
150	и такие	1	2
151	в мире	1	2
152	всех областях	1	2
153	его в	4	2
154	по всему	2	2
155	ни в	5	2
156	с тем	1	2
157	несмотря на	1	2
158	между собою	2	2
159	в развитии	2	2
160	для него	6	2
161	в своей	2	2
162	реальной и	1	2
163	с точки	6	2
164	друг другу	1	2
165	если бы	1	2
166	вернемся к	1	2
167	дело в	1	2
168	что на	2	2
169	характерен для	1	2
170	в каком	2	2
171	похож на	1	2
172	той или	1	2
173	данном случае	1	2
174	только не	1	2
175	культуры и	1	2
176	и сам	1	2
177	с ним	2	2
178	его жизни	1	2
179	можно сказать	4	2
180	и были	1	2
181	к нему	1	2
182	власти и	1	2
183	этот момент	1	2
184	на одном	1	2
185	отметить что	1	2
186	во всей	2	2
187	нем и	1	2
188	некоторых отношениях	1	2
189	его должно	1	2
190	было бы	2	2
191	что он	2	2
192	образов в	1	2
193	события и	1	2
194	ничто не	1	2
195	уже в	1	2
196	только на	3	2
197	в одном	3	2
198	к ним	2	2
199	как раз	1	2
200	для того	1	2
201	момент в	2	2
202	интерес к	1	2
203	человека и	1	2
204	говорит о	1	2
205	них и	1	2
206	одной стороны	1	2
207	а на	2	2
208	то ни	1	2
209	не может	8	2
210	вместе с	3	2
211	так же	2	2
212	в данном	1	2
213	а не	1	2
214	с этой	2	2
215	но это	2	2
216	все же	1	2
217	и для	2	2
218	мира и	3	2
219	которые были	1	2
220	в эту	1	2
221	на языке	1	2
222	основе их	1	2
223	а в	3	2
224	между ними	3	2
225	это в	1	2
226	от всех	1	2
227	является и	1	2
228	и эта	1	2
229	к этому	2	2
230	вплести в	1	1
231	как известно	1	1
232	говоря о	1	1
233	в этот	2	1
234	того же	2	1
235	и которому	1	1
236	явления и	1	1
237	века в	1	1
238	и могут	1	1
