N	3gram	Vygotskiy__2	Istorich
1	и т д	2	18
2	мы знаем что	4	10
3	до сих пор	5	6
4	точно так же	3	6
5	в этом случае	1	5
6	вместе с тем	1	5
7	мы имеем в	1	5
8	мы видим что	2	5
9	в том что	17	5
10	что он не	2	4
11	так же как	4	4
12	в связи с	1	4
13	подобно тому как	2	3
14	с тем что	3	3
15	можно было бы	4	3
16	с одной стороны	1	3
17	мы увидим что	1	3
18	и может быть	1	2
19	что иное как	1	2
20	потому что он	1	2
21	на самом деле	5	2
22	так как в	2	2
23	вместо того чтобы	1	2
24	случаев в которых	1	2
25	но и в	1	2
26	не что иное	1	2
27	и ничего не	1	2
28	в одном случае	1	2
29	с другой стороны	2	2
30	не может быть	8	2
31	о том что	4	2
32	с самого начала	1	2
33	на то что	6	2
34	после того как	1	2
35	о том как	1	1
36	и здесь он	1	1
37	том что в	2	1
38	бросается в глаза	1	1
39	не в состоянии	1	1
40	до наших дней	1	1
41	мы можем только	1	1
42	как только мы	2	1
43	то это значит	1	1
44	в ней и	1	1
45	и той же	4	1
46	но так как	2	1
47	объясняется то что	1	1
48	так что он	1	1
49	друг от друга	1	1
50	он все же	1	1
51	в зависимости от	1	1
52	сам по себе	4	1
53	в отличие от	1	1
54	или еще более	1	1
55	за то что	1	1
56	она не живет	1	1
57	не то что	1	1
58	объяснит нам почему	1	1
59	это знает потому	1	1
60	не похожи на	1	1
61	что при помощи	1	1
62	ясно показывает что	1	1
63	они еще не	1	1
64	ни к какому	1	1
65	в высшей степени	1	1
66	и то же	1	1
67	если мы не	1	1
68	мы можем предположить	1	1
69	тем не менее	4	1
70	то что было	1	1
71	тем что в	1	1
72	что при этом	2	1
73	есть вместе с	1	1
74	и когда он	2	1
75	указать на то	1	1
76	знает потому что	1	1
77	есть не что	1	1
78	надо сказать что	2	1
79	по себе а	1	1
80	с тем как	1	1
81	мы видим и	1	1
82	связи с этим	1	1
83	это значит что	2	1
84	не только не	1	1
85	думают что в	1	1
86	самом деле мы	1	1
87	только в русском	1	1
88	не только на	1	1
89	в другом случае	1	1
90	то что она	3	1
91	по этому поводу	1	1
92	одной и той	4	1
93	друг с другом	1	1
94	том что он	3	1
95	может быть даже	1	1
96	но еще не	1	1
