N	2gram	Trubetskoy_1	formyVre
1	и в	26	50
2	то есть	4	33
3	в этом	15	25
4	в нем	4	24
5	человека в	1	17
6	и его	1	16
7	прежде всего	2	15
8	и не	8	14
9	в его	5	13
10	как раз	1	13
11	по существу	2	12
12	так и	6	12
13	человека и	1	11
14	то же	4	11
15	мы уже	1	11
16	таким образом	22	11
17	может быть	10	11
18	и как	3	10
19	но в	7	10
20	с его	2	9
21	все эти	6	9
22	роль в	1	9
23	не только	10	9
24	в то	4	9
25	ничего не	1	9
26	же время	2	9
27	в том	11	9
28	в конце	6	9
29	в других	3	9
30	того же	6	8
31	и на	2	8
32	в самом	4	8
33	ни в	1	8
34	но и	9	8
35	и их	1	8
36	как и	1	8
37	жизни и	2	8
38	так сказать	1	7
39	для себя	1	7
40	времени в	1	7
41	и во	1	7
42	не было	2	7
43	во всех	2	6
44	как в	1	6
45	с этим	1	6
46	все же	6	6
47	лишь в	5	6
48	это не	1	6
49	и того	1	6
50	в их	1	6
51	так как	9	6
52	с ее	1	6
53	в ее	1	6
54	связи с	9	6
55	в жизни	1	6
56	у него	1	6
57	то что	7	6
58	человеческой жизни	1	6
59	не может	4	6
60	так же	5	6
61	в результате	3	6
62	и все	2	6
63	отношению к	3	5
64	и до	1	5
65	двумя моментами	1	5
66	время как	1	5
67	еще не	2	5
68	но не	8	5
69	и у	8	5
70	не в	2	5
71	он не	4	5
72	всех этих	1	5
73	значение в	1	5
74	одного и	1	5
75	того чтобы	5	5
76	точки зрения	13	5
77	не могло	2	5
78	в разных	2	5
79	могут быть	1	5
80	но все	7	5
81	в образе	2	5
82	если бы	3	5
83	до нас	1	5
84	для того	5	5
85	в связи	3	5
86	что в	9	5
87	и другие	3	5
88	и это	2	4
89	этого мира	1	4
90	мы и	1	4
91	в ней	1	4
92	в своем	3	4
93	конечно не	2	4
94	то время	1	4
95	время и	1	4
96	чтобы они	1	4
97	и с	10	4
98	в них	2	4
99	том что	7	4
100	в котором	4	4
101	в процессе	2	4
102	не имеет	5	4
103	потому что	7	4
104	здесь не	1	4
105	и следовательно	1	4
106	только в	4	4
107	между этими	2	4
108	и проч	2	4
109	на этой	1	4
110	нет ничего	1	4
111	в той	1	4
112	все это	6	4
113	между собой	1	4
114	кроме того	1	4
115	и для	5	4
116	том числе	5	4
117	отношения к	1	3
118	в какой-то	1	3
119	а как	1	3
120	есть не	1	3
121	мы не	1	3
122	в сущности	1	3
123	в виду	2	3
124	по отношению	1	3
125	к концу	3	3
126	в себе	6	3
127	и те	3	3
128	вследствие этого	1	3
129	при этом	3	3
130	в xvii	1	3
131	его в	1	3
132	входит в	1	3
133	и других	1	3
134	с другими	4	3
135	характер не	1	3
136	в этих	4	3
137	в отношении	6	3
138	но эта	1	3
139	их в	1	3
140	но они	1	3
141	этими двумя	2	3
142	друг друга	1	3
143	уже говорили	1	3
144	этом отношении	2	3
145	не могут	2	3
146	героев и	2	3
147	к тому	6	3
148	и образ	1	3
149	что и	6	3
150	во всей	1	3
151	с нашей	1	3
152	один из	2	3
153	мы видим	1	3
154	одной из	5	3
155	и ее	1	3
156	с одной	7	3
157	со всеми	2	3
158	в качестве	3	3
159	только на	1	3
160	же в	1	3
161	в начале	2	3
162	одно из	2	3
163	в одном	3	3
164	до сих	5	3
165	именно в	2	3
166	с тем	18	3
167	а не	5	3
168	нашей точки	1	3
169	мира в	1	3
170	в одно	2	3
171	вместе с	15	3
172	и потому	6	3
173	да и	1	3
174	сих пор	5	3
175	совершенно иной	2	3
176	ни к	1	3
177	а в	4	3
178	сказать что	2	3
179	они не	1	3
180	к этому	3	3
181	в таком	3	3
182	во всяком	6	3
183	смысле слова	1	2
184	же как	3	2
185	к своей	1	2
186	в строгом	1	2
187	к нашим	1	2
188	той же	1	2
189	их и	1	2
190	жизни по	2	2
191	имеется и	1	2
192	же что	1	2
193	жизни это	1	2
194	на них	1	2
195	в широком	1	2
196	в чем	1	2
197	природы и	1	2
198	друг к	1	2
199	совсем не	1	2
200	друг на	2	2
201	происходит в	1	2
202	для всех	2	2
203	с их	1	2
204	и нет	3	2
205	и к	5	2
206	от этого	1	2
207	в этот	1	2
208	тому же	5	2
209	в нашем	1	2
210	как бы	12	2
211	широком смысле	1	2
