N	2gram	Losev_Dial_1	FransuaR
1	и в	18	41
2	то есть	1	24
3	мы уже	1	18
4	во всех	1	17
5	таким образом	1	17
6	в нем	16	16
7	и с	5	16
8	и его	1	13
9	но и	7	13
10	в этом	12	12
11	как мы	4	12
12	все эти	2	11
13	все это	11	11
14	в самом	3	10
15	не только	13	10
16	так как	11	10
17	и др	1	10
18	прежде всего	10	10
19	то что	13	10
20	кроме того	1	9
21	о том	4	9
22	здесь в	2	9
23	и все	3	9
24	но в	6	8
25	в этой	1	8
26	никогда не	9	8
27	и до	1	7
28	в них	3	7
29	как и	2	7
30	том что	9	7
31	в его	3	7
32	вовсе не	7	7
33	у него	1	7
34	в особенности	5	7
35	как бы	11	7
36	что в	13	7
37	также и	7	6
38	например в	1	6
39	в эпоху	2	6
40	в то	6	6
41	в образе	1	6
42	один из	3	6
43	мы видим	4	6
44	вместе с	1	6
45	сказать что	10	6
46	что он	11	6
47	что образ	1	5
48	и он	5	5
49	в ее	1	5
50	в своем	5	5
51	что это	11	5
52	в себе	11	5
53	то же	10	5
54	той же	1	5
55	еще в	1	5
56	но он	1	5
57	во всем	2	5
58	так и	9	5
59	и что	12	5
60	а также	1	5
61	же время	4	5
62	из них	2	5
63	там где	1	5
64	между собою	2	5
65	так же	4	5
66	в той	1	5
67	самом деле	3	4
68	в ней	3	4
69	как в	2	4
70	и как	7	4
71	и наконец	1	4
72	та же	3	4
73	в другом	2	4
74	не в	6	4
75	даже в	3	4
76	но они	2	4
77	в основе	3	4
78	того чтобы	1	4
79	все же	5	4
80	нового времени	1	4
81	и образ	6	4
82	и вообще	4	4
83	с ним	6	4
84	все время	1	4
85	с одной	2	4
86	в глубины	1	4
87	уже в	1	4
88	в результате	1	4
89	земли и	1	4
90	в котором	4	4
91	и даже	13	4
92	с другой	6	4
93	именно в	2	4
94	одной стороны	2	4
95	и от	2	4
96	о котором	1	4
97	а в	5	4
98	не может	12	4
99	из этого	1	4
100	все что	1	4
101	не остается	1	3
102	они были	2	3
103	он сам	5	3
104	в чем	6	3
105	как у	2	3
106	мы будем	1	3
107	с этим	2	3
108	перед нами	1	3
109	при этом	1	3
110	и сам	1	3
111	людей и	1	3
112	с другими	2	3
113	было бы	12	3
114	весь мир	1	3
115	на первый	1	3
116	и их	2	3
117	нас не	2	3
118	когда они	1	3
119	потому что	14	3
120	только с	3	3
121	этом отношении	2	3
122	в духе	1	3
123	есть только	5	3
124	как один	2	3
125	миром и	1	3
126	котором мы	1	3
127	здесь он	1	3
128	никак не	6	3
129	до сих	2	3
130	к нему	8	3
131	в него	2	3
132	того что	2	3
133	мы увидим	2	3
134	только в	3	3
135	поэтому и	2	3
136	конечно не	3	3
137	есть в	1	3
138	что не	7	3
139	связано с	1	3
140	и самый	1	3
141	не были	1	3
142	в данном	3	3
143	и смерти	1	3
144	и не	30	3
145	с этой	2	3
146	сих пор	2	3
147	но это	8	3
148	и для	2	3
149	между ними	1	3
150	жизни и	3	3
151	в искусстве	1	3
152	они не	1	3
153	как известно	1	2
154	с образом	1	2
155	и то	9	2
156	это и	4	2
157	из самых	1	2
158	с точки	12	2
159	должна быть	3	2
160	мы не	1	2
161	есть нечто	10	2
162	говорить о	5	2
163	но уже	2	2
164	из того	2	2
165	природы и	1	2
166	его так	1	2
167	но конечно	2	2
168	но не	4	2
169	то он	2	2
170	трех типов	1	2
171	что они	3	2
172	точки зрения	17	2
173	что именно	2	2
174	дает нам	1	2
175	стороны и	3	2
176	хотя и	4	2
177	и отчасти	1	2
178	здесь дается	1	2
179	этого образа	1	2
180	как он	4	2
181	он не	3	2
182	всех этих	3	2
183	есть именно	1	2
184	в корне	2	2
185	и вечно	1	2
186	на этом	2	2
187	что все	1	2
188	это было	2	2
189	заключается в	1	2
190	он является	1	2
191	а за	1	2
192	и само	1	2
193	в развитии	1	2
194	наконец с	1	2
195	был бы	1	2
196	из этих	2	2
197	но если	5	2
198	и сейчас	2	2
199	в своей	2	2
200	представление о	1	2
201	мы находим	7	2
202	но эта	3	2
203	для этого	2	2
204	и очень	1	2
205	как о	2	2
206	что их	2	2
207	себе самом	2	2
208	находятся в	1	2
209	так что	15	2
210	как она	7	2
211	связи с	1	2
212	это уже	1	2
213	превращается в	1	2
214	не могут	1	2
215	о происхождении	1	2
216	этом отрывке	1	2
217	должен быть	1	2
218	характер и	1	2
219	и этим	1	2
220	в дальнейшем	5	2
221	и когда	1	2
222	времени и	1	2
223	и смерть	1	2
224	и неудовольствия	1	2
225	доходит до	1	2
226	между тем	1	2
227	кажется что	1	2
228	тем более	2	2
229	его то	1	2
230	а именно	1	2
231	но с	3	2
232	и весьма	1	2
233	со всеми	1	2
234	себя в	1	2
235	переходит в	1	2
236	да еще	1	2
237	море и	1	2
238	что если	2	2
239	нужно еще	1	2
240	себе в	1	2
241	никто не	2	2
242	в конце	4	2
243	может быть	17	2
244	как раз	4	2
245	а на	1	2
246	что человек	2	2
247	и самая	1	2
248	мы еще	1	2
249	если мы	2	2
250	нужно сказать	1	2
251	а не	14	2
252	на весь	1	2
253	от мира	1	2
254	одну из	1	2
255	и вовсе	1	2
256	в частности	2	2
257	и потому	3	2
258	как это	4	2
259	не был	2	2
260	наконец и	1	2
261	однако они	1	2
262	что мы	1	2
263	и часто	1	2
264	в пределе	1	2
265	мира и	1	2
266	с глазами	1	2
267	для нас	1	2
268	от него	4	2
269	бы в	3	2
270	в этих	5	2
271	еще более	3	2
272	в том	9	2
273	все они	1	2
274	и у	2	2
275	образ в	1	2
276	другой стороны	4	2
277	состоит из	3	2
278	что даже	2	2
279	есть и	5	2
280	здесь же	1	2
281	и другие	1	2
282	пространства в	1	2
283	этом совершенно	1	1
284	явлений природы	2	1
285	с жизнью	1	1
286	ли оно	2	1
287	сам по	6	1
288	какой характер	1	1
289	на самом	3	1
290	он может	1	1
291	то в	7	1
292	тем же	1	1
293	мировоззрения и	1	1
294	и больше	2	1
295	основные и	1	1
296	в их	3	1
297	его не	6	1
298	для своего	2	1
299	это совершенно	1	1
300	стихии и	1	1
301	вещами и	1	1
302	общества и	1	1
303	категорий и	1	1
304	что уже	2	1
305	чтобы не	2	1
306	почти все	2	1
307	он как	1	1
308	почти исключительно	1	1
309	сложнее и	1	1
310	в самих	1	1
311	то это	4	1
312	и говорить	2	1
313	столько же	1	1
314	еще не	2	1
315	сходство и	1	1
316	мысли и	3	1
317	на их	1	1
318	в различных	1	1
319	выражения в	1	1
320	бы не	1	1
321	во внешнем	1	1
322	друг к	2	1
323	и всякий	2	1
324	менее всего	1	1
325	отношение к	5	1
326	себе и	2	1
327	не просто	7	1
328	в толк	1	1
329	друга и	1	1
330	нет и	1	1
331	есть просто	3	1
332	один и	1	1
333	такого мира	1	1
334	и я	1	1
335	чем же	1	1
336	убеждены что	1	1
337	только ее	1	1
338	не самый	1	1
339	однажды к	1	1
340	что нет	1	1
341	что по	1	1
342	и к	1	1
343	более или	3	1
344	следующим образом	1	1
345	есть ли	1	1
346	о самом	2	1
347	в которой	1	1
348	точку зрения	3	1
349	думать что	3	1
350	и холодным	1	1
351	говорит не	1	1
352	образов мы	1	1
353	если он	1	1
354	не могла	1	1
355	есть но	1	1
356	и если	1	1
357	и стало	2	1
358	связанные с	2	1
359	себе говорит	1	1
360	именно то	1	1
361	не как	2	1
362	и вот	6	1
363	на земле	2	1
364	и по	1	1
365	образа и	2	1
366	различные явления	1	1
367	но все	3	1
368	это конечно	2	1
369	на нее	1	1
370	в каждом	2	1
371	выражение и	1	1
372	тем в	1	1
373	друг в	1	1
374	есть все	1	1
375	же касается	1	1
376	зрения на	1	1
377	мере и	1	1
378	значило бы	2	1
379	рождается из	2	1
380	его в	1	1
381	обоих случаях	1	1
382	и других	1	1
383	вниз а	1	1
384	нечего и	1	1
385	он есть	4	1
386	форму и	2	1
387	он воплощает	1	1
388	мы сказали	1	1
389	есть также	1	1
390	и тем	1	1
391	в жизни	1	1
392	эти же	1	1
393	далеко не	1	1
394	со своими	1	1
395	он и	2	1
396	несмотря на	10	1
397	видим как	1	1
398	отвращение к	1	1
399	и тогда	2	1
400	себе все	1	1
401	сосредоточиться на	1	1
402	различаются между	1	1
403	или менее	3	1
404	сознания но	1	1
405	ничего подобного	1	1
406	самый этот	1	1
407	место в	1	1
408	большей степени	1	1
409	узким и	1	1
410	в которых	2	1
411	и другого	2	1
412	внешнего и	1	1
413	мир и	1	1
414	эту идею	1	1
415	земле и	1	1
416	и эти	1	1
417	о теории	1	1
418	или что	2	1
419	не могли	1	1
420	вещей и	2	1
421	и осмысления	2	1
422	общего и	1	1
423	где нет	1	1
424	того кто	2	1
425	и почти	3	1
426	для нее	2	1
427	вообще на	1	1
428	по себе	25	1
429	выпученными глазами	1	1
430	в отношении	5	1
431	не менее	2	1
432	до известной	1	1
433	божества и	1	1
434	правда в	1	1
435	дело в	1	1
436	того как	1	1
437	она никогда	1	1
438	в идее	2	1
439	и именно	1	1
440	о них	1	1
441	можно судить	1	1
442	но только	3	1
443	та или	3	1
444	он с	1	1
445	не имеет	15	1
446	это мы	4	1
447	понять что	1	1
448	ничего не	17	1
449	или иная	3	1
450	ровно ничего	5	1
451	есть такой	1	1
452	и неожиданное	1	1
453	на плечах	1	1
454	и нужно	1	1
455	ничто не	3	1
456	разной степени	1	1
457	как будто	1	1
458	стихий в	1	1
459	у меня	1	1
460	ни о	5	1
461	это также	1	1
462	могут быть	3	1
463	приведу еще	1	1
464	к другу	2	1
465	с полной	1	1
466	его с	3	1
467	смерти и	1	1
468	той или	7	1
469	нем есть	6	1
470	как здесь	2	1
471	на это	1	1
472	если же	1	1
473	где он	1	1
474	этот акт	1	1
475	и это	2	1
476	и вещью	1	1
477	и о	3	1
478	здесь не	1	1
479	говорит и	1	1
480	же не	1	1
481	лица не	1	1
482	нет никакой	1	1
483	только то	4	1
484	то время	1	1
485	в ту	1	1
486	и образа	2	1
487	по способу	1	1
488	с внешним	2	1
489	веру в	1	1
490	его самого	2	1
491	если они	1	1
492	можно было	5	1
493	ясно что	8	1
494	мог бы	2	1
495	и каждый	1	1
496	отдельные части	1	1
497	с реальными	2	1
498	часто в	1	1
499	жизнь и	3	1
500	основана на	1	1
501	еще пример	1	1
502	даны в	1	1
503	нас и	1	1
504	об этом	4	1
505	здесь люди	1	1
506	связанное с	1	1
507	каждый раз	1	1
508	известной степени	1	1
509	тех кто	2	1
510	то они	1	1
511	язык и	1	1
512	или на	2	1
513	места для	1	1
514	на что	2	1
515	можно сказать	6	1
516	положения и	1	1
517	каждом из	2	1
518	судить о	1	1
519	что и	3	1
520	это не	9	1
521	вслед за	2	1
522	холодное и	1	1
523	различия между	1	1
524	руки его	1	1
525	то все	1	1
526	эти последние	2	1
527	что здесь	2	1
528	нас интересует	1	1
529	казалось что	1	1
530	с ними	2	1
531	это особенно	1	1
532	как нечто	1	1
533	спускается в	1	1
534	и так	2	1
535	это очень	1	1
536	и перед	1	1
537	в природе	1	1
538	по земле	1	1
539	было так	1	1
540	бы у	1	1
541	уже не	2	1
542	и они	1	1
543	борьбы с	1	1
544	только чисто	1	1
545	об его	2	1
546	объяснить только	1	1
547	является не	2	1
548	изображается как	1	1
549	а то	1	1
550	не дает	1	1
551	все признаки	1	1
552	мир в	1	1
553	совсем другое	1	1
554	для него	2	1
555	ни в	15	1
556	говорить об	1	1
557	акт в	1	1
558	раз на	1	1
559	ее не	1	1
560	к ним	2	1
561	мы можем	4	1
562	это значило	1	1
563	характер его	1	1
564	человек как	1	1
565	явления природы	1	1
566	ее на	2	1
567	для того	2	1
568	уже совершенно	1	1
569	в одежде	1	1
570	а потому	1	1
571	же деле	1	1
572	или иной	3	1
573	перешли в	1	1
574	и из	3	1
575	больше того	4	1
576	во-вторых мы	1	1
577	он это	1	1
578	и между	1	1
579	еще и	3	1
580	такое же	1	1
581	а с	2	1
582	что для	3	1
583	слиты в	1	1
584	говорит о	5	1
585	самом же	1	1
586	не было	6	1
587	чтобы убедиться	1	1
588	света и	3	1
589	но лишь	4	1
590	они также	1	1
591	не знает	2	1
592	а главное	2	1
593	ничем не	3	1
594	его как	1	1
595	увидим в	1	1
596	бы ее	1	1
597	мы все	1	1
598	в друга	1	1
599	конечно всегда	1	1
600	о чем	2	1
601	когда она	1	1
602	есть во	1	1
603	в связи	1	1
604	и об	4	1
605	стороны в	2	1
606	о себе	1	1
607	исторического развития	1	1
608	люди и	1	1
609	к его	1	1
610	эта связь	1	1
611	мы говорим	4	1
612	в разной	1	1
613	во всю	1	1
614	к своему	1	1
615	может так	1	1
616	в видении	1	1
617	наряду с	1	1
618	образе мы	1	1
619	плоти и	1	1
620	не больше	2	1
621	это есть	9	1
622	что же	3	1
623	и там	1	1
624	происходит в	1	1
625	образ и	4	1
626	да и	6	1
627	по существу	1	1
628	для понимания	1	1
629	он мыслит	1	1
630	вспомним что	1	1
631	не является	3	1
