N	2gram	Bakhtin_Fr_7	Dialekti
1	не есть	2	54
2	и не	7	27
3	а не	2	26
4	точки зрения	5	25
5	и в	41	24
6	есть нечто	1	23
7	не только	5	23
8	по себе	1	20
9	не может	3	19
10	не просто	2	18
11	ничего не	4	17
12	и есть	3	16
13	и что	1	15
14	что все	2	14
15	с точки	3	14
16	то что	8	14
17	в таком	1	14
18	таким образом	19	13
19	что он	3	13
20	вовсе не	7	13
21	может быть	4	13
22	и даже	1	13
23	что это	4	12
24	есть только	1	12
25	того что	2	12
26	есть и	3	12
27	не имеет	3	11
28	в сущности	4	10
29	есть не	2	9
30	ни в	6	9
31	стало быть	1	9
32	но и	9	9
33	нет ничего	1	9
34	в этом	15	8
35	и как	2	8
36	учение о	2	8
37	мир как	1	8
38	так что	1	8
39	в виде	1	8
40	прежде всего	11	8
41	том что	4	8
42	это и	1	7
43	в самом	1	7
44	что мир	1	7
45	как и	14	7
46	никогда не	2	7
47	потому что	5	7
48	в виду	4	7
49	другими словами	2	7
50	только на	2	7
51	даже и	1	7
52	в особенности	2	7
53	ничем не	3	7
54	я уже	1	7
55	и нет	1	7
56	что в	9	7
57	самом деле	1	6
58	должна быть	1	6
59	что иное	1	6
60	я не	3	6
61	иное как	1	6
62	то же	13	6
63	об этом	1	6
64	и с	4	6
65	превращается в	1	6
66	оно не	2	6
67	что и	5	6
68	о том	6	6
69	так как	3	6
70	не на	3	6
71	и все	14	6
72	все это	10	6
73	кроме того	3	6
74	от всего	1	6
75	не что	1	6
76	есть то	2	6
77	сам по	1	5
78	что его	1	5
79	точка зрения	2	5
80	хотя и	4	5
81	и к	5	5
82	же вы	1	5
83	он не	4	5
84	одно и	2	5
85	так и	10	5
86	было бы	4	5
87	в них	7	5
88	мы не	2	5
89	в том	11	5
90	в то	10	5
91	и сама	2	5
92	и его	9	5
93	только в	6	5
94	уже не	2	5
95	одно из	1	5
96	как это	1	5
97	с этой	1	5
98	но это	3	5
99	жизни и	3	5
100	как на	1	5
101	и то	2	4
102	явления и	2	4
103	время как	1	4
104	первый план	1	4
105	в чем	2	4
106	и мира	2	4
107	в истории	1	4
108	я должен	1	4
109	это не	6	4
110	на первый	1	4
111	что есть	2	4
112	как о	3	4
113	но только	1	4
114	не могут	1	4
115	и это	5	4
116	жизнь и	2	4
117	о нем	3	4
118	к тому	2	4
119	все вещи	2	4
120	для него	6	4
121	говорит о	1	4
122	у нас	1	4
123	так же	5	4
124	при всем	1	4
125	сказать что	1	4
126	из самых	3	3
127	мы уже	12	3
128	той же	3	3
129	но даже	1	3
130	и на	4	3
131	и всякий	1	3
132	за пределы	1	3
133	в одной	2	3
134	что именно	1	3
135	с этим	2	3
136	в своем	9	3
137	все же	1	3
138	перед нами	2	3
139	как таковое	1	3
140	все эти	13	3
141	но его	1	3
142	тем более	1	3
143	в нем	7	3
144	в силу	1	3
145	не будет	1	3
146	он есть	1	3
147	он и	1	3
148	как целое	1	3
149	должно быть	4	3
150	как все	1	3
151	и без	1	3
152	мир и	1	3
153	не в	9	3
154	из которых	2	3
155	тем самым	3	3
156	она не	1	3
157	одна из	4	3
158	в основе	1	3
159	но она	1	3
160	никакого отношения	1	3
161	же время	9	3
162	во всем	1	3
163	уже и	1	3
164	и о	1	3
165	и этим	1	3
166	эти факты	1	3
167	вот это	1	3
168	утверждает что	1	3
169	это было	2	3
170	к нему	5	3
171	все время	2	3
172	и ее	2	3
173	как тело	1	3
174	есть в	6	3
175	при помощи	1	3
176	из них	3	3
177	не говорит	1	3
178	тем что	3	3
179	в каком	1	3
180	и прежде	1	3
181	не было	3	3
182	его как	2	3
183	как бы	7	3
184	с полной	1	3
185	и от	8	3
186	мира и	4	3
187	не знает	3	3
188	я вижу	1	3
189	также не	1	3
190	все что	4	3
191	в слове	1	3
192	также и	2	2
193	например в	3	2
194	в частности	1	2
195	в чисто	1	2
196	в первом	1	2
197	прошлое и	1	2
198	его не	1	2
199	в единой	2	2
200	так чтобы	1	2
201	в ней	5	2
202	еще не	2	2
203	на них	3	2
204	всего этого	2	2
205	с его	2	2
206	но не	1	2
207	его на	1	2
208	первых двух	2	2
209	и где	1	2
210	целый ряд	4	2
211	но в	8	2
212	от бога	1	2
213	думать что	1	2
214	и они	1	2
215	этот ряд	1	2
216	в себе	11	2
217	тому же	1	2
218	но на	1	2
219	при этом	3	2
220	и вот	2	2
221	что у	3	2
222	и по	3	2
223	на этом	5	2
224	и чтобы	1	2
225	говорить не	1	2
226	этого не	1	2
227	и уже	1	2
228	несмотря на	3	2
229	понятия и	1	2
230	вещи в	2	2
231	от своего	1	2
232	всяком случае	1	2
233	в их	3	2
234	он дает	4	2
235	их в	2	2
236	вероучения и	2	2
237	нет вообще	1	2
238	же мы	1	2
239	но они	1	2
240	иной раз	1	2
241	на котором	1	2
242	следовательно и	2	2
243	того и	1	2
244	только и	1	2
245	как я	4	2
246	ну а	1	2
247	у меня	1	2
248	для такого	1	2
249	как мы	11	2
250	да что	1	2
251	так в	1	2
252	и необходимости	1	2
