N	2gram	Voloshinov_2	Freidism
1	таким образом	14	24
2	и не	19	23
3	– это	4	21
4	не может	18	20
5	точки зрения	17	19
6	прежде всего	7	18
7	в этом	15	15
8	в его	5	15
9	и пр	25	15
10	это –	9	14
11	с помощью	6	14
12	в душе	4	13
13	мы можем	6	13
14	может быть	28	13
15	и его	16	12
16	все эти	3	11
17	как и	9	11
18	с точки	13	11
19	– в	4	11
20	как бы	19	11
21	то что	4	11
22	самом деле	9	10
23	но в	7	10
24	его в	7	10
25	с ним	1	10
26	как мы	15	10
27	так и	10	10
28	и потому	2	10
29	с его	8	9
30	во всех	6	9
31	по отношению	8	9
32	и в	19	9
33	то же	16	8
34	не только	13	8
35	он не	3	8
36	в своей	3	8
37	еще не	3	8
38	оно и	1	8
39	что он	4	8
40	только в	8	8
41	так как	3	8
42	все это	1	8
43	и все	6	8
44	отношению к	8	8
45	в самом	6	7
46	мы уже	6	7
47	и наконец	1	7
48	ни в	6	7
49	мы видели	4	7
50	к нему	5	7
51	тот же	1	7
52	мы знаем	2	7
53	всяком случае	2	7
54	что же	1	7
55	– не	6	7
56	сказать что	4	7
57	во всяком	3	7
58	в ней	3	6
59	за пределы	3	6
60	все те	4	6
61	так сказать	14	6
62	и с	2	6
63	на протяжении	2	6
64	и ее	4	6
65	точку зрения	2	6
66	того что	4	6
67	для него	9	6
68	вовсе не	11	6
69	никогда не	7	6
70	хотя бы	6	6
71	совершенно не	5	6
72	– как	5	6
73	на самом	7	5
74	и на	5	5
75	в этой	3	5
76	что такое	1	5
77	не в	10	5
78	мы должны	1	5
79	в то	8	5
80	в каком	3	5
81	могут быть	3	5
82	индивидуальную душу	1	5
83	в себя	1	5
84	в индивидуальную	1	5
85	индивидуальной психики	1	5
86	можно сказать	1	5
87	для того	6	5
88	в большинстве	5	5
89	большинстве случаев	5	5
90	и прежде	2	5
91	а в	3	5
92	оно –	1	5
93	но и	10	5
94	связь с	4	5
95	с этим	3	5
96	его жизни	1	5
97	в свою	6	5
98	что в	2	5
99	смысле слова	5	4
100	в зависимости	2	4
101	и за	1	4
102	той же	3	4
103	связанных с	1	4
104	мы не	2	4
105	в которой	1	4
106	говорить о	1	4
107	зависимости от	2	4
108	совсем не	1	4
109	но не	2	4
110	человеческой психики	1	4
111	в собственном	2	4
112	же –	1	4
113	все же	5	4
114	не было	3	4
115	из этих	1	4
116	в пределах	10	4
117	с их	1	4
118	в нем	11	4
119	всех этих	1	4
120	человека –	1	4
121	то ни	5	4
122	связанные с	1	4
123	при этом	9	4
124	с другими	3	4
125	в жизни	2	4
126	на основании	1	4
127	во время	1	4
128	– только	1	4
129	не менее	1	4
130	в основе	9	4
131	же время	8	4
132	потому что	1	4
133	и для	7	4
134	– с	3	4
135	к тому	6	4
136	т.е в	1	4
137	если мы	6	4
138	того чтобы	6	4
139	сводится к	2	4
140	с самого	5	4
141	– и	5	4
142	другими словами	2	4
143	которой мы	2	4
144	с ними	4	4
145	конечно не	4	4
146	уже не	1	4
147	не дает	1	4
148	в котором	3	4
149	как раз	4	4
150	от того	1	4
151	внешней речи	1	4
152	на которые	1	4
153	и др	1	4
154	себя и	1	4
155	в данном	5	4
156	и о	2	4
157	в более	2	4
158	в следующей	2	4
159	сознания и	3	4
160	в этих	3	4
161	между ними	2	4
162	в последнем	1	4
163	в таком	7	4
164	таком случае	3	3
165	человека и	1	3
166	подхода к	3	3
167	собственном смысле	2	3
168	теперь мы	2	3
169	на себя	1	3
170	он был	2	3
171	не найдем	1	3
172	а только	1	3
173	конечном счете	1	3
174	как в	1	3
175	– но	1	3
176	и как	6	3
177	между двумя	1	3
178	следующей главе	2	3
179	учение о	3	3
180	в себе	4	3
181	но ведь	3	3
182	этот процесс	1	3
183	главным образом	1	3
184	о которой	1	3
185	в узком	2	3
186	и вот	1	3
187	всех своих	1	3
188	что все	1	3
189	выражение и	2	3
