N	2gram	Propp_Isto_6	Myslijsy
1	потому что	13	49
2	для нас	2	31
3	то есть	1	30
4	и в	26	24
5	может быть	11	23
6	то что	6	20
7	и не	10	19
8	в том	12	18
9	а не	2	18
10	т с	1	18
11	что в	12	16
12	не только	10	15
13	того же	2	14
14	при этом	3	13
15	не в	3	13
16	было бы	2	13
17	то же	5	12
18	но не	2	12
19	мы можем	7	12
20	не может	6	12
21	мы не	6	11
22	таким образом	12	11
23	вместе с	8	11
24	если бы	3	11
25	что и	4	11
26	что мы	2	11
27	только в	5	11
28	тогда как	2	10
29	как в	6	10
30	в себе	3	10
31	для него	1	10
32	так что	3	10
33	так как	18	10
34	независимо от	3	9
35	в нем	8	9
36	вовсе не	2	9
37	то и	2	9
38	но и	9	9
39	как бы	4	9
40	точно так	2	9
41	и на	12	8
42	в этом	12	8
43	более или	1	8
44	том что	10	8
45	или менее	1	8
46	в одно	2	8
47	могут быть	3	8
48	под влиянием	1	8
49	а в	3	8
50	во всех	1	7
51	с этим	2	7
52	как и	5	7
53	всяком случае	2	7
54	того как	3	7
55	или же	2	7
56	не могут	1	7
57	прежде всего	4	7
58	тем что	5	7
59	того что	2	7
60	во всяком	2	7
61	и т	10	6
62	между двумя	1	6
63	что если	1	6
64	и как	2	6
65	тем не	1	6
66	в то	5	6
67	не имеет	2	6
68	есть только	1	6
69	между тем	1	6
70	и только	3	6
71	на другие	1	6
72	в одном	3	6
73	заметить что	1	6
74	с другой	10	6
75	не было	3	6
76	этого слова	1	6
77	не есть	2	6
78	в свою	1	6
79	что они	2	5
80	все же	8	5
81	уже в	1	5
82	на то	2	5
83	есть не	1	5
84	не от	1	5
85	не менее	1	5
86	и наоборот	1	5
87	с ним	8	5
88	так и	5	5
89	по мере	1	5
90	о том	7	5
91	бы ни	1	5
92	от того	3	5
93	в них	3	5
94	для того	1	5
95	что не	2	5
96	приводит в	1	5
97	же в	1	5
98	нам кажется	2	4
99	к другому	1	4
100	время как	3	4
101	еще не	9	4
102	но в	7	4
103	уже не	7	4
104	из этих	4	4
105	как он	6	4
106	главным образом	3	4
107	и если	1	4
108	с тем	4	4
109	такой же	3	4
110	в котором	1	4
111	том смысле	1	4
112	сих пор	4	4
113	между прочим	1	4
114	они не	3	4
115	тем самым	2	4
116	и другое	2	4
117	образом в	1	4
118	подобно тому	1	4
119	одна из	2	4
120	представлений в	1	4
121	сравнительно с	1	4
122	мере того	1	4
123	должны быть	2	4
124	и сами	1	4
125	в некоторых	2	4
126	то время	3	4
127	так в	6	4
128	никогда не	13	4
129	и что	5	4
130	предмета и	1	4
131	свет и	1	4
132	что он	9	4
133	с одной	7	4
134	как кажется	1	4
135	и вместе	1	4
136	в других	4	4
137	до сих	4	4
138	там где	5	4
139	тому как	1	4
140	что оно	4	4
141	от него	3	4
142	мысли о	1	4
143	себе не	1	4
144	в таком	1	4
145	вряд ли	1	3
146	например в	7	3
147	и то	3	3
148	но она	1	3
149	но даже	1	3
150	то это	5	3
151	не совсем	1	3
152	же что	1	3
153	что его	1	3
154	только тогда	1	3
155	со стороны	3	3
156	относится к	2	3
157	которые не	1	3
158	помнить что	1	3
159	хотя и	1	3
160	что это	2	3
161	в целом	1	3
162	что она	3	3
163	т д	8	3
164	не как	1	3
165	так например	3	3
166	человека в	2	3
167	и может	1	3
168	его не	2	3
