N	2gram	Voloshinov_1	SlovoVZh
1	не может	8	16
2	может быть	17	14
3	точки зрения	8	14
4	как бы	5	13
5	и его	8	13
6	таким образом	9	12
7	и в	16	12
8	в нашем	1	11
9	и не	4	10
10	если бы	1	9
11	так как	4	9
12	прежде всего	9	8
13	сказать что	7	7
14	для нас	2	7
15	в ней	1	6
16	в том	3	6
17	только в	4	6
18	при этом	6	6
19	с помощью	2	6
20	в нем	4	6
21	все время	1	6
22	то же	2	5
23	в виду	1	5
24	можно сказать	4	5
25	отнюдь не	4	5
26	но в	4	5
27	и др	3	5
28	в жизни	2	5
29	а не	1	5
30	художественной формы	1	5
31	как и	2	5
32	что мы	2	5
33	том что	3	5
34	к предмету	1	5
35	никогда не	2	5
36	хотя бы	4	5
37	то что	3	5
38	на самом	4	4
39	зависимости от	1	4
40	к нему	1	4
41	за пределы	2	4
42	в этом	9	4
43	все же	1	4
44	в самом	2	4
45	уже не	1	4
46	не только	7	4
47	ни было	2	4
48	отношение к	5	4
49	от того	1	4
50	так и	4	4
51	с другой	1	4
52	что не	2	4
53	его в	4	4
54	дело в	1	4
55	и к	6	4
56	жизни и	3	4
57	и на	4	4
58	самом деле	6	3
59	формы и	1	3
60	в пределах	2	3
61	еще не	5	3
62	мы не	2	3
63	и вообще	2	3
64	о том	2	3
65	бы то	1	3
66	но и	4	3
67	нуждается в	5	3
68	когда он	1	3
69	и наконец	4	3
70	и ее	4	3
71	все эти	5	3
72	только на	3	3
73	конечно не	6	3
74	для него	6	3
75	и по	2	3
76	то ни	1	3
77	и с	8	3
78	до сих	3	3
79	ни в	5	3
80	в некоторых	1	3
81	и пр	12	3
82	в них	2	3
83	в своей	2	3
84	художественного творчества	4	3
85	так же	2	3
86	этой точки	1	3
87	не должна	1	3
88	сих пор	3	3
89	не менее	2	3
90	все это	4	3
91	и проч	9	3
92	и для	2	3
93	с ним	2	3
94	в каком	2	3
95	на границе	2	3
96	своеобразно и	1	2
97	как не	2	2
98	и то	1	2
99	как это	3	2
100	словами и	1	2
101	опираясь на	1	2
102	в себя	1	2
103	едва ли	3	2
104	каком отношении	1	2
105	те же	3	2
106	со всех	1	2
107	и значение	3	2
108	мы имеем	1	2
109	почти исключительно	1	2
110	и здесь	1	2
111	и та	1	2
112	с его	7	2
113	но мы	4	2
114	и что	1	2
115	между собой	2	2
116	в чем	5	2
117	жизни если	1	2
118	формы то	1	2
119	данном случае	1	2
120	в данном	1	2
121	в его	4	2
122	что и	2	2
123	в психике	8	2
124	и содержания	1	2
125	нашего сознания	1	2
126	его к	1	2
127	дело с	1	2
128	каждый момент	1	2
129	и потому	3	2
130	и так	2	2
131	лежит на	1	2
132	с одной	1	2
133	уже в	1	2
134	имеем в	1	2
135	в душе	2	2
136	он не	2	2
137	в корне	1	2
138	к ним	2	2
139	мы можем	9	2
140	из него	1	2
141	конечно в	1	2
142	на все	1	2
143	с другими	3	2
144	может стать	1	2
145	форму и	1	2
146	оно не	2	2
147	делает его	1	2
148	себя и	2	2
149	одной стороны	1	2
150	можем сказать	2	2
151	зависит от	1	2
152	смысл и	1	2
153	в момент	1	2
154	в комнате	1	2
155	связь с	1	2
156	нет ничего	1	2
157	основной тон	1	2
158	вместе с	3	2
159	но не	1	2
160	общего с	1	2
161	точку зрения	1	2
162	быть только	1	2
163	с этой	2	2
164	она не	1	2
165	на один	1	2
166	с точки	6	2
167	в атмосфере	1	2
168	в основном	3	2
169	тогда когда	1	2
170	и притом	3	2
171	известной степени	1	2
172	идеологического творчества	1	2
173	ничего не	1	2
174	но отнюдь	2	2
175	этих двух	1	2
176	и все	4	2
177	но зато	2	2
178	в этих	3	2
