N	3gram	Losev_Dial_1	EvropaiE
1	с точки зрения	12	16
2	в то же	4	15
3	то же время	4	14
4	в отношении к	1	12
5	и в то	2	8
6	с одной стороны	2	8
7	одной стороны и	2	6
8	в том что	7	6
9	для того чтобы	1	5
10	и в этом	3	4
11	само по себе	5	4
12	той или иной	3	4
13	в той или	1	3
14	в этом смысле	3	3
15	в этом отношении	2	3
16	можно было бы	4	3
17	друг с другом	1	3
18	во всяком случае	2	3
19	между тем в	1	3
20	можно сказать что	3	3
21	не является ли	1	3
22	или хотя бы	2	2
23	сказать что в	1	2
24	имеет место в	1	2
25	только в том	1	2
26	из того что	1	2
27	и в частности	2	2
28	но в то	1	2
29	по сравнению с	2	2
30	с другой стороны	4	2
31	не может быть	3	2
32	по себе не	5	2
33	мы можем сказать	2	2
34	хотя бы в	1	2
35	на то что	4	2
36	друг от друга	1	2
37	хотя и не	1	1
38	можно представить себе	1	1
39	другой стороны в	1	1
40	дело в том	1	1
41	но так как	1	1
42	более или менее	3	1
43	т е прежде	4	1
44	он сам в	1	1
45	по самой природе	1	1
46	если бы они	1	1
47	что же касается	1	1
48	несмотря на то	2	1
49	и не в	1	1
50	и то и	2	1
51	то и другое	2	1
52	есть то что	1	1
53	и та же	2	1
54	е прежде всего	4	1
55	вопрос можно ли	1	1
56	то или иное	2	1
57	может быть и	3	1
58	быть уверенным что	1	1
59	значит ли это	2	1
60	нужно понимать буквально	1	1
61	в качестве примера	2	1
62	было бы совершенно	1	1
63	она никогда не	1	1
64	во власти этого	1	1
65	и в отношении	1	1
66	по большей части	1	1
67	во всех этих	1	1
68	то время как	1	1
69	в связи с	1	1
70	друг к другу	2	1
71	одна и та	2	1
72	уже и сейчас	1	1
73	в последнем случае	1	1
74	в каком смысле	1	1
75	в полной мере	1	1
76	можно быть уверенным	1	1
77	это мы видим	1	1
78	но также и	1	1
79	в то время	1	1
80	но от этого	1	1
81	та или иная	3	1
82	связи с этим	1	1
83	как это мы	2	1
84	это значит что	9	1
85	можем сказать что	2	1
86	при известных условиях	1	1
87	ли это что	2	1
88	к тому что	2	1
89	тех или иных	1	1
90	т е не	1	1
91	же время совершенно	1	1
92	а именно в	1	1
93	тех и других	1	1
94	к тому же	1	1
95	и т д	19	1
