N	3gram	Tiupa_Narr_1	Myslijsy
1	по отношению к	6	8
2	в том что	8	7
3	по крайней мере	1	5
4	не может быть	5	5
5	само по себе	1	5
6	о том что	6	5
7	то же самое	1	4
8	до сих пор	1	4
9	и то что	1	4
10	сам по себе	1	4
11	можно сказать что	4	4
12	тем не менее	3	4
13	на самом деле	1	3
14	с точки зрения	2	3
15	не то что	2	3
16	то же время	3	3
17	в то же	3	3
18	не в состоянии	1	2
19	что иное как	2	2
20	только потому что	1	2
21	подобно тому как	2	2
22	в том же	1	2
23	в силу которого	1	2
24	в таком случае	2	2
25	до известной степени	1	2
26	сами по себе	2	2
27	в данном случае	4	2
28	мы имеем дело	2	2
29	так или иначе	2	2
30	один и тот	1	2
31	не было и	1	2
32	очевидно что в	1	2
33	и как бы	1	2
34	то есть в	2	2
35	не что иное	2	2
36	и тот же	1	2
37	то в его	1	1
38	одно на другое	1	1
39	и того же	1	1
40	дело в том	1	1
41	а не в	2	1
42	не только о	2	1
43	вовсе не то	1	1
44	в том числе	6	1
45	бы он ни	1	1
46	есть переход от	1	1
47	в разные времена	1	1
48	мы и сами	1	1
49	есть нечто большее	1	1
50	по отношению ко	1	1
51	и быть может	1	1
52	имеем дело не	1	1
53	нечто большее а	1	1
54	в этом отношении	3	1
55	быть может не	1	1
56	к тому чтобы	1	1
57	следует иметь в	1	1
58	оно еще не	1	1
59	следующее место из	1	1
60	точно так же	2	1
61	могли бы быть	1	1
62	и др в	1	1
63	он ни был	1	1
64	в самой его	1	1
65	при всей своей	2	1
66	может быть только	1	1
67	и не в	4	1
68	не подлежит сомнению	1	1
69	может быть и	1	1
70	тогда как в	2	1
71	предполагает с одной	1	1
72	дело не с	1	1
73	в первый раз	1	1
74	с одной стороны	7	1
75	на первый взгляд	2	1
76	в связи с	2	1
77	отношению к нему	1	1
78	большую или меньшую	1	1
79	это не так	1	1
80	имеем дело с	1	1
81	действие может быть	1	1
82	в свою очередь	3	1
83	а не как	1	1
84	с другой стороны	4	1
85	на что не	1	1
86	слова в слове	1	1
87	все то что	1	1
88	в свое время	1	1
89	не в его	1	1
90	есть не что	1	1
91	иметь в виду	1	1
92	в том чтобы	1	1
93	он не есть	1	1
94	речь идет о	2	1
95	том числе и	4	1
96	и тем более	1	1
97	состоит именно в	2	1
98	одного и того	1	1
99	друг от друга	1	1
100	не представляется возможным	1	1
101	тем самым мы	1	1
102	оно и не	1	1
103	по поводу этой	1	1
104	в столь же	1	1
105	как нам представляется	1	1
106	как и в	1	1
107	но еще не	1	1
108	именно в том	2	1
109	не имеет для	1	1
