N	2gram	Losev_Vlad_3	Psycholo
1	и в	40	38
2	то что	28	35
3	в том	18	25
4	в самом	4	25
5	самом деле	1	21
6	что в	17	20
7	может быть	8	19
8	и что	8	18
9	на то	4	16
10	что она	2	16
11	точки зрения	13	16
12	в ней	5	15
13	то есть	24	15
14	том что	18	14
15	если бы	3	14
16	как бы	3	14
17	потому что	11	14
18	в этом	16	13
19	в этой	8	13
20	и мы	1	13
21	не только	25	12
22	таким образом	11	12
23	было бы	4	12
24	не в	3	12
25	мы видим	1	12
26	что он	5	11
27	то же	4	10
28	в сущности	2	10
29	что это	9	10
30	и не	25	10
31	же самое	3	10
32	и все	4	10
33	о которых	2	9
34	с точки	6	9
35	того чтобы	3	9
36	и то	9	8
37	с этим	2	8
38	все же	4	8
39	и как	7	8
40	говорит что	1	8
41	с тем	7	8
42	как и	7	8
43	в одном	5	8
44	видим что	1	8
45	и это	6	8
46	но только	2	8
47	так что	14	8
48	вовсе не	13	8
49	как раз	10	8
50	для того	2	8
51	перед нами	3	8
52	для нас	5	8
53	из этого	2	8
54	мы уже	5	7
55	с другой	5	7
56	заключается в	1	7
57	не может	14	7
58	все то	3	7
59	как мы	8	7
60	в ее	1	7
61	никак не	4	7
62	а не	8	7
63	а в	7	7
64	и на	6	6
65	в которых	1	6
66	к чему	1	6
67	как это	4	6
68	и если	7	6
69	он не	8	6
70	мы видели	3	6
71	в котором	4	6
72	тому что	4	6
73	она не	2	6
74	не имеет	4	6
75	самого начала	1	6
76	и его	10	6
77	к тому	7	6
78	указывает на	1	6
79	с самого	1	6
80	ясно что	1	6
81	и здесь	6	6
82	о том	11	6
83	один из	1	6
84	с одной	3	6
85	если мы	4	6
86	из них	2	6
87	так как	7	6
88	до сих	1	6
89	которых мы	2	6
90	он говорит	1	6
91	должна быть	2	5
92	мы не	2	5
93	я не	3	5
94	в своем	8	5
95	в которой	2	5
96	так сказать	1	5
97	в другом	2	5
98	несмотря на	7	5
99	с такой	2	5
100	в своей	9	5
101	в его	14	5
102	в какой	2	5
103	но и	18	5
104	одной стороны	3	5
105	вместе с	7	5
106	сих пор	1	5
107	другой стороны	2	5
108	совершенно не	2	5
109	что если	4	4
110	которую мы	1	4
111	время как	2	4
112	во всех	1	4
113	не то	1	4
114	что они	1	4
115	как в	1	4
116	когда он	1	4
117	в целом	2	4
118	все эти	5	4
119	в тех	1	4
120	в себе	9	4
121	в нем	3	4
122	при этом	3	4
123	очень легко	2	4
124	она была	4	4
125	смысл и	1	4
126	не мог	6	4
127	но если	5	4
128	что этот	3	4
129	что эта	2	4
130	что с	1	4
131	и другое	1	4
132	одна из	1	4
133	никогда не	11	4
134	больше чем	2	4
135	в самой	1	4
136	как будто	1	4
137	когда в	1	4
138	в виду	3	4
139	что и	7	4
140	с той	1	4
141	только в	13	4
142	конечно не	1	4
143	не можем	2	4
144	при помощи	4	4
145	у него	24	4
146	и даже	6	4
147	из которых	1	4
148	по своему	1	4
149	в течение	4	4
150	того что	7	4
151	мы могли	1	4
152	и для	3	4
153	речь идет	1	4
154	в свою	1	4
155	сказать что	12	4
156	который не	1	4
157	ее в	3	4
158	в своих	7	4
159	того же	2	3
160	едва ли	11	3
161	и этот	2	3
162	по его	2	3
163	из всех	1	3
164	совсем не	5	3
165	что по	1	3
166	и к	2	3
167	но в	4	3
168	та же	1	3
169	из этих	3	3
170	интересно что	2	3
171	не к	2	3
172	одно и	2	3
173	что все	7	3
174	конечно в	1	3
175	бы в	2	3
176	его в	2	3
177	и тем	3	3
178	ни в	10	3
179	в них	1	3
180	далеко не	3	3
181	в один	1	3
182	со всей	1	3
183	в такой	1	3
184	наше внимание	1	3
185	без всяких	1	3
186	она в	1	3
187	мы говорили	1	3
188	место в	1	3
189	бы не	1	3
190	с теми	1	3
191	в то	7	3
192	в плане	1	3
193	того как	1	3
194	весь этот	3	3
195	в основе	1	3
196	и конечно	1	3
197	и о	4	3
198	имеет никакого	1	3
199	и которые	1	3
200	к тем	2	3
201	наряду с	2	3
202	он был	2	3
203	этот второй	1	3
204	эти два	1	3
205	и только	3	3
206	здесь не	3	3
207	был бы	3	3
208	не так	3	3
209	тем что	5	3
210	ссылается на	1	3
211	такое же	1	3
212	то и	2	3
213	я говорю	1	3
214	это одно	1	3
215	только для	1	3
216	но это	6	3
217	все это	1	3
218	она должна	2	3
219	указать на	4	3
220	больше и	2	3
221	к этому	2	3
222	как на	3	3
223	в таком	3	3
224	не иначе	2	2
225	отношения к	5	2
226	например в	1	2
227	себя как	1	2
228	на самом	3	2
229	бы для	1	2
230	по преимуществу	2	2
231	не имеют	2	2
232	все те	1	2
233	и больше	1	2
234	здесь с	1	2
235	оно есть	6	2
236	с но	1	2
237	драмы и	1	2
238	на их	1	2
239	всего этого	1	2
240	что его	2	2
241	истинный смысл	1	2
242	но как	2	2
243	в общем	1	2
244	очевидно что	1	2
245	уже как	1	2
246	не просто	10	2
247	и чем	1	2
248	отнюдь не	5	2
249	в истории	5	2
250	и наконец	2	2
251	ясно и	1	2
252	ни по	2	2
253	он в	1	2
254	думать что	1	2
255	остановиться на	2	2
256	в силу	2	2
257	и вот	1	2
258	и по	2	2
259	на всю	1	2
260	такой же	4	2
261	автора и	1	2
262	от своего	1	2
263	как все	1	2
264	превратилась в	1	2
265	или вернее	1	2
266	сама собой	1	2
267	признать что	1	2
268	должны были	1	2
269	образом и	1	2
270	но он	1	2
271	друг другу	1	2
272	есть именно	1	2
273	и более	2	2
274	их в	1	2
275	том и	1	2
276	что сам	1	2
277	в этих	2	2
278	или если	1	2
279	это является	2	2
280	и всегда	2	2
281	ничего не	5	2
282	под этим	1	2
283	то это	10	2
284	ли это	1	2
285	в известных	1	2
286	у нас	5	2
287	очень часто	1	2
288	не могут	2	2
289	когда мы	1	2
290	утверждать что	1	2
291	с ее	1	2
292	данном случае	2	2
293	только то	2	2
294	то время	4	2
295	то как	3	2
296	в глаза	4	2
297	одного из	1	2
298	том как	1	2
299	со стороны	2	2
300	внимание на	1	2
301	но мы	2	2
302	и во	1	2
303	у них	1	2
304	хотел бы	1	2
305	и следовательно	1	2
306	что здесь	3	2
307	что только	1	2
308	что даже	2	2
309	и часто	1	2
310	должен был	2	2
311	в рассуждениях	1	2
312	по мнению	4	2
313	это же	2	2
314	все они	2	2
315	в качестве	3	2
316	уже не	9	2
317	или не	3	2
318	чтобы он	1	2
319	в виде	13	2
320	для него	8	2
321	всяком случае	3	2
322	могло бы	2	2
323	иначе как	1	2
324	в конце	12	2
325	но что	2	2
326	заметить что	2	2
327	и вместе	2	2
328	к самому	1	2
329	представляют собой	1	2
330	это будет	1	2
331	таком виде	1	2
332	без всякой	2	2
333	на примере	1	2
334	здесь в	4	2
335	еще и	18	2
336	а с	4	2
337	говорит о	4	2
338	до конца	4	2
339	однако и	4	2
340	уже давно	1	2
341	к его	2	2
342	противоречие с	1	2
343	хотя бы	6	2
344	к своему	2	2
345	в данном	5	2
346	но сам	1	2
347	есть только	9	2
348	это есть	10	2
349	что же	9	2
350	в первой	1	2
351	по существу	4	2
352	реакции на	1	2
353	том смысле	1	2
354	этого слова	1	2
355	с этой	2	2
356	своей жизни	1	2
357	заставляет нас	1	2
358	мы найдем	1	2
359	развития и	1	2
360	только что	2	2
361	же в	3	2
362	так же	8	2
363	нам не	1	2
364	к этой	2	2
365	и другие	1	2
366	они не	1	2
367	во всяком	3	2
368	а между	1	1
369	как известно	1	1
370	скажет что	1	1
371	для построения	1	1
372	же как	3	1
373	чтобы не	1	1
374	легко заметить	1	1
375	и потому	10	1
376	силы и	1	1
377	это и	1	1
378	так у	1	1
379	он хотел	1	1
380	и есть	1	1
381	этой теории	1	1
382	только эти	1	1
383	из его	1	1
384	что мы	2	1
385	рядом других	1	1
386	мы имеем	3	1
387	это совершенно	1	1
388	и тут	3	1
389	что многие	1	1
390	он как	1	1
391	и стиль	1	1
392	не столько	3	1
393	на себя	2	1
394	и такой	1	1
395	на свою	1	1
396	себе что	1	1
397	и он	1	1
398	выражен здесь	1	1
399	что оба	2	1
400	еще не	4	1
401	здесь нет	2	1
402	не имел	2	1
403	можно не	2	1
404	в чем	3	1
405	с его	2	1
406	там и	1	1
407	то мы	1	1
408	сказать и	1	1
409	в изображении	2	1
410	и главное	1	1
411	чем это	2	1
412	но не	4	1
413	эта небольшая	1	1
414	мы будем	2	1
415	в сторону	2	1
416	не все	3	1
417	эту природу	1	1
418	отличие от	3	1
419	тут же	5	1
420	мы сейчас	2	1
421	нет и	1	1
422	в свои	1	1
423	определяется не	1	1
424	один и	1	1
425	доказать что	1	1
426	относится к	1	1
427	которые не	2	1
428	это самое	1	1
429	как говорит	2	1
430	и вовсе	3	1
431	независимо от	3	1
432	с чисто	1	1
433	что действительно	1	1
434	всей этой	2	1
435	кроме того	6	1
436	и где	1	1
437	является тем	1	1
438	хотя и	7	1
439	мы находили	1	1
440	более или	5	1
441	в действительности	1	1
442	высокую оценку	1	1
443	для ее	1	1
444	действительностью в	1	1
445	есть на	1	1
446	дело только	1	1
447	то в	6	1
448	в себя	1	1
449	смыслом который	1	1
450	как некий	1	1
451	он прекрасно	1	1
452	всей своей	2	1
453	в известном	1	1
454	и противоречивость	1	1
455	зрелого возраста	1	1
456	думается что	1	1
457	дальше и	2	1
458	теории и	1	1
459	же именно	1	1
460	уже видели	1	1
461	и еще	2	1
462	ничего специфически	1	1
463	никакому сомнению	1	1
464	неверно это	1	1
465	не как	2	1
466	в корне	1	1
467	это дело	1	1
468	что тут	1	1
469	так уж	3	1
470	каково же	1	1
471	смысле как	1	1
472	но все	3	1
473	этом последнем	1	1
474	не будет	6	1
475	есть все	4	1
476	которыми он	1	1
477	том случае	3	1
478	только не	1	1
479	и с	9	1
480	на этой	1	1
481	сказать в	1	1
482	все их	1	1
483	они тоже	1	1
484	произведения если	1	1
485	есть не	2	1
486	для нее	1	1
487	это не	3	1
488	всю свою	1	1
489	этого нового	1	1
490	в жизни	2	1
491	из первых	1	1
492	с которого	1	1
493	а вот	2	1
494	для них	1	1
495	но уже	2	1
496	все равно	1	1
497	о чем	1	1
498	не заметить	1	1
499	а если	2	1
500	о характере	1	1
501	должно быть	5	1
502	обратимся к	1	1
503	еще раз	2	1
504	или менее	5	1
505	и при	1	1
506	сказать так	1	1
507	мысль и	1	1
508	представить себе	1	1
509	мы встретились	1	1
510	самой первой	1	1
511	не зависит	1	1
512	энциклопедическом словаре	1	1
513	в их	2	1
514	то для	1	1
515	что вся	1	1
516	оказывается что	2	1
517	бы мы	1	1
518	но эта	1	1
519	была не	1	1
520	с такими	1	1
521	и вообще	3	1
522	никакого отношения	5	1
523	даже в	4	1
524	случае мы	1	1
525	и вся	2	1
526	этих трех	3	1
527	и второе	1	1
528	можно ли	2	1
529	с которой	1	1
530	считает что	1	1
531	то чего	1	1
532	дело в	5	1
533	и вместо	1	1
534	оттого что	1	1
535	и притом	3	1
536	к этим	1	1
537	на него	2	1
538	и имеет	1	1
539	как здесь	1	1
540	это еще	1	1
541	не могло	1	1
542	он мог	3	1
543	это мы	1	1
544	того и	1	1
545	что ни	1	1
546	это то	1	1
547	или как	4	1
548	это слово	1	1
549	вот что	3	1
550	с таким	2	1
551	вместо этого	1	1
552	этом отношении	2	1
553	окончательном виде	1	1
554	что на	2	1
555	для нашей	1	1
556	и оно	1	1
557	нам нужно	1	1
558	и заключается	1	1
559	относиться к	1	1
560	и такие	1	1
561	и всех	1	1
562	которого я	1	1
563	так а	1	1
564	всего в	1	1
565	в окончательном	1	1
566	что является	2	1
567	бы он	1	1
568	не есть	10	1
569	все еще	1	1
570	что при	1	1
571	при соблюдении	1	1
572	ничего общего	5	1
573	от той	1	1
574	в каждой	1	1
575	вполне может	1	1
576	в некоторых	1	1
577	только при	4	1
578	с каким	3	1
579	знаем что	2	1
580	роль в	2	1
581	слова а	1	1
582	можно было	5	1
583	так и	6	1
584	не за	1	1
585	здесь он	1	1
586	те же	1	1
