N	3gram	Voloshinov_1	Formalny
1	с точки зрения	2	13
2	в настоящее время	2	10
3	то же время	1	8
4	в то же	1	8
5	более или менее	1	6
6	на самом деле	2	6
7	до сих пор	3	6
8	в свою очередь	1	6
9	не может быть	7	5
10	по отношению к	11	4
11	одной стороны и	2	4
12	с одной стороны	2	4
13	во всяком случае	1	4
14	не перестает быть	1	3
15	в лучшем случае	1	3
16	бы то ни	3	3
17	по аналогии с	1	3
18	может быть и	3	3
19	произведения и его	1	2
20	художественном произведении как	1	2
21	в нем и	1	2
22	художественного произведения и	2	2
23	и не в	3	2
24	и не может	3	2
25	в зависимости от	2	2
26	сами по себе	1	2
27	убедиться в этом	1	2
28	только на основе	1	2
29	как если бы	4	2
30	и в частности	1	2
31	чтобы убедиться в	1	2
32	но в то	1	2
33	и в этом	1	2
34	все более и	1	2
35	более и более	1	2
36	в истории литературы	1	2
37	в художественном произведении	3	2
38	при таком понимании	1	2
39	сама по себе	1	2
40	если бы оно	1	2
41	продукты идеологического творчества	1	1
42	вопросов связанных с	1	1
43	или хотя бы	1	1
44	с ним на	1	1
45	как в нашем	2	1
46	ничего общего с	1	1
47	марксистский метод в	1	1
48	и теоретическая поэтика	1	1
49	хотя и здесь	1	1
50	в этом смысле	1	1
51	в процессе социального	1	1
52	в том и	1	1
53	же как и	1	1
54	литературы и ее	1	1
55	если же он	1	1
56	структуру художественного произведения	1	1
57	таком понимании форма	1	1
58	в том что	4	1
59	сказать что и	1	1
60	но и в	1	1
61	же время не	1	1
62	на самом же	1	1
63	в этом отношении	1	1
64	бы мы ни	3	1
65	но для этого	1	1
66	между тем художественное	1	1
67	быть более или	1	1
68	в противном случае	1	1
69	и в истории	1	1
70	со всех сторон	1	1
71	отнюдь не является	1	1
72	для всего современного	1	1
73	с другой все	1	1
74	во внутренней речи	1	1
75	в данном случае	2	1
76	в ней как	2	1
77	то ни было	3	1
78	в высшей степени	1	1
79	зависимости от того	1	1
80	самом деле это	1	1
81	и потому не	1	1
82	не должна быть	1	1
83	с социологией не	1	1
84	для других идеологических	1	1
85	общего с социологией	1	1
86	с другой стороны	2	1
87	таким образом лишь	1	1
88	так же как	1	1
89	самом же деле	1	1
90	для историка литературы	1	1
91	самом деле в	1	1
92	между тем как	1	1
93	по себе не	1	1
94	этой точки зрения	3	1
95	определяется прежде всего	1	1
96	в нашем примере	7	1
97	науке о литературе	1	1
98	конечно не может	2	1
99	что в литературе	1	1
100	с самого начала	1	1
101	но отнюдь не	2	1
102	таким образом не	1	1
103	но все же	1	1
104	каждый элемент ее	1	1
105	с этой стороны	2	1
106	социологическому методу и	1	1
107	в двух направлениях	1	1
108	значения и ценности	1	1
109	задача социологической поэтики	1	1
110	только в процессе	2	1
111	тех или иных	1	1
112	в отношении к	2	1
113	тем не менее	3	1
114	в литературе и	1	1
115	поэтического стиля как	1	1
116	за его пределы	1	1
117	мы увидим что	1	1
118	в жизни и	2	1
119	в этом достаточно	1	1
120	может быть более	1	1
