N	3gram	Propp_Russ_1	Psycholo
1	в том что	15	17
2	с точки зрения	3	10
3	и т п	1	8
4	на то что	1	6
5	на самом деле	1	5
6	в этом отношении	1	5
7	что в основе	1	4
8	можно было бы	1	4
9	так же как	1	4
10	в данном случае	1	4
11	тем не менее	3	4
12	о том что	4	4
13	с тем что	1	3
14	точно так же	1	3
15	в то время	1	3
16	несмотря на все	1	3
17	что и в	1	3
18	том что в	6	2
19	состоит в том	8	2
20	так как в	1	2
21	подобно тому как	1	2
22	как и в	1	2
23	на этот вопрос	1	2
24	одни и те	1	2
25	потому что она	1	2
26	во всяком случае	1	2
27	и в том	1	2
28	в свою очередь	2	2
29	и те же	1	2
30	к тому что	4	2
31	мы видим что	1	2
32	только потому что	1	2
33	и т д	9	2
34	и того же	1	1
35	приводит его к	1	1
36	что иное как	2	1
37	есть один из	1	1
38	значение и что	1	1
39	в глаза что	1	1
40	никак не может	1	1
41	в этом случае	5	1
42	же как и	1	1
43	как и другие	3	1
44	идет не о	1	1
45	и каким образом	1	1
46	в таком случае	1	1
47	но и на	2	1
48	в отличие от	1	1
49	и та же	1	1
50	что не только	1	1
51	и в других	4	1
52	сделать какие-либо выводы	1	1
53	в противном случае	1	1
54	но и как	1	1
55	которое в свою	1	1
56	вместе с тем	6	1
57	по существу одна	1	1
58	не только из	1	1
59	по происхождению своему	2	1
60	потому что он	1	1
61	к другому и	1	1
62	приводит к тому	1	1
63	здесь мы имеем	1	1
64	в одни и	1	1
65	объясняется тем что	1	1
66	но и из	1	1
67	мы можем предположить	1	1
68	совершенно такие же	1	1
69	как будто бы	1	1
70	приходит к выводу	1	1
71	все же не	2	1
72	в связи с	4	1
73	можно согласиться с	1	1
74	одна и та	1	1
75	только о том	1	1
76	есть вместе с	1	1
77	бросается в глаза	1	1
78	два раза в	1	1
79	такая точка зрения	1	1
80	друг с другом	1	1
81	в русском языке	1	1
82	такой взгляд на	1	1
83	он должен был	1	1
84	ничего общего с	1	1
85	и что следовательно	1	1
86	к выводу что	2	1
87	легко заметить что	1	1
88	не только на	2	1
89	можно сказать что	1	1
90	с тем и	2	1
91	одного и того	1	1
92	не по существу	1	1
93	заставляет думать что	1	1
94	смысл и назначение	1	1
95	совершенно очевидно что	1	1
96	после того как	2	1
97	то что и	1	1
98	по этому поводу	2	1
99	не потому что	1	1
100	не значит что	2	1
101	не что иное	2	1
102	в особенности же	1	1
103	не имеет ничего	1	1
104	так как он	1	1
105	обычая может быть	1	1
106	один из самых	1	1
107	мы увидим что	1	1
108	привело к тому	2	1
