N	2gram	Losev_Prob_4	VrazhdaK
1	в году	1	18
2	тургенева и	1	18
3	в бесах	1	10
4	не только	24	9
5	в этом	9	8
6	и в	20	8
7	и что	2	8
8	достоевского в	1	7
9	достоевского и	1	7
10	но и	14	7
11	и все	8	7
12	то что	15	7
13	что в	3	7
14	все же	2	6
15	но в	8	6
16	в нем	5	6
17	как и	6	6
18	в котором	2	6
19	и с	7	6
20	в начале	3	6
21	и даже	9	6
22	в романе	1	6
23	то же	7	5
24	об этом	6	5
25	в то	4	5
26	у него	1	5
27	не было	3	5
28	в россии	1	5
29	и не	28	5
30	в ней	7	4
31	что он	8	4
32	в истории	3	4
33	при этом	6	4
34	это не	7	4
35	несмотря на	4	4
36	все это	9	4
37	ставрогина в	1	4
38	в виду	6	4
39	с ним	4	4
40	о том	5	4
41	для нас	6	4
42	у достоевского	4	4
43	уже в	4	4
44	может быть	9	4
45	достоевского не	1	4
46	как бы	4	4
47	тургенев и	1	4
48	в своих	1	4
49	так же	5	4
50	одним из	1	3
51	что князь	1	3
52	он был	3	3
53	в чем	2	3
54	с его	2	3
55	в своем	3	3
56	и как	3	3
57	в этот	1	3
58	на то	1	3
59	его в	2	3
60	он не	2	3
61	далеко не	2	3
62	и уже	1	3
63	том что	12	3
64	что есть	1	3
65	и его	10	3
66	связи с	3	3
67	человека в	3	3
68	и о	5	3
69	и во	4	3
70	в его	3	3
71	в том	20	3
72	и у	1	3
73	в конце	2	3
74	тем что	3	3
75	в связи	3	3
76	о себе	3	3
77	т е	1	3
78	ставрогина и	1	3
79	же как	1	2
80	и то	2	2
81	и он	2	2
82	столь же	2	2
83	но как	3	2
84	в эти	1	2
85	отнюдь не	10	2
86	в известном	2	2
87	в той	8	2
88	его на	1	2
89	в этой	4	2
90	что к	2	2
91	в себе	12	2
92	в нашей	1	2
93	таким образом	8	2
94	об этой	1	2
95	этот человек	1	2
96	в них	5	2
97	рядом с	1	2
98	на первый	1	2
99	во время	1	2
100	точки зрения	14	2
101	в своей	4	2
102	и ее	4	2
103	с точки	11	2
104	он тоже	2	2
105	не менее	10	2
106	том же	1	2
107	в повести	1	2
108	и некрасова	2	2
109	никогда не	1	2
110	и далее	1	2
111	и некрасов	1	2
112	и это	2	2
113	на основе	1	2
114	еще не	7	2
115	а также	6	2
116	там же	2	2
117	тем более	4	2
118	по мнению	1	2
119	уже не	5	2
120	при помощи	10	2
121	из них	3	2
122	для него	3	2
123	отношение к	1	2
124	как раз	4	2
125	как же	2	2
126	о чем	1	2
127	не может	5	2
128	вместе с	5	2
129	в это	2	2
130	но это	6	2
131	же в	4	2
132	а в	4	2
133	в свою	1	2
134	это в	1	2
135	как известно	1	1
136	к людям	1	1
137	можно говорить	1	1
138	также и	13	1
139	у гоголя	1	1
140	человека и	1	1
141	и борьбы	1	1
142	постепенно в	1	1
143	того же	2	1
144	находил в	1	1
145	это и	4	1
146	и есть	4	1
147	ему что	1	1
148	по преимуществу	2	1
149	едва ли	10	1
150	уже по	2	1
151	в их	1	1
152	по объему	1	1
153	что уже	1	1
154	именно к	1	1
155	он как	3	1
156	равно как	1	1
157	говорить о	2	1
158	в разные	1	1
159	ему в	2	1
160	разобраться в	2	1
161	и был	1	1
162	это время	1	1
163	меня в	2	1
164	литературе и	1	1
165	а еще	3	1
166	на них	1	1
167	в преступлении	1	1
168	по своему	6	1
169	а следовательно	1	1
170	и всего	1	1
171	в петербурге	2	1
172	совсем не	1	1
173	но не	5	1
174	а тем	1	1
175	о смерти	1	1
176	заметим что	3	1
