N	2gram	Bakhtin_Pr_2	SlovoVZh
1	не может	24	16
2	может быть	18	14
3	точки зрения	19	14
4	как бы	15	13
5	и его	8	13
6	таким образом	11	12
7	и в	45	12
8	по отношению	8	11
9	в нашем	2	11
10	отношению к	8	11
11	и не	42	10
12	если бы	2	9
13	так как	5	9
14	прежде всего	11	8
15	художественного произведения	1	7
16	сказать что	5	7
17	в ней	7	6
18	в том	8	6
19	только в	9	6
20	при этом	2	6
21	с помощью	1	6
22	в нем	20	6
23	слова и	1	6
24	все время	3	6
25	в процессе	2	6
26	и героя	1	6
27	должна быть	3	5
28	то же	5	5
29	в виду	2	5
30	можно сказать	2	5
31	как в	4	5
32	но в	6	5
33	и др	4	5
34	в жизни	3	5
35	героя и	7	5
36	а не	10	5
37	художественной формы	1	5
38	как и	14	5
39	что мы	1	5
40	и следовательно	7	5
41	том что	7	5
42	к предмету	1	5
43	никогда не	17	5
44	хотя бы	5	5
45	то что	5	5
46	к материалу	1	4
47	на самом	1	4
48	зависимости от	3	4
49	литературы и	1	4
50	к нему	11	4
51	за пределы	5	4
52	в литературе	6	4
53	в этом	20	4
54	все же	4	4
55	в самом	13	4
56	уже не	6	4
57	не только	16	4
58	отношение к	8	4
59	от того	2	4
60	так и	3	4
61	с другой	1	4
62	что не	5	4
63	не в	8	4
64	его в	3	4
65	дело в	1	4
66	и к	2	4
67	жизни и	15	4
68	и на	7	4
69	здесь не	2	3
70	самом деле	4	3
71	оценки которые	1	3
72	в котором	7	3
73	в пределах	4	3
74	ясно что	1	3
75	еще не	9	3
76	мы не	1	3
77	с героем	2	3
78	о том	3	3
79	и герой	2	3
80	но и	15	3
81	точка зрения	7	3
82	того что	3	3
83	в художественном	3	3
84	и наконец	1	3
85	и ее	7	3
86	все эти	4	3
87	только на	1	3
88	конечно не	6	3
89	в себе	5	3
90	слово в	3	3
91	да и	1	3
92	к герою	5	3
93	в творчестве	1	3
94	для него	9	3
95	и по	2	3
96	и с	7	3
97	точек зрения	3	3
98	до сих	2	3
99	ни в	2	3
100	в некоторых	2	3
101	и пр	2	3
102	в них	4	3
103	автору и	1	3
104	в своей	6	3
105	художественного творчества	1	3
106	так же	5	3
107	тем не	1	3
108	этой точки	2	3
109	как к	2	3
110	и более	2	3
111	не должна	3	3
112	по себе	8	3
113	произведения и	1	3
114	сих пор	2	3
115	не менее	2	3
116	все это	5	3
117	но для	1	3
118	и для	2	3
119	это как	2	3
120	ее и	1	3
121	находит свое	1	3
122	с ним	8	3
123	или не	2	3
124	отношении к	1	3
125	в каком	1	3
126	как не	5	2
127	как это	2	2
128	но тем	1	2
129	они ни	1	2
130	и самое	2	2
131	и совершенно	1	2
132	ко всем	2	2
133	те же	2	2
134	со всех	1	2
135	по природе	3	2
136	на материале	3	2
137	мы имеем	2	2
138	со словом	1	2
139	совпадает с	1	2
140	и здесь	2	2
141	возможна только	1	2
142	не остается	1	2
143	и та	1	2
144	с его	8	2
145	и что	2	2
146	между собой	1	2
147	оценок и	1	2
148	в чем	2	2
149	но конечно	1	2
150	данном случае	1	2
151	в данном	1	2
152	которые мы	1	2
153	к слову	1	2
154	в его	22	2
155	что и	5	2
156	подчеркнуть что	3	2
157	в форме	2	2
158	следовательно только	1	2
159	относится к	2	2
160	независимо от	1	2
161	в своем	5	2
162	кроме того	1	2
163	интонации но	1	2
164	в какой	1	2
165	словом и	1	2
166	и потому	6	2
167	и так	1	2
168	несколько подробнее	2	2
169	согласие или	1	2
170	сливается с	4	2
171	в самое	1	2
172	наиболее яркое	1	2
173	бы не	3	2
174	с одной	1	2
175	выражение в	3	2
176	уже в	4	2
177	тому же	1	2
178	имеем в	2	2
179	в душе	1	2
180	он не	9	2
181	перестает быть	3	2
182	не так	2	2
183	в зависимости	3	2
184	к ним	3	2
185	мы можем	4	2
186	и оценки	1	2
187	но все	4	2
188	в особенности	2	2
189	конечно в	2	2
190	структурой и	1	2
191	с другими	7	2
192	это не	3	2
193	может стать	2	2
194	форму и	1	2
195	как же	2	2
196	себя и	2	2
197	более того	5	2
198	героя или	1	2
199	можем сказать	2	2
200	соприкасается с	1	2
201	зависит от	1	2
202	до конца	7	2
203	самое слово	1	2
204	другой стороны	1	2
205	его как	1	2
206	была бы	3	2
207	там где	6	2
208	оценки и	2	2
209	автора и	2	2
210	я ты	1	2
211	и слово	6	2
212	в момент	3	2
213	связь с	2	2
214	вместе с	1	2
215	можно найти	2	2
216	в отношении	1	2
217	к его	1	2
218	но не	6	2
219	общего с	1	2
220	место в	1	2
221	точку зрения	5	2
222	высказывания и	1	2
223	быть только	2	2
224	она не	5	2
225	еще раз	3	2
226	с точки	9	2
227	в атмосфере	1	2
228	в условиях	2	2
229	в основном	1	2
230	тогда когда	1	2
231	в то	5	2
232	и притом	1	2
233	на него	2	2
234	героев и	1	2
235	идеологического творчества	2	2
236	его социальной	1	2
237	ничего не	3	2
238	или несогласие	1	2
239	и все	1	2
240	но зато	1	2
241	все они	4	2
242	в этих	4	2
243	но это	2	2
244	между ними	4	2
245	стороны и	1	2
246	слагается из	1	2
247	им не	1	2
248	могут быть	4	2
249	как только	1	2
250	на это	1	2
251	что в	6	2
252	как на	2	2
253	и другие	4	2
254	не есть	2	2
255	к этому	4	2
256	если же	1	2
257	с собственной	1	1
258	это художественное	1	1
259	ни его	2	1
260	ту же	1	1
261	например в	2	1
262	же как	4	1
263	как мы	8	1
264	и о	2	1
265	вне этого	1	1
266	с ее	3	1
267	позицию по	1	1
268	друг о	2	1
269	на основе	2	1
270	кругозора но	1	1
271	нужно подчеркнуть	1	1
272	это и	1	1
273	показать что	2	1
274	нам кажется	1	1
275	в произведении	5	1
276	не хочет	1	1
277	с самого	1	1
278	зрения не	1	1
279	то время	1	1
280	нем но	1	1
281	из его	1	1
282	дано в	1	1
283	не имеют	1	1
284	высшей степени	1	1
285	с таким	1	1
286	противоречит самым	1	1
287	можно было	2	1
288	яркое и	1	1
289	мы уже	3	1
290	а этот	1	1
291	к постановке	1	1
292	неразрывное единство	1	1
293	в следующий	1	1
294	будучи выделены	1	1
295	жизнь и	3	1
296	та же	1	1
297	вне художественного	1	1
298	единство и	1	1
299	является уже	1	1
300	для этого	3	1
301	из одного	2	1
302	к другу	3	1
303	он как	3	1
304	творчества с	1	1
305	то она	1	1
306	не знают	2	1
307	но несколько	1	1
308	и он	3	1
309	непосредственное выражение	1	1
310	нашей работы	2	1
311	элементы стиля	1	1
312	и явления	1	1
313	за пределами	1	1
314	и являются	1	1
315	стороны его	2	1
316	др и	1	1
317	и умирает	1	1
318	нем по	1	1
319	на них	2	1
320	важна здесь	4	1
321	нему в	1	1
322	оно ни	1	1
323	нам придется	1	1
324	мы понимаем	1	1
325	во всех	4	1
326	о друге	2	1
327	образом мы	1	1
328	важно не	1	1
329	все в	1	1
330	друг к	3	1
331	то в	1	1
332	от его	2	1
333	русской литературе	2	1
334	менее всего	1	1
335	автор как	2	1
336	зрения это	1	1
337	отметить что	2	1
338	крайней мере	2	1
339	в свои	1	1
340	что они	3	1
341	они действительно	1	1
342	именно в	3	1
343	сама по	5	1
344	нем и	1	1
345	словах и	1	1
346	в кругозор	2	1
347	в лучшем	1	1
348	в одной	5	1
349	не входят	1	1
350	если она	1	1
351	в особом	2	1
352	опирается на	2	1
353	и мир	5	1
354	она определяет	1	1
355	в современной	1	1
356	как герои	1	1
357	на которой	1	1
358	все остальные	1	1
359	перед нами	4	1
360	здесь вовсе	1	1
361	которые определяли	1	1
362	понять и	2	1
363	хотя и	2	1
364	может получить	1	1
365	и понимания	1	1
366	vii все	1	1
367	тот же	2	1
368	нему как	2	1
369	ничего друг	1	1
370	более или	1	1
371	себе не	1	1
372	стиля и	1	1
373	все возможные	2	1
374	положение в	2	1
375	нашего времени	1	1
376	это особый	1	1
377	тому как	2	1
378	во времени	1	1
379	отношения между	1	1
380	в целом	5	1
381	формы в	2	1
382	литературе и	2	1
383	где они	1	1
384	себя в	2	1
385	думать что	1	1
386	мы отлично	1	1
387	есть в	8	1
388	им в	4	1
389	литературы в	1	1
390	мы обратимся	1	1
391	сливаются в	1	1
392	в большинстве	2	1
393	героя с	2	1
394	формы относится	1	1
395	в виде	1	1
396	развитие этой	1	1
397	что она	4	1
398	на этих	1	1
399	не из	1	1
400	и обратно	1	1
401	его и	3	1
402	смысле она	1	1
403	одно из	1	1
404	и их	6	1
405	творчестве достоевского	1	1
406	ведь это	1	1
407	не как	6	1
408	в одном	6	1
409	и вот	2	1
410	для правильного	2	1
411	вовсе не	7	1
412	ни были	1	1
413	ничего общего	2	1
414	у нее	1	1
415	друг друга	7	1
416	как его	2	1
417	у него	6	1
418	и рождается	2	1
419	подобно тому	2	1
420	на этом	1	1
421	или иных	1	1
422	характерны для	1	1
423	герой и	3	1
424	даже и	2	1
425	бы они	1	1
426	здесь мы	1	1
427	для художественного	2	1
428	и только	1	1
429	что все	3	1
430	сознание и	4	1
431	в другом	1	1
432	только отдельные	2	1
433	которого и	1	1
434	другого и	1	1
435	ни одной	1	1
436	друге не	1	1
437	и т.п	6	1
438	зрения на	5	1
439	или наконец	3	1
440	должно быть	4	1
441	входит в	9	1
442	на протяжении	3	1
443	со своею	1	1
444	них в	2	1
445	и вступает	1	1
446	деле в	1	1
447	и тех	1	1
448	а эти	1	1
449	было бы	4	1
450	не совпадает	1	1
451	этом смысле	5	1
452	и прежде	2	1
453	момента во-первых	1	1
454	не находится	1	1
455	имеет и	1	1
456	окружающей его	1	1
457	кажется что	2	1
458	обращенная к	1	1
459	но есть	1	1
460	что для	2	1
461	поэтому можно	1	1
462	находиться в	2	1
463	для них	3	1
464	может находиться	1	1
465	от нее	1	1
466	но уже	2	1
467	одного только	1	1
468	не было	2	1
469	рядом с	3	1
470	на второй	1	1
471	а с	3	1
472	сближаться с	1	1
473	не знает	4	1
474	все равно	1	1
475	бы им	1	1
476	далеко не	4	1
477	разобранные нами	1	1
478	всегда лежит	1	1
479	из подполья	4	1
480	не на	4	1
481	в ее	3	1
482	в слове	1	1
483	не всегда	1	1
484	которой он	1	1
485	и вне	1	1
486	несмотря на	1	1
487	они являются	1	1
488	к некоторому	1	1
489	уже отсюда	1	1
490	конечно на	2	1
491	о чем	1	1
492	произведении как	1	1
493	на эту	1	1
494	и свободно	1	1
495	него не	3	1
496	всех других	1	1
497	же не	1	1
498	и некоторые	2	1
499	в истории	2	1
500	и того	1	1
501	со всей	2	1
502	нигде не	6	1
503	и становится	2	1
504	себя на	2	1
505	мы видели	3	1
506	или менее	1	1
507	вступает в	4	1
508	в идиоте	1	1
509	но если	1	1
510	в частности	1	1
511	на который	1	1
512	два человека	1	1
