N	3gram	Voloshinov_1	Istorich
1	с другой стороны	5	7
2	в этом случае	3	5
3	до сих пор	8	5
4	в том что	3	5
5	тем не менее	2	5
6	как мы видели	1	5
7	в связи с	7	3
8	другой стороны и	1	3
9	в этом именно	1	2
10	к этому же	1	2
11	по отношению к	2	2
12	и здесь мы	3	2
13	таким образом и	1	2
14	с одной стороны	1	2
15	не будем здесь	1	2
16	мы уже знаем	1	2
17	во всяком случае	2	2
18	не только не	1	2
19	но все же	3	2
20	и от него	1	1
21	в чем же	2	1
22	и пр но	1	1
23	каких формах осуществляется	1	1
24	и той же	2	1
25	между прочим и	1	1
26	подобно тому как	1	1
27	в том числе	2	1
28	бы это был	1	1
29	с этой точки	1	1
30	как если бы	2	1
31	с точки зрения	20	1
32	не имеют ничего	1	1
33	мы не будем	3	1
34	сами по себе	1	1
35	а в этом	2	1
36	но и в	1	1
37	как мы увидим	1	1
38	на самом же	2	1
39	независимо от того	1	1
40	с тем что	1	1
41	в таком случае	2	1
42	можно было бы	2	1
43	это вовсе не	1	1
44	друг друга не	1	1
45	на смену ему	1	1
46	может быть и	3	1
47	смену ему приходит	1	1
48	они еще не	1	1
49	не только в	1	1
50	смысле этого слова	2	1
51	мы увидим дальше	1	1
52	в каких формах	1	1
53	так как они	1	1
54	связаны между собой	1	1
55	так или иначе	1	1
56	все же не	1	1
57	сих пор не	1	1
58	так же как	2	1
59	и от них	1	1
60	этой точки зрения	1	1
61	и пр есть	1	1
62	с переходом на	1	1
63	в свою очередь	2	1
64	это и есть	2	1
65	между головой и	1	1
66	и прежде всего	2	1
67	на самом деле	1	1
68	ничего общего с	2	1
69	равно как и	1	1
70	не может быть	13	1
71	с самого начала	4	1
72	можно сказать что	3	1
73	друг друга в	2	1
74	друг от друга	1	1
75	в большинстве случаев	3	1
76	одной и той	2	1
77	друг с другом	1	1
78	самом же деле	2	1
79	если бы это	1	1
80	может быть в	1	1
81	все остальные особенности	1	1
82	на этот вопрос	3	1
83	имеют ничего общего	1	1
