N	3gram	Tiupa_Anal_3	KulturaY
1	для того чтобы	1	15
2	в том что	7	15
3	с точки зрения	2	9
4	в том чтобы	1	8
5	по отношению к	7	8
6	в самом деле	1	7
7	с другой стороны	5	6
8	о том что	5	5
9	в зависимости от	1	5
10	в этом отношении	3	5
11	по крайней мере	4	5
12	во всяком случае	2	5
13	до сих пор	1	4
14	не в том	1	4
15	том что он	2	4
16	тем не менее	2	4
17	в этом смысле	1	3
18	того или иного	1	3
19	в связи с	1	3
20	а с другой	1	3
21	в свою очередь	4	3
22	не может быть	1	3
23	и того же	3	2
24	на самом деле	1	2
25	так или иначе	1	2
26	в этом случае	1	2
27	обратить внимание на	1	2
28	в каждом из	1	2
29	так и в	1	2
30	в свое время	2	2
31	в тех случаях	1	2
32	а в том	2	2
33	то же время	3	2
34	заключается в том	1	2
35	хотя бы и	1	2
36	речь идет о	1	2
37	одного и того	3	2
38	тех случаях когда	1	2
39	в то же	3	2
40	если бы он	1	1
41	должны были бы	1	1
42	и может быть	1	1
43	в сочетании с	3	1
44	крайней мере в	2	1
45	что иное как	1	1
46	не говоря уже	1	1
47	и в особенности	1	1
48	это уже не	1	1
49	так и не	5	1
50	с одной стороны	2	1
51	о чем свидетельствует	1	1
52	могли бы служить	1	1
53	в отличие от	2	1
54	при этом что	1	1
55	но они не	1	1
56	состоит не в	1	1
57	в сущности говоря	1	1
58	все той же	1	1
59	на этот вопрос	1	1
60	после чего следует	1	1
61	отнюдь не является	1	1
62	позицию по отношению	1	1
63	одна из наиболее	1	1
64	тогда как в	1	1
65	однако с другой	1	1
66	в применении к	1	1
67	которые могли бы	1	1
68	едва ли не	2	1
69	в первом случае	1	1
70	не только в	1	1
71	его как и	1	1
72	дело не в	1	1
73	это все же	1	1
74	не для того	1	1
75	само по себе	1	1
76	лицом к лицу	1	1
77	что несмотря на	2	1
78	и все же	1	1
79	между тем как	1	1
80	но с другой	1	1
81	лишь в том	1	1
82	далеко не всегда	1	1
83	дело не с	1	1
84	одно из самых	1	1
85	каждом из этих	1	1
86	а всего лишь	3	1
87	той или иной	3	1
88	в году но	1	1
89	друг от друга	1	1
90	тем более что	1	1
91	во втором случае	1	1
92	в большинстве случаев	1	1
93	было бы сказать	1	1
94	не что иное	1	1
95	таким образом в	1	1
96	то что они	1	1
97	и в слове	1	1
98	что и в	1	1
99	было бы ошибочно	1	1
100	но еще и	1	1
101	тот или иной	2	1
