N	3gram	Tiupa_Anal_3	FransuaR
1	то же время	3	9
2	в то же	3	9
3	для того чтобы	1	6
4	в том что	7	6
5	в этом отношении	3	5
6	в связи с	1	5
7	до известной степени	3	4
8	на самом деле	1	4
9	в первой части	1	3
10	до сих пор	1	3
11	и прежде всего	2	3
12	дело здесь не	1	2
13	дело в том	2	2
14	с точки зрения	2	2
15	в отличие от	2	2
16	не нуждается в	1	2
17	в данном случае	3	2
18	не может быть	1	2
19	то есть в	1	2
20	можно сказать что	2	2
21	как бы в	1	2
22	в большинстве случаев	1	2
23	в сущности не	1	2
24	здесь как и	1	2
25	к тому же	3	2
26	и того же	3	1
27	что иное как	1	1
28	хотя и не	1	1
29	в той или	1	1
30	под углом зрения	1	1
31	а потому и	1	1
32	и той же	2	1
33	по отношению к	7	1
34	в самом деле	1	1
35	мы обратимся к	1	1
36	жизнь вплоть до	1	1
37	обойтись и без	1	1
38	подход к жизни	1	1
39	к той стороне	1	1
40	что он не	1	1
41	между тем как	1	1
42	своего отца и	1	1
43	также что в	1	1
44	этом отношении он	1	1
45	в эту минуту	1	1
46	в основе своей	1	1
47	в значительной степени	2	1
48	в самом начале	1	1
49	возвращает нас к	1	1
50	в себя и	1	1
51	включающее в себя	1	1
52	они принадлежат к	1	1
53	и в этой	1	1
54	у шекспира и	1	1
55	по ту сторону	1	1
56	одной и той	2	1
57	есть не что	1	1
58	хотя он и	1	1
59	не что иное	1	1
60	так и в	1	1
61	как и в	4	1
62	в свою очередь	4	1
63	и т.п в	1	1
64	о том что	5	1
65	в конечном счете	2	1
66	свою жизнь и	1	1
67	той или иной	3	1
68	одного и того	3	1
69	друг от друга	1	1
70	же время в	1	1
71	в полной мере	1	1
72	но дело в	1	1
73	тем не менее	2	1
74	что и в	1	1
75	именно потому что	1	1
