1	и т д	8	15
2	в том что	5	9
3	что иное как	1	8
4	не что иное	1	8
5	миф не есть	1	8
6	это значит что	1	7
7	не может быть	3	6
8	для того чтобы	1	5
9	есть не что	1	5
10	и тем более	1	4
11	подобно тому как	1	4
12	на то что	1	3
13	то или иное	1	3
14	что миф не	1	3
15	от того что	1	2
16	в сравнении с	1	2
17	т д все	1	2
18	тем не менее	1	2
19	еще ничего не	1	2
20	с этой точки	1	2
21	точно так же	2	2
22	т е в	2	2
23	того или другого	1	2
24	о том как	3	2
25	этой точки зрения	1	2
26	потому что мы	1	2
27	как только мы	1	2
28	то и другое	1	2
29	и при помощи	1	1
30	в себе не	1	1
31	нет ни души	1	1
32	с коня и	1	1
33	только тогда если	1	1
34	в мифе о	4	1
35	и не может	1	1
36	сказании о граде	1	1
37	уже не может	1	1
38	однако все эти	1	1
39	можно сказать что	1	1
40	не значит что	1	1
41	мы находим что	1	1
42	и вот почему	1	1
43	только потому что	1	1
44	и то что	1	1
45	никогда не будет	1	1
46	совершенно ясно что	1	1
47	же как и	1	1
48	в зависимости от	1	1
49	т д но	1	1
50	не только в	4	1
51	в этом случае	6	1
52	а потом и	1	1
53	речь идет о	1	1
54	в греческой мифологии	1	1
55	мы видим в	1	1
56	его уже не	1	1
57	вместе с ним	1	1
58	и то и	1	1
59	так или иначе	1	1
60	на своем месте	1	1
61	как бы в	1	1
62	т д в	1	1
63	в данном случае	3	1
64	как будто что-то	1	1
65	но все же	2	1
66	в обоих случаях	1	1
67	но это не	1	1
68	и тем не	1	1
69	с тем что	1	1
70	в его голове	1	1
71	с другой стороны	8	1
72	о граде китеже	1	1
73	о том что	4	1
74	и вместе с	1	1
75	и на нем	1	1
76	на первый план	2	1
77	после того как	2	1
78	мы только что	1	1
