N	4gram	Vygotskiy__1	KulturaY
1	стать на точку зрения	1	2
2	ни в какой мере	1	2
3	в какой мере не	1	2
4	только для того чтобы	1	1
5	одной и той же	2	1
6	в собственном смысле слова	1	1
7	с этим вопросом о	1	1
8	с этой точки зрения	1	1
9	нас в данном случае	1	1
10	до самого последнего времени	1	1
11	собственном смысле этого слова	3	1
12	но для того чтобы	1	1
13	как уже сказано выше	1	1
14	заключается не столько в	1	1
15	зато с другой стороны	1	1
16	и пр и пр	1	1
17	но сам по себе	1	1
18	а с другой стороны	2	1
19	и в то же	1	1
20	в силу того что	1	1
21	мы должны сказать что	1	1
22	он в другом месте	2	1
23	в то же время	1	1
24	заключается в том что	4	1
25	если это так то	1	1
26	в тех случаях когда	1	1
