N	2gram	Bakhtin_Pr_1	Marksizm
1	точки зрения	21	34
2	может быть	21	26
3	и не	34	26
4	не может	11	24
5	с точки	15	20
6	и в	23	19
7	и его	13	19
8	таким образом	11	17
9	в этом	25	16
10	как бы	28	15
11	в процессе	4	14
12	как мы	5	13
13	прежде всего	7	13
14	как и	8	12
15	и пр	1	12
16	если мы	1	11
17	так и	10	11
18	и для	3	11
19	самом деле	5	10
20	в нем	20	10
21	ни было	4	10
22	и т.п	3	10
23	в самом	8	10
24	лишь в	3	9
25	только в	8	9
26	для него	15	9
27	в результате	4	9
28	на материале	3	8
29	бы то	3	8
30	все же	5	8
31	не только	13	8
32	при этом	3	8
33	то ни	3	8
34	друг друга	3	8
35	до сих	2	8
36	но и	11	8
37	сих пор	2	8
38	то что	18	8
39	во всех	5	7
40	в ее	1	7
41	точка зрения	7	7
42	но в	4	7
43	все эти	8	7
44	то же	10	7
45	в каждом	8	7
46	психики и	1	7
47	бытия в	1	7
48	а не	20	7
49	так же	6	7
50	кроме того	3	6
51	так сказать	3	6
52	мы не	2	6
53	в разрезе	5	6
54	ничего не	6	6
55	в пределах	9	6
56	и здесь	3	6
57	в его	24	6
58	на почве	1	6
59	в том	11	6
60	является не	3	6
61	в основном	2	6
62	в смысле	2	6
63	другой стороны	2	6
64	отличие от	2	5
65	конечно не	1	5
66	по преимуществу	3	5
67	входит в	2	5
68	может стать	1	5
69	рядом с	13	5
70	в отличие	2	5
71	не в	6	5
72	того чтобы	4	5
73	те же	1	5
74	и все	3	5
75	этот вопрос	2	5
76	в начале	1	5
77	в конце	5	5
78	вовсе не	8	5
79	с другой	2	5
80	за пределы	6	5
81	именно в	6	5
82	до конца	5	5
83	и потому	3	5
84	хотя бы	2	5
85	к этому	2	5
86	во всяком	4	5
87	оно может	1	4
88	вопрос о	4	4
89	и на	10	4
90	нет и	1	4
91	чем же	1	4
92	как в	6	4
93	выражение в	4	4
94	к одному	1	4
95	здесь мы	2	4
96	не будет	1	4
97	было бы	6	4
98	не столько	3	4
99	мысли и	2	4
100	не менее	1	4
101	по себе	7	4
102	в отношении	2	4
103	самого начала	3	4
104	внутренней жизни	1	4
105	в единство	5	4
106	в ней	1	4
107	с самого	2	4
108	в рамки	2	4
109	для второго	1	4
110	еще не	5	4
111	от того	2	4
112	для того	2	4
113	этой проблемы	1	4
114	далеко не	1	4
115	как же	3	4
116	с этим	1	4
117	в данном	2	4
118	что же	1	4
119	дело идет	6	4
120	в условиях	2	4
121	вне его	2	4
122	тот же	2	4
123	а в	7	4
124	отношении к	2	4
125	жизни в	1	4
126	между ними	2	4
127	сказать что	5	4
128	что в	8	4
129	разрезе данного	2	4
130	формы и	1	3
131	на самом	4	3
132	он может	3	3
133	и есть	5	3
134	высшей степени	1	3
135	а как	6	3
136	теперь мы	1	3
137	в сущности	5	3
138	в большинстве	2	3
139	оно ни	1	3
140	внутри этой	1	3
141	по отношению	11	3
142	в истории	2	3
143	и как	8	3
144	и к	4	3
145	в первом	2	3
146	в которой	4	3
147	к другому	2	3
148	является лишь	4	3
149	этот процесс	1	3
150	понимания и	1	3
151	но все	4	3
152	этих форм	1	3
153	его в	4	3
154	но именно	4	3
155	он не	4	3
156	он является	1	3
157	в высшей	1	3
158	том что	9	3
159	места в	1	3
160	в своей	11	3
161	не становится	5	3
162	в котором	2	3
163	более того	3	3
164	место в	1	3
