N	2gram	Voloshinov_1	Analitik
1	в этом	16	18
2	не только	8	16
3	и в	19	16
4	в частности	2	16
5	так и	11	15
6	как и	12	14
7	но и	8	12
8	и не	26	12
9	том что	3	12
10	в том	6	12
11	в качестве	2	11
12	при этом	8	10
13	могут быть	2	10
14	а не	7	10
15	как бы	15	10
16	в этой	1	9
17	лишь в	9	9
18	ничего не	6	9
19	в пределах	6	9
20	и даже	2	9
21	в целом	1	8
22	в данном	4	8
23	и т.п	10	8
24	отнюдь не	6	8
25	особенно в	1	7
26	к тому	2	7
27	о том	2	7
28	в себе	2	7
29	то что	8	7
30	в самом	10	6
31	и на	4	6
32	но в	7	6
33	говорить о	1	6
34	может быть	26	6
35	с другой	5	6
36	как это	1	6
37	как система	8	5
38	и к	3	5
39	с одной	1	5
40	в контексте	8	5
41	того же	6	4
42	между двумя	3	4
43	по преимуществу	5	4
44	в сущности	3	4
45	совпадает с	2	4
46	столь же	1	4
47	но не	1	4
48	по отношению	3	4
49	за пределы	5	4
50	как в	4	4
51	в своем	2	4
52	хотя и	1	4
53	внутренней речи	9	4
54	нашего времени	1	4
55	то же	7	4
56	и тем	1	4
57	тем самым	1	4
58	для него	9	4
59	точки зрения	34	4
60	не в	5	4
61	в конце	5	4
62	только не	1	4
63	и является	2	4
64	имеет место	2	4
65	не менее	4	4
66	можно сказать	3	4
67	во всех	7	4
68	только в	9	4
69	и его	19	4
70	уже не	1	4
71	в сознании	2	4
72	как раз	2	4
73	одной стороны	1	4
74	не может	24	4
75	и особенно	1	4
76	этом случае	3	4
77	все это	3	4
78	в один	1	4
79	отношению к	2	4
80	и то	1	3
81	высказывания в	1	3
82	ответ на	1	3
83	в нашем	2	3
84	и если	1	3
85	его от	1	3
86	подобно тому	1	3
87	место в	3	3
88	не столько	4	3
89	тем не	2	3
90	никогда не	2	3
91	сводится к	3	3
92	тем что	2	3
93	этом отношении	3	3
94	ни о	2	3
95	той или	1	3
96	как мы	13	3
97	приводит к	1	3
98	можно было	2	3
99	в результате	9	3
100	если бы	2	3
101	воли и	1	3
102	и т.д	2	3
103	одного из	3	3
104	что и	2	3
105	и все	5	3
106	одной из	3	3
107	с ними	1	3
108	так что	1	3
109	из них	3	3
110	только на	4	3
111	со стороны	1	3
112	или иной	3	3
113	именно в	5	3
114	было бы	4	3
115	в рамках	1	3
116	тому как	1	3
117	в первой	2	3
118	этого слова	2	3
119	или в	2	3
120	романа в	1	3
121	бы в	2	3
122	прежде всего	13	3
123	а в	4	3
124	на смену	2	3
125	не знает	2	3
126	в действительности	2	3
127	таком случае	2	2
128	он произносит	1	2
129	и до	1	2
130	ведь и	1	2
131	той же	2	2
132	а как	3	2
133	во времени	1	2
134	в изложении	1	2
135	и он	2	2
136	еще не	4	2
137	иного рода	1	2
138	на основе	1	2
139	в общем	1	2
140	отличие от	5	2
141	как говорит	1	2
142	в значительной	1	2
143	однако как	1	2
144	с их	1	2
145	вследствие этого	1	2
146	вообще не	1	2
147	не следует	1	2
148	он не	3	2
149	таким образом	17	2
150	значительной степени	1	2
151	что все	2	2
152	же не	1	2
153	и второй	1	2
154	на этой	2	2
155	за собою	1	2
156	этом смысле	2	2
157	по себе	4	2
158	он же	1	2
159	результате чего	1	2
160	жизни но	2	2
161	еще в	1	2
162	в своей	3	2
163	или точнее	1	2
164	в котором	3	2
165	с точки	20	2
166	в отличие	5	2
167	речи в	3	2
168	в устах	1	2
169	она не	2	2
170	в то	3	2
171	не имеет	3	2
172	на него	1	2
173	же время	3	2
174	так например	1	2
175	ли не	1	2
176	всего в	1	2
177	с ее	2	2
178	языка и	13	2
179	природе своей	1	2
180	те же	5	2
181	по природе	1	2
182	на которую	1	2
183	строго говоря	1	2
184	что в	4	2
185	за пределами	2	2
186	его в	3	2
187	и во	2	2
188	между тем	3	2
189	в его	6	2
190	же является	4	2
191	того что	3	2
192	к внутреннему	1	2
193	для всех	2	2
194	не есть	3	2
195	связывается с	1	2
196	и их	2	2
197	или даже	1	2
198	в одном	1	2
199	вовсе не	5	2
200	не о	1	2
201	здесь в	3	2
202	превращается в	1	2
203	на этот	3	2
204	его как	1	2
205	одну из	2	2
206	была бы	1	2
207	о чем	1	2
208	речевой такт	1	2
209	так же	7	2
210	к его	2	2
211	к своему	2	2
212	такого рода	1	2
213	по существу	1	2
214	высказывания и	1	2
215	и для	11	2
216	еще одна	1	2
217	при таком	1	2
218	в двух	2	2
219	сказать что	4	2
220	другой стороны	6	2
221	речи и	3	2
222	выходят за	1	2
223	к этому	5	2
224	в таком	2	2
225	в роли	1	2
226	а между	1	1
227	по законам	3	1
228	этого в	1	1
229	ко всем	1	1
230	неотделима от	1	1
231	также и	1	1
232	этом она	1	1
233	выражения в	1	1
234	самом деле	10	1
235	переход от	4	1
236	органическое единство	1	1
237	идет о	1	1
238	здесь и	1	1
239	в первом	3	1
240	системе языка	4	1
241	к другому	3	1
242	отношения между	1	1
243	можно лишь	1	1
244	действительности и	3	1
245	мы уже	2	1
246	со всех	2	1
247	прямого значения	1	1
248	почти все	1	1
249	в каждый	1	1
250	они были	1	1
251	социальной группы	1	1
252	всех сторон	2	1
253	и самого	1	1
254	быть в	2	1
255	в чем	2	1
256	там и	2	1
257	получает в	1	1
258	во внешнем	2	1
259	так для	1	1
260	и всего	2	1
261	совсем не	1	1
262	не все	2	1
263	как такой	4	1
264	а и	1	1
265	и диалога	1	1
266	и будет	1	1
267	сама по	2	1
268	один и	3	1
269	общий знаменатель	1	1
270	в акте	1	1
271	для русской	1	1
272	независимо от	2	1
273	данный момент	2	1
274	так называемая	4	1
275	однако не	2	1
276	короче говоря	1	1
277	применении к	1	1
278	эстетической деятельности	1	1
279	и наконец	1	1
280	этой речи	1	1
281	и тот	4	1
282	его к	2	1
283	тем же	1	1
