N	2gram	Losev_Prob_1	Dialekti
1	не есть	29	54
2	т е	1	48
3	и не	31	27
4	а не	15	26
5	точки зрения	3	25
6	и т	11	24
7	и в	32	24
8	значит что	3	24
9	это значит	1	24
10	есть нечто	11	23
11	не только	17	23
12	т д	10	23
13	что такое	6	21
14	по себе	15	20
15	не может	8	19
16	не просто	23	18
17	ничего не	10	17
18	и есть	6	16
19	и что	9	15
20	что все	3	14
21	с точки	3	14
22	то что	42	14
23	в таком	9	14
24	таким образом	6	13
25	что он	7	13
26	вовсе не	35	13
27	может быть	14	13
28	и даже	11	13
29	что это	3	12
30	есть только	8	12
31	того что	7	12
32	есть и	3	12
33	но тогда	1	11
34	не менее	19	11
35	не имеет	2	11
36	что же	9	11
37	таком случае	6	10
38	в сущности	2	10
39	отнюдь не	10	10
40	тем не	18	10
41	только не	3	10
42	она есть	5	10
43	не существует	6	10
44	есть не	6	9
45	то это	1	9
46	что она	5	9
47	ни в	7	9
48	но и	9	9
49	абстрактное понятие	1	9
50	нет ничего	10	9
51	в этом	19	8
52	и как	6	8
53	это есть	9	8
54	учение о	3	8
55	так что	6	8
56	в виде	15	8
57	прежде всего	10	8
58	что мы	13	8
59	том что	12	8
60	если же	1	8
61	в самом	6	7
62	не суть	1	7
63	как и	3	7
64	никогда не	7	7
65	как раз	13	7
66	потому что	16	7
67	что оно	3	7
68	ясно что	3	7
69	в виду	6	7
70	другими словами	3	7
71	только на	4	7
72	но что	2	7
73	даже и	8	7
74	и нет	1	7
75	что в	12	7
76	самом деле	6	6
77	должна быть	1	6
78	д и	4	6
79	что иное	2	6
80	я не	1	6
81	иное как	2	6
82	то же	10	6
83	об этом	10	6
84	и с	2	6
85	есть именно	5	6
86	оно не	3	6
87	утверждать что	1	6
88	если бы	4	6
89	и только	4	6
90	о том	11	6
91	и жизни	1	6
92	история и	1	6
93	так как	11	6
94	даже не	1	6
95	и пр	4	6
96	не на	3	6
97	и все	7	6
98	все это	7	6
99	кроме того	2	6
100	от всего	3	6
101	но если	2	6
102	не что	2	6
103	есть то	1	6
104	сам по	7	5
105	вопрос о	1	5
106	что его	3	5
107	хотя и	6	5
108	и к	1	5
109	есть ли	1	5
110	он не	3	5
111	по крайней	2	5
112	одно и	1	5
113	так и	12	5
114	было бы	8	5
115	всего прочего	1	5
116	в них	7	5
117	мы не	2	5
118	и тогда	1	5
119	в том	9	5
120	есть всегда	1	5
121	можно ли	5	5
122	в то	6	5
123	тогда когда	1	5
124	и притом	4	5
125	и сама	2	5
126	и его	3	5
127	всегда есть	6	5
128	только в	7	5
129	уже не	3	5
130	одно из	2	5
131	крайней мере	2	5
132	как же	3	5
133	что не	3	5
134	что для	2	5
135	законы природы	2	5
136	как это	6	5
137	с этой	1	5
138	но это	8	5
139	или не	3	5
140	только как	1	5
141	жизни и	1	5
142	как на	1	5
143	все остальное	1	4
144	и то	6	4
145	и больше	1	4
146	и ничего	2	4
147	время как	1	4
148	говорить о	6	4
149	мы и	4	4
150	первый план	1	4
151	в чем	3	4
152	нет и	2	4
153	есть просто	1	4
154	сама по	4	4
155	во что	1	4
156	в истории	4	4
157	субъекта и	1	4
158	что нет	2	4
159	конечно не	1	4
160	подобно тому	2	4
161	собственно говоря	2	4
162	и никакого	1	4
163	это не	6	4
164	на первый	2	4
165	если нет	1	4
166	тому что	4	4
167	делится на	1	4
168	как о	1	4
169	но только	2	4
170	от того	1	4
171	не могут	2	4
172	а что	1	4
173	и это	9	4
174	чтобы быть	1	4
175	нет никакой	2	4
176	то время	1	4
177	о нем	3	4
178	к тому	3	4
179	с другой	3	4
180	сущность и	3	4
181	для него	2	4
182	это будет	1	4
183	или иной	5	4
184	не делится	1	4
185	говорит о	3	4
186	у нас	14	4
187	так же	9	4
188	где же	1	4
189	тому как	2	4
190	говорить что	2	4
191	при всем	1	4
192	сознания и	2	4
193	хотя бы	3	4
194	только что	2	4
195	сказать что	13	4
196	себя как	1	3
197	была бы	1	3
198	из самых	1	3
199	мы уже	5	3
200	той же	1	3
201	но даже	1	3
202	и на	8	3
203	как таковая	1	3
204	и всякий	1	3
205	за пределы	6	3
206	и я	1	3
207	в одной	1	3
208	с этим	3	3
209	и объекта	1	3
210	в своем	5	3
211	только тогда	1	3
212	все же	1	3
213	перед нами	5	3
214	то ясно	1	3
215	все эти	8	3
216	но его	1	3
217	тем более	5	3
218	на то	8	3
219	в нем	13	3
220	не значит	2	3
221	он должен	2	3
222	в силу	1	3
223	чем собственно	1	3
224	не будет	2	3
225	того или	2	3
226	он есть	4	3
227	на свои	1	3
228	он и	8	3
229	должно быть	2	3
230	не больше	3	3
231	и без	1	3
232	имеется в	1	3
233	миф о	1	3
234	и значит	1	3
235	мир и	1	3
236	не в	4	3
237	особого рода	2	3
238	есть еще	3	3
239	миф и	1	3
240	раз и	9	3
241	из которых	1	3
242	тем самым	4	3
243	она не	2	3
244	одна из	1	3
245	в основе	1	3
246	но она	3	3
247	никакого отношения	1	3
248	на себя	2	3
249	ровно ничего	4	3
250	уже и	3	3
251	есть слово	1	3
252	должны быть	1	3
253	вещь но	1	3
254	можно и	1	3
255	и о	8	3
256	утверждает что	1	3
257	это было	2	3
258	к нему	3	3
259	все время	2	3
260	быть и	3	3
261	и ее	8	3
262	это же	1	3
263	есть ни	5	3
264	есть в	5	3
265	то и	6	3
266	при помощи	13	3
267	из них	3	3
268	мы знаем	1	3
269	мир в	1	3
270	сами по	3	3
271	друг друга	1	3
272	случае не	3	3
273	не говорит	1	3
274	тем что	7	3
275	для того	8	3
276	именно как	4	3
277	в каком	3	3
278	не было	4	3
279	его как	2	3
280	ни о	5	3
281	ни на	4	3
282	есть абстрактное	1	3
283	а если	1	3
284	он будет	2	3
285	как бы	14	3
286	сравнении с	1	3
287	если не	4	3
288	и от	1	3
289	и ни	4	3
290	ни к	1	3
291	в нечто	2	3
292	не знает	1	3
293	в сравнении	1	3
294	понимать как	2	3
295	необходимым образом	1	2
296	я и	2	2
297	что отнюдь	1	2
298	также и	11	2
299	например в	2	2
300	же как	2	2
301	от самой	1	2
302	только потому	3	2
303	для науки	1	2
304	в чисто	1	2
305	в первом	2	2
306	странное и	1	2
307	не имеют	5	2
308	этого он	1	2
309	уже по	1	2
310	что если	2	2
311	так чтобы	1	2
312	оно есть	1	2
313	в разные	1	2
314	которое не	1	2
315	логика и	1	2
316	еще не	9	2
317	бы то	1	2
318	с его	2	2
319	но не	9	2
320	все предыдущие	1	2
321	есть смерть	1	2
322	и уж	2	2
323	о разных	1	2
324	в мысли	1	2
325	всего иного	2	2
326	но в	14	2
327	то в	5	2
328	в условиях	1	2
329	ни один	1	2
330	из этих	2	2
331	думать что	1	2
332	ничего и	1	2
333	в себе	15	2
334	тому же	1	2
335	но на	1	2
336	и если	6	2
337	вообще не	2	2
338	при этом	6	2
339	в понятии	2	2
340	на этом	1	2
341	отдельные вещи	1	2
342	есть конечно	1	2
343	и чтобы	2	2
344	говорил что	1	2
345	мира или	2	2
346	солнце и	1	2
347	из нее	1	2
348	все равно	5	2
349	показывает что	1	2
350	одному тому	1	2
351	во внимание	2	2
352	и уже	3	2
353	несмотря на	3	2
354	как таковой	1	2
355	понятия и	2	2
356	вещи в	4	2
357	вещь есть	1	2
358	всяком случае	3	2
359	в их	4	2
360	действительно есть	2	2
361	на небо	1	2
362	их в	4	2
363	что этот	2	2
364	не что-нибудь	2	2
365	же мы	2	2
366	же такое	1	2
367	во-первых это	1	2
368	иной раз	1	2
369	можно понимать	1	2
370	на котором	1	2
371	что их	2	2
372	говорите что	1	2
373	иметь в	4	2
374	следовательно и	2	2
375	того и	1	2
376	только и	3	2
377	учения о	2	2
378	и является	7	2
379	же он	1	2
380	уже о	1	2
381	когда мы	8	2
382	могут быть	2	2
383	что фактически	1	2
384	для такого	2	2
385	той или	5	2
386	все еще	1	2
387	мир или	1	2
388	для себя	3	2
389	как мы	7	2
390	говоря уже	2	2
391	деле что	1	2
392	разного рода	6	2
393	и всякого	1	2
394	на что	2	2
395	для этого	3	2
396	и вообще	4	2
397	и смерть	1	2
398	и здесь	6	2
399	никак не	4	2
400	не содержит	2	2
401	почему же	1	2
402	нас в	2	2
403	и во	3	2
404	явление есть	1	2
405	в его	6	2
406	и можно	1	2
407	и следовательно	3	2
408	что жизнь	1	2
409	содержится в	1	2
410	вещь или	2	2
411	даже если	4	2
412	но то	1	2
413	не мешает	2	2
414	и тем	13	2
415	тот или	1	2
416	со всеми	2	2
417	себя в	1	2
418	же и	3	2
419	что законы	1	2
420	не можем	2	2
421	же в	4	2
422	вы и	1	2
423	и чисто	3	2
424	ведь это	2	2
425	чтобы она	1	2
426	не о	2	2
427	себе отнюдь	2	2
428	есть также	3	2
429	так или	2	2
430	перехода в	1	2
431	со стороны	1	2
432	или иначе	2	2
433	говорить и	1	2
434	именно в	4	2
435	а именно	12	2
436	еще и	5	2
437	но о	2	2
438	и существует	1	2
439	у человека	1	2
440	только от	1	2
441	однако не	3	2
442	но как	6	2
443	как именно	2	2
444	нет никаких	1	2
445	и потому	2	2
446	мы говорим	3	2
447	ли его	2	2
448	в данном	9	2
449	оказалось что	1	2
450	по существу	2	2
451	но для	3	2
452	в смысле	1	2
453	она должна	1	2
454	тех или	3	2
455	и для	4	2
456	только есть	1	2
457	или в	4	2
458	для нас	5	2
459	из себя	1	2
460	на b	1	2
461	но вот	1	2
462	а в	4	2
463	может и	3	2
464	не говоря	4	2
465	другой стороны	3	2
466	обычно не	1	2
467	совершенно не	6	2
468	по одному	1	2
469	или иного	2	2
470	бы его	1	2
471	вещи есть	31	2
