N	3gram	Bakhtin_Pr_2	Myshleni
1	в том что	1	19
2	по отношению к	5	10
3	с точки зрения	8	10
4	в то время	2	6
5	можно сказать что	1	6
6	то же самое	1	6
7	можно было бы	3	5
8	то время как	2	5
9	друг с другом	4	5
10	на то что	2	4
11	до сих пор	7	3
12	друг к другу	2	3
13	мы и в	1	2
14	в этом смысле	2	2
15	в том же	1	2
16	и не может	4	2
17	на этот вопрос	2	2
18	иное отношение к	1	2
19	то что он	1	2
20	к другу как	1	2
21	с другой стороны	3	2
22	вместо того чтобы	1	2
23	и в их	1	2
24	не только не	1	2
25	в связи с	1	2
26	если бы оно	1	2
27	не может быть	4	2
28	по данному вопросу	1	1
29	а не на	1	1
30	время как в	1	1
31	первого и в	1	1
32	на самом деле	1	1
33	в том числе	1	1
34	в этом пункте	1	1
35	в том и	1	1
36	так что в	1	1
37	никак не может	3	1
38	о том как	1	1
39	же как и	1	1
40	друг от друга	2	1
41	как раз и	2	1
42	и во всех	1	1
43	как и все	4	1
44	и что с	1	1
45	сами по себе	1	1
46	по своей структуре	1	1
47	что он не	1	1
48	в отличие от	4	1
49	мы как бы	1	1
50	по себе и	1	1
51	лишь тогда когда	1	1
52	иначе обстоит дело	1	1
53	или другом слове	1	1
54	в собственном смысле	1	1
55	но в ином	1	1
56	том числе и	1	1
57	он сам по	2	1
58	имеют первостепенное значение	2	1
59	том и в	1	1
60	он никогда не	1	1
61	там где есть	1	1
62	как мы знаем	1	1
63	в том или	2	1
64	сам по себе	5	1
65	не говорит о	1	1
66	первостепенное значение для	1	1
67	том или другом	2	1
68	с одной стороны	1	1
69	на этот раз	1	1
70	проблем связанных с	1	1
71	была бы совершенно	1	1
72	а не как	1	1
73	является одним из	1	1
74	собственном смысле слова	1	1
75	на том же	1	1
76	как бы в	4	1
77	рядом друг с	1	1
78	точки зрения своей	1	1
79	этой точки зрения	1	1
80	не может овладеть	1	1
81	этого нельзя сказать	1	1
82	совершается в пределах	1	1
83	как и в	3	1
84	не может не	1	1
85	до конца и	1	1
86	зрения своей собственной	1	1
87	и он сам	1	1
88	но в этом	1	1
89	в самом деле	4	1
90	той или иной	3	1
91	не может уже	1	1
92	не с точки	1	1
93	об этом уже	1	1
94	смысле этого слова	1	1
95	но не в	1	1
96	к определенному типу	1	1
97	и ту же	1	1
98	в другом случае	1	1
99	после того как	1	1
100	неизбежно приводит к	1	1
101	тем не менее	2	1
102	поэтому мы и	1	1
103	в конце концов	2	1
104	в настоящее время	2	1
105	относятся друг к	1	1
106	не может стать	1	1
107	и в другом	1	1
108	в пределах одного	9	1
