N	3gram	Bakhtin_Fr_1	DiskursI
1	в отличие от	4	12
2	в том что	6	6
3	то же время	1	5
4	по отношению к	1	4
5	в этом отношении	3	4
6	в то же	1	4
7	с одной стороны	2	4
8	так и в	2	3
9	не может быть	1	3
10	той или иной	5	3
11	и может быть	1	2
12	с точки зрения	3	2
13	и не может	1	2
14	в основе своей	2	2
15	так и на	1	2
16	но при этом	1	2
17	дело в том	2	2
18	в свое время	2	2
19	и не ограничивает	1	2
20	и прежде всего	3	2
21	но прежде всего	1	1
22	по своей природе	1	1
23	не стремится к	1	1
24	в нем слышатся	1	1
25	в той или	5	1
26	к себе самому	2	1
27	прежде всего на	2	1
28	то есть по	1	1
29	в самом деле	1	1
30	определяет и не	1	1
31	так и его	1	1
32	друг от друга	1	1
33	с другой стороны	1	1
34	умения отрешиться от	1	1
35	до известной степени	1	1
36	и не к	1	1
37	можно говорить о	1	1
38	жизни и смерти	1	1
39	и т.п но	1	1
40	но это не	1	1
41	в этом утверждении	1	1
42	и в частности	2	1
43	в это время	2	1
44	литературы нового времени	1	1
45	и с их	1	1
46	в значительной степени	2	1
47	в применении к	3	1
48	верха и низа	3	1
49	говорит об этом	1	1
50	жизни но и	1	1
51	не могут быть	1	1
52	так и с	1	1
53	во всяком случае	1	1
54	при всей их	2	1
55	тем самым он	1	1
56	и низа и	1	1
57	во внешнем мире	1	1
58	и т.п в	2	1
59	не определяет и	1	1
60	в одном из	1	1
61	то есть в	4	1
62	в себя и	1	1
63	включает в себя	1	1
64	можно сказать что	1	1
65	человека с его	1	1
66	существенную роль в	2	1
67	в большинстве случаев	2	1
68	в том числе	10	1
69	и в большинстве	1	1
70	углубить наше понимание	1	1
71	все то что	1	1
72	смерти а о	1	1
73	том числе и	7	1
