N	2gram	Bakhtin_sl_1	Komedia
1	и в	41	22
2	и не	16	21
3	том что	2	13
4	таким образом	9	12
5	в том	3	12
6	так как	3	11
7	со стороны	1	11
8	ни в	1	10
9	потому что	2	10
10	в самом	5	9
11	до сих	2	9
12	вместе с	1	9
13	сих пор	2	9
14	в этом	12	8
15	его в	3	8
16	в своем	3	8
17	о том	3	8
18	если бы	1	8
19	в его	13	8
20	что и	1	8
21	то же	14	7
22	при этом	6	7
23	о чем	1	7
24	а в	6	7
25	в свою	3	7
26	того же	6	6
27	еще не	4	6
28	так что	2	6
29	в то	14	6
30	и его	14	6
31	к тому	3	6
32	того чтобы	1	6
33	свою очередь	2	6
34	и что	1	6
35	для того	2	6
36	может быть	14	6
37	как раз	2	6
38	к этому	2	6
39	отношение к	7	5
40	но в	8	5
41	не только	16	5
42	он не	3	5
43	в своей	7	5
44	в которых	1	5
45	не менее	1	5
46	же время	12	5
47	связи с	2	5
48	и сам	3	5
49	хотя и	2	5
50	с ним	7	5
51	к нему	5	5
52	из них	3	5
53	прежде всего	8	5
54	все это	5	5
55	и т	28	4
56	в ней	4	4
57	он был	1	4
58	с другой	5	4
59	нет и	1	4
60	и речи	2	4
61	все же	7	4
62	в себе	3	4
63	что она	1	4
64	совпадают с	1	4
65	и с	4	4
66	несмотря на	1	4
67	точки зрения	16	4
68	не в	7	4
69	однако в	1	4
70	в отношении	6	4
71	самого начала	1	4
72	у него	3	4
73	и здесь	3	4
74	с самого	1	4
75	друг друга	3	4
76	так и	11	4
77	между собой	2	4
78	с помощью	1	4
79	не дает	1	4
80	т п	23	4
81	вовсе не	7	4
82	но и	16	4
83	до конца	12	4
84	ничем не	1	4
85	а не	15	4
86	не является	2	4
87	и для	4	4
88	бы в	1	4
89	тем более	1	4
90	хотя бы	3	4
91	так же	2	4
92	столь же	2	3
93	с его	4	3
94	в ее	2	3
95	с этим	3	3
96	и к	5	3
97	и этим	3	3
98	в которой	4	3
99	в этой	1	3
100	и тот	1	3
101	на то	1	3
102	не могла	2	3
103	в нем	30	3
104	приводит к	1	3
105	то ни	1	3
106	было бы	3	3
107	в них	6	3
108	далеко не	5	3
109	как и	4	3
110	чем в	1	3
111	но если	1	3
112	с точки	8	3
113	стихов в	1	3
114	тем не	1	3
115	к ним	1	3
116	никогда не	3	3
117	ничего не	4	3
118	на это	1	3
119	одного из	2	3
120	в двух	1	3
121	одной из	3	3
122	нисколько не	2	3
123	с одной	4	3
124	в начале	1	3
125	что не	1	3
126	всяком случае	5	3
127	среди которых	1	3
128	в других	3	3
129	и даже	6	3
130	ему не	2	3
131	на которые	2	3
132	на этот	1	3
133	один из	4	3
134	в частности	2	3
135	не может	14	3
136	конечно не	3	3
137	по своему	2	3
138	одной стороны	4	3
139	в течение	1	3
140	как бы	12	3
141	с этой	3	3
142	в целом	2	3
143	не знает	1	3
144	дело с	1	3
145	все что	1	3
146	в какой	1	3
147	во всяком	7	3
148	из его	1	2
149	его не	1	2
150	мы не	2	2
151	в сущности	13	2
152	время как	2	2
153	и он	1	2
154	и на	14	2
155	бы то	1	2
156	во всех	17	2
157	отличие от	1	2
158	за пределы	4	2
159	что они	2	2
160	как в	8	2
161	стороны и	1	2
162	в известной	2	2
163	целый ряд	1	2
164	в результате	3	2
165	в герое	1	2
166	так или	1	2
167	бы не	1	2
168	только один	1	2
169	ни было	2	2
170	и если	1	2
171	на его	8	2
172	людей и	1	2
173	человека в	1	2
174	а затем	1	2
175	является конечно	1	2
176	из всех	1	2
177	не с	2	2
178	а как	2	2
179	с другими	5	2
180	это не	6	2
181	ни одной	1	2
182	и без	1	2
183	в котором	2	2
184	в их	4	2
185	в одном	2	2
186	сам он	1	2
187	тому что	2	2
188	она не	3	2
189	дело не	2	2
190	в основе	5	2
191	к концу	1	2
192	одним из	4	2
193	и со	1	2
194	известной степени	4	2
195	и это	1	2
196	как мы	8	2
197	и о	2	2
198	в виду	1	2
199	здесь не	2	2
200	без всякого	1	2
201	за пределами	2	2
202	то время	2	2
203	роль в	2	2
204	можно было	2	2
205	сама она	1	2
206	именно потому	1	2
207	а также	2	2
208	в другом	2	2
209	аналогии с	1	2
210	и во	3	2
211	между тем	2	2
212	этих слов	1	2
213	нуждается в	1	2
214	все время	3	2
215	как из	1	2
216	не как	4	2
217	тот же	1	2
218	могло быть	1	2
219	должен быть	1	2
220	различных жанров	2	2
221	и ее	3	2
222	не мешает	1	2
223	в качестве	3	2
224	если мы	2	2
225	чем они	1	2
226	был бы	2	2
227	себя от	2	2
228	этом отношении	1	2
229	от того	1	2
230	п не	1	2
