N	3gram	Voloshinov_1	Komedia
1	до сих пор	1	9
2	в том что	1	9
3	в самом деле	1	6
4	для того чтобы	7	6
5	в свою очередь	4	6
6	в то же	9	4
7	о том что	2	4
8	то же время	7	4
9	с самого начала	4	4
10	с точки зрения	5	3
11	вместе с тем	2	3
12	здесь нет и	1	3
13	в связи с	2	3
14	тем не менее	1	3
15	то же самое	4	3
16	само собой разумеется	2	2
17	в этом случае	3	2
18	по сравнению с	1	2
19	в этом отношении	2	2
20	брата и сестры	1	2
21	в конце концов	3	2
22	с другой стороны	1	2
23	в конечном счете	1	2
24	но все же	2	2
25	именно потому что	1	2
26	но об этом	2	1
27	и тому же	1	1
28	можем не сомневаться	1	1
29	и к тому	1	1
30	чуть ли не	2	1
31	в виду что	1	1
32	одной из сторон	1	1
33	более или менее	1	1
34	равно как и	2	1
35	и чаще всего	1	1
36	не говоря уже	1	1
37	приходит к мысли	1	1
38	как нет и	1	1
39	если он говорит	1	1
40	себе в этом	1	1
41	и в то	2	1
42	в зависимости от	5	1
43	независимо от того	1	1
44	отнюдь не является	1	1
45	и не может	1	1
46	по крайней мере	1	1
47	не менее и	1	1
48	того чтобы не	1	1
49	что мы не	1	1
50	по самой своей	1	1
51	но при всем	1	1
52	ответа на вопрос	1	1
53	зависимости от того	2	1
54	не сомневаться что	1	1
55	но при этом	2	1
56	и в отношении	1	1
57	если не будет	1	1
58	но вместе с	1	1
59	к мысли что	1	1
60	как бы в	3	1
61	ближе к тому	1	1
62	в которой мы	1	1
63	с тем у	5	1
64	можно сказать что	2	1
65	отношения к нему	2	1
66	и никогда не	1	1
67	и тем более	1	1
68	вопрос о том	1	1
69	я и в	1	1
70	к одному и	1	1
71	мы имеем в	1	1
72	либо в конце	1	1
73	в ней как	1	1
74	к тому что	2	1
75	и в этом	1	1
76	вовсе не является	1	1
77	но если бы	1	1
78	друг друга и	1	1
79	одному и тому	1	1
