N	2gram	Propp_Isto_1	KulturaY
1	и т	25	39
2	потому что	4	25
3	т п	1	24
4	и в	28	23
5	т е	10	22
6	не только	12	20
7	в том	9	19
8	в этом	8	18
9	и не	9	16
10	было бы	7	15
11	так как	6	15
12	может быть	25	15
13	ни к	2	15
14	т д	22	14
15	все эти	4	12
16	если бы	8	12
17	у нас	1	12
18	но в	8	11
19	том что	7	11
20	того чтобы	1	11
21	в области	2	11
22	по себе	3	10
23	в языке	1	10
24	а не	15	10
25	что в	12	10
26	вопрос о	5	9
27	хотя бы	4	9
28	то что	9	9
29	можно было	5	9
30	вовсе не	2	9
31	для того	1	9
32	не может	15	9
33	не в	9	8
34	и что	10	8
35	в качестве	5	8
36	уже не	3	8
37	прежде всего	10	8
38	с другой	6	8
39	и пр	4	8
40	что это	8	7
41	все же	10	7
42	в нашем	1	7
43	в силу	5	7
44	и с	4	7
45	не менее	6	7
46	но и	10	7
47	другой стороны	5	7
48	то же	12	6
49	и на	4	6
50	но не	5	6
51	в этой	6	6
52	да и	1	6
53	это не	7	6
54	тем не	6	6
55	ту же	1	6
56	между тем	2	6
57	этот вопрос	7	6
58	слова в	1	6
59	что не	2	6
60	что мы	7	6
61	и то	1	5
62	также и	3	5
63	мы имеем	13	5
64	я не	3	5
65	зависимости от	2	5
66	еще не	7	5
67	целый ряд	1	5
68	должна быть	5	5
69	по существу	5	5
70	и вот	2	5
71	об этом	4	5
72	и тем	2	5
73	несмотря на	1	5
74	и здесь	7	5
75	не могут	2	5
76	ясно что	2	5
77	приводит к	2	5
78	в его	5	5
79	один из	4	5
80	тот же	2	5
81	что он	10	5
82	только в	11	5
83	должен быть	3	5
84	само по	2	5
85	там где	4	5
86	вместе с	6	5
87	как это	3	5
88	подобного рода	1	5
89	что же	3	5
90	этого слова	1	5
91	все это	4	5
92	этом смысле	1	5
93	таким образом	8	5
94	во всяком	1	5
95	в зависимости	2	4
96	говорить о	1	4
97	со стороны	2	4
98	отнюдь не	1	4
99	однако не	2	4
100	перед нами	3	4
101	хотя и	1	4
102	если мы	3	4
103	на то	4	4
104	в нем	2	4
105	так и	9	4
106	но все	4	4
107	должно быть	2	4
108	своего рода	1	4
109	можно ли	1	4
110	в то	3	4
111	на себе	1	4
112	ничего не	2	4
113	к тому	6	4
114	в пределах	4	4
115	или в	5	4
