N	3gram	Potebnia_M_2	FransuaR
1	в том что	7	6
2	большей или меньшей	1	4
3	до сих пор	4	4
4	в отличие от	1	4
5	в большей или	1	4
6	то есть в	1	4
7	в применении к	1	3
8	даже и в	1	3
9	прежде всего на	1	2
10	дело в том	1	2
11	на самом деле	2	2
12	и в других	1	2
13	в нем в	1	2
14	с одной стороны	3	2
15	во всех этих	1	2
16	так и в	2	2
17	как бы ни	3	2
18	но все же	1	2
19	в большинстве случаев	1	2
20	и может быть	2	1
21	а между тем	4	1
22	и в общем	1	1
23	и связанные с	1	1
24	многие из тех	1	1
25	и всякого рода	1	1
26	требует для своего	1	1
27	и все остальные	2	1
28	том что он	1	1
29	внешнего мира то	1	1
30	о которой мы	2	1
31	и не может	1	1
32	то есть именно	1	1
33	сами по себе	7	1
34	при этом что	1	1
35	и др и	1	1
36	в собственном смысле	1	1
37	как и при	1	1
38	это как бы	1	1
39	может быть только	1	1
40	такие которые с	1	1
41	что мы называем	3	1
42	главным образом в	1	1
43	их связь с	1	1
44	он вовсе не	1	1
45	не потому что	1	1
46	один из них	1	1
47	то и не	1	1
48	между тем в	1	1
49	не могут быть	3	1
50	в связи с	1	1
51	во всяком случае	7	1
52	первоначально не были	1	1
53	мы будем называть	1	1
54	могла бы быть	1	1
55	что касается до	1	1
56	с другой стороны	2	1
57	но не только	1	1
58	не может быть	2	1
59	то же время	2	1
60	то что мы	2	1
61	ни для кого	1	1
62	в одном из	1	1
63	мысли и не	1	1
64	для того чтобы	2	1
65	друг от друга	1	1
66	в то же	2	1
67	но это не	1	1
68	из них не	1	1
69	этот мир и	1	1
70	вне связи с	1	1
