N	2gram	Potebnia_M_3	EvropaiE
1	и в	30	37
2	точки зрения	2	23
3	что в	17	21
4	не только	21	18
5	с точки	1	17
6	в то	10	16
7	то же	23	15
8	отношении к	2	15
9	в своем	5	14
10	но в	1	14
11	же время	5	14
12	но и	19	14
13	и не	15	14
14	в этом	10	12
15	в их	2	11
16	в области	2	11
17	в том	32	11
18	с и	3	10
19	так и	11	10
20	в себе	16	9
21	только в	21	9
22	прежде всего	3	9
23	не может	6	9
24	так же	3	9
25	в смысле	4	9
26	в ее	2	8
27	думать что	5	8
28	было бы	9	8
29	в своей	2	8
30	к тому	7	8
31	между тем	9	8
32	с одной	7	8
33	одной стороны	3	8
34	нам кажется	2	7
35	того что	18	7
36	так как	13	7
37	с другой	7	7
38	как и	10	7
39	по своему	2	7
40	между прочим	1	7
41	может быть	28	6
42	и на	3	6
43	во всех	1	6
44	стороны и	1	6
45	на то	2	6
46	то есть	34	6
47	том что	18	6
48	того чтобы	3	6
49	вслед за	3	6
50	вовсе не	7	6
51	для того	4	6
52	и даже	2	6
53	как бы	3	6
54	с этой	2	6
55	то что	18	6
56	которую мы	1	5
57	столь же	4	5
58	но не	7	5
59	не в	15	5
60	и по	4	5
61	но если	1	5
62	тем самым	7	5
63	как мы	7	5
64	одной из	2	5
65	в виде	2	5
66	со стороны	3	5
67	от этого	2	5
68	и потому	4	5
69	то в	1	4
70	мы не	9	4
71	вопрос о	1	4
72	в некотором	2	4
73	в ней	8	4
74	независимо от	5	4
75	в самом	8	4
76	во многих	1	4
77	несмотря на	2	4
78	даже в	2	4
79	не имеет	6	4
80	и притом	2	4
81	в процессе	1	4
82	к ней	5	4
83	бы то	1	4
84	по себе	16	4
85	можно сказать	3	4
86	тем более	4	4
87	именно в	3	4
88	ни было	1	4
89	само по	3	4
90	не на	1	4
91	для нас	20	4
92	сказать что	5	4
93	в каком	5	4
94	в сфере	1	3
95	и со	1	3
96	того же	1	3
97	время в	3	3
98	как в	10	3
99	когда он	1	3
100	себе не	4	3
101	но на	1	3
102	мы можем	3	3
103	не будет	3	3
104	не дает	2	3
105	и мы	2	3
106	и тем	5	3
107	в них	5	3
108	с тем	7	3
109	мы видели	4	3
110	в которых	2	3
111	их отношении	1	3
112	отчасти к	1	3
113	потому что	46	3
114	заключает в	5	3
115	уже и	1	3
116	с другом	1	3
117	можно думать	3	3
118	бы ни	3	3
119	тем в	1	3
120	о том	2	3
121	от них	2	3
122	место в	3	3
123	что и	13	3
124	в стороне	1	3
125	из них	6	3
126	очевидно что	5	3
127	в известной	1	3
128	в прошлом	1	3
129	к ним	1	3
130	тем что	7	3
131	этом отношении	2	3
132	некотором смысле	2	3
133	по своим	1	3
134	в свою	3	3
135	там где	3	3
136	в данном	1	3
137	друг с	1	3
138	не является	1	3
139	и от	4	3
140	в результате	1	3
141	жизни в	1	3
142	это так	1	3
143	ее в	1	3
144	как на	5	3
145	в таком	3	3
146	во всяком	1	3
147	и наиболее	1	2
148	сказанному выше	2	2
149	и то	8	2
150	по преимуществу	1	2
151	что эти	1	2
152	должна быть	1	2
153	с в	2	2
154	есть не	7	2
155	что если	1	2
156	и другая	1	2
157	из того	2	2
158	на них	1	2
159	он сам	1	2
160	и человеческой	2	2
161	а тем	2	2
162	но как	2	2
163	друг от	1	2
164	и чем	1	2
165	же мало	1	2
166	в истории	1	2
167	его на	1	2
168	с этим	6	2
169	помнить что	1	2
170	хотя и	1	2
171	целый ряд	2	2
172	и как	5	2
173	можно в	1	2
174	что это	4	2
175	чем больше	1	2
176	большей части	2	2
177	в этой	2	2
178	что к	1	2
179	и если	2	2
180	с течением	1	2
181	бы от	1	2
182	как оно	1	2
183	главным образом	1	2
184	но именно	1	2
185	он не	4	2
186	в силу	3	2
187	таким образом	14	2
188	это значит	1	2
189	в мире	1	2
190	и с	2	2
191	заключается в	1	2
192	с другими	5	2
193	к природе	1	2
194	окажется что	1	2
195	далеко не	4	2
196	одна и	1	2
197	в эту	1	2
198	в этих	1	2
199	или точнее	1	2
200	в котором	4	2
201	не к	4	2
202	и более	1	2
203	тем меньше	1	2
204	к такой	1	2
205	с т	2	2
206	она не	2	2
207	тогда когда	9	2
208	на язык	1	2
209	именно потому	1	2
210	что на	1	2
211	течением времени	1	2
212	в порядке	1	2
213	не могут	5	2
214	могут быть	3	2
215	или поздно	1	2
216	только одно	1	2
217	от друга	1	2
218	свою очередь	3	2
219	говоря уже	1	2
220	данном случае	1	2
221	мог бы	1	2
222	во многом	2	2
223	если бы	12	2
224	но нужно	1	2
225	и та	2	2
226	и что	10	2
227	кажется что	1	2
228	к нему	3	2
229	ее от	1	2
230	в его	4	2
231	мы должны	4	2
232	эти последние	2	2
233	его собственная	1	2
234	в какой	2	2
235	и теперь	6	2
236	есть в	3	2
237	не можем	3	2
238	если в	1	2
239	рано или	1	2
240	при помощи	1	2
241	бы совершенно	1	2
242	в одном	2	2
243	заметить что	3	2
244	значение только	2	2
245	в других	2	2
246	другой и	2	2
247	будет ли	2	2
248	на этот	1	2
249	а не	15	2
250	не означает	1	2
251	что все	3	2
252	следовало бы	1	2
253	начиная с	1	2
254	вместе с	12	2
255	за тем	3	2
256	или по	1	2
257	что же	2	2
258	для понимания	4	2
259	и таким	1	2
260	мира но	1	2
261	происходит в	1	2
262	или в	3	2
263	то не	2	2
264	и все	3	2
265	бы в	2	2
266	и наконец	2	2
267	же в	2	2
268	в другой	1	2
269	мы видим	2	2
270	а в	12	2
271	не есть	17	2
272	имеет в	1	2
273	между ними	1	2
274	не говоря	3	2
275	другой стороны	4	2
276	жизни и	2	2
277	и эта	1	2
278	своей совокупности	1	1
279	ко всем	2	1
280	в силе	1	1
281	и т	5	1
282	например в	6	1
283	до него	1	1
284	мы здесь	1	1
285	сомнения что	1	1
286	и это	4	1
287	тех же	1	1
288	но тем	2	1
289	движением и	1	1
290	и до	2	1
291	противном случае	1	1
292	с таким	2	1
293	и связанное	1	1
294	часть его	2	1
295	той же	2	1
296	из всего	1	1
297	или наоборот	1	1
298	же следует	1	1
299	что между	1	1
300	по самой	1	1
301	чтобы не	1	1
302	есть нечто	4	1
303	время как	1	1
304	говорить о	3	1
305	только это	1	1
306	с но	3	1
307	которое не	2	1
308	то это	6	1
309	замечания об	1	1
310	когда мы	2	1
311	в каждой	4	1
312	чем то	1	1
313	в сочетании	1	1
314	быть в	1	1
315	с его	1	1
316	бы она	1	1
317	заключающее в	1	1
318	мы же	1	1
319	по отношению	5	1
320	в новом	2	1
