N	2gram	Bakhtin_Fr_8	RusskieA
1	и в	56	29
2	том что	8	22
3	в том	13	22
4	что в	5	22
5	как бы	11	18
6	состоит в	1	15
7	в других	2	15
8	и другие	5	14
9	так как	4	13
10	может быть	3	13
11	в землю	1	13
12	во время	5	12
13	там же	1	12
14	в этом	14	11
15	как и	5	11
16	одна из	4	11
17	в этот	1	10
18	не только	8	10
19	и с	8	10
20	все это	8	10
21	во многих	1	9
22	а на	2	9
23	о том	4	9
24	в некоторых	3	9
25	на части	1	9
26	а в	2	9
27	его в	2	8
28	но и	9	8
29	ее в	1	8
30	как в	1	7
31	данном случае	2	7
32	мы видели	5	7
33	мы не	2	6
34	еще не	10	6
35	и на	7	6
36	при этом	4	6
37	таким образом	17	6
38	того чтобы	4	6
39	для нас	1	6
40	для того	2	6
41	с тем	2	6
42	вместе с	2	6
43	в данном	2	6
44	же в	1	6
45	должна была	1	5
46	но не	5	5
47	но в	6	5
48	это не	2	5
49	не может	2	5
50	потому что	6	5
51	для этого	1	5
52	и что	1	5
53	или же	1	5
54	земли и	1	5
55	то что	3	5
56	к этому	2	5
57	то же	11	4
58	вопрос о	1	4
59	на них	3	4
60	видели что	3	4
61	что по	1	4
62	уже не	3	4
63	их в	4	4
64	том же	1	4
65	а затем	1	4
66	в них	11	4
67	далеко не	2	4
68	в которых	2	4
69	не в	3	4
70	тогда когда	1	4
71	а также	3	4
72	к нему	2	4
73	так что	3	4
74	в виде	2	4
75	из них	2	4
76	именно в	1	4
77	а не	2	4
78	так же	2	4
79	и все	6	4
80	в году	3	3
81	и о	3	3
82	в народном	1	3
83	в ее	6	3
84	что это	4	3
85	все эти	15	3
86	в этой	6	3
87	что она	2	3
88	главным образом	3	3
89	подобно тому	1	3
90	и других	4	3
91	с другими	1	3
92	живет в	1	3
93	этой силы	1	3
94	должен был	1	3
95	не всегда	1	3
96	в эту	2	3
97	в этих	11	3
98	в котором	2	3
99	в отличие	1	3
100	не будем	1	3
101	но он	3	3
102	в таких	3	3
103	и смех	1	3
104	не имеет	1	3
105	новый год	1	3
106	такие же	1	3
107	как мы	7	3
108	должно было	1	3
109	во всех	8	3
110	в свете	4	3
111	а именно	1	3
112	того что	1	3
113	как например	3	3
114	между тем	3	3
115	накануне ивана	1	3
116	в качестве	4	3
117	связь с	3	3
118	или даже	1	3
119	за ним	1	3
120	отличие от	1	3
121	связаны с	6	3
122	тем что	1	3
123	по всей	1	3
124	что для	3	3
125	до конца	11	3
126	тому как	1	3
127	и там	1	3
128	и от	1	3
129	на новый	1	3
130	было бы	2	3
131	но если	1	3
132	одним из	5	2
133	и то	2	2
134	на самом	2	2
135	и всем	1	2
136	так чтобы	1	2
137	между собой	1	2
138	не был	4	2
139	там и	1	2
140	с одной	4	2
141	эта связь	1	2
142	все же	2	2
143	и как	2	2
144	не было	5	2
145	не можем	1	2
146	та же	1	2
147	в которой	4	2
148	из этих	1	2
149	представления об	1	2
150	не к	1	2
151	характер в	3	2
152	людей и	2	2
153	в образе	3	2
154	здесь мы	3	2
155	связанные с	1	2
156	из нее	2	2
157	в церкви	2	2
158	и еще	2	2
159	так в	1	2
160	в своей	2	2
161	в их	3	2
162	а иногда	1	2
163	в то	12	2
164	дело не	2	2
165	того как	2	2
166	о них	2	2
167	никогда не	5	2
168	того в	1	2
169	во всем	4	2
170	где-нибудь в	1	2
171	связи с	6	2
172	кроме того	3	2
173	что на	2	2
174	начиная с	2	2
175	смехом и	1	2
176	говорит о	2	2
177	в виду	1	2
178	смерти в	1	2
179	то время	2	2
180	можно было	1	2
181	которые с	1	2
182	еще в	1	2
183	не имели	2	2
184	образом в	2	2
185	влияние на	1	2
186	после того	1	2
187	с другой	2	2
188	все в	1	2
189	ее от	1	2
190	вся эта	2	2
191	что и	3	2
192	в форме	3	2
193	также в	1	2
194	один из	5	2
195	в новой	1	2
196	совсем не	2	2
197	а смех	1	2
198	и ее	4	2
199	по этому	1	2
200	где они	1	2
201	на эту	3	2
202	одно из	1	2
203	представлений о	1	2
204	каждый из	1	2
205	на две	2	2
206	смерти и	2	2
207	со смехом	2	2
208	же деле	1	2
209	чем в	1	2
210	здесь в	3	2
211	человека а	1	2
212	а с	1	2
213	прежде всего	6	2
214	самом же	1	2
215	одной стороны	2	2
216	там где	3	2
217	из которых	2	2
218	могут быть	1	2
219	быть только	1	2
220	с этой	2	2
221	под названием	1	2
222	и для	2	2
223	на украине	2	2
224	только как	1	2
225	и при	2	2
226	из этого	1	2
227	в своих	4	2
228	это в	2	2
229	гоголь в	1	1
230	с природой	1	1
231	ту же	4	1
232	человека и	2	1
233	показать что	1	1
234	в приведенном	1	1
235	из самых	1	1
236	и до	10	1
237	что эти	2	1
238	очень много	2	1
239	народ на	1	1
240	сливается с	1	1
241	мы уже	10	1
242	например в	4	1
243	превратились в	1	1
244	не во	1	1
245	на меже	4	1
246	их с	1	1
247	один пример	1	1
248	то это	1	1
249	в ней	4	1
250	на нем	1	1
251	что его	1	1
252	еще далеко	1	1
253	землю и	1	1
254	он употребляет	1	1
255	во дворе	1	1
256	растений и	1	1
257	большое значение	1	1
258	что они	2	1
259	независимо от	1	1
260	стороны и	1	1
261	в своем	3	1
262	в одних	1	1
263	все остальные	2	1
264	перед нами	3	1
265	хотя и	2	1
266	когда он	2	1
267	и наконец	3	1
268	имеется ряд	1	1
269	нового и	1	1
270	более или	2	1
271	в самом	9	1
272	другие элементы	1	1
273	и малых	1	1
274	уже в	2	1
275	он в	1	1
276	соприкасались с	1	1
277	смеха в	2	1
278	тому же	1	1
279	лица и	1	1
280	как он	1	1
281	но на	1	1
282	тесно связаны	1	1
283	вообще не	1	1
284	не ограничивалось	1	1
285	не следует	1	1
286	в нем	8	1
287	так сказать	5	1
288	в огороде	1	1
289	всех этих	3	1
290	свою силу	1	1
291	только в	9	1
292	в нее	1	1
293	это конечно	1	1
294	что все	4	1
295	в другом	3	1
296	связанных с	1	1
297	на все	1	1
298	этих форм	2	1
299	а как	1	1
300	дома и	1	1
301	смеха и	2	1
302	выходить из	1	1
303	и дает	1	1
304	и была	2	1
305	в новое	1	1
306	из первых	1	1
307	по всему	2	1
308	только одно	1	1
309	нет в	1	1
310	их как	1	1
311	иногда принимали	1	1
312	и некоторых	1	1
313	было ни	1	1
314	в развитии	2	1
315	хотя здесь	1	1
316	здесь все	1	1
317	такой же	5	1
318	или менее	2	1
319	что между	1	1
320	это только	1	1
321	место в	1	1
322	еще с	1	1
323	на свою	1	1
324	своего рода	5	1
325	возвращение к	1	1
326	смех в	1	1
327	мир и	2	1
328	такую же	1	1
329	но они	1	1
330	возвращается к	1	1
331	некоторых случаях	1	1
332	к такой	1	1
333	что эта	1	1
334	эти формы	1	1
335	дело в	2	1
336	в науке	1	1
337	и притом	1	1
338	в основе	4	1
339	мужей и	1	1
340	следовательно и	1	1
341	мотивы в	1	1
342	есть уже	1	1
343	с одним	2	1
344	в полной	1	1
345	можно видеть	3	1
346	по своей	4	1
347	вперед и	1	1
348	и его	12	1
349	так например	2	1
350	особое значение	2	1
351	звучит в	1	1
352	как будто	1	1
353	этом отношении	1	1
354	и несколько	4	1
355	и оно	1	1
356	и веселья	1	1
357	и здесь	3	1
358	он называет	2	1
359	но смех	1	1
360	в духе	4	1
361	во все	3	1
362	и такие	2	1
363	с полной	1	1
364	для его	1	1
365	полученных им	1	1
366	имели и	1	1
367	и это	1	1
368	из всего	1	1
369	и превратились	1	1
370	указывали на	1	1
371	и сами	1	1
372	здесь не	1	1
373	в особенности	4	1
374	в пределах	5	1
375	ряду с	1	1
376	и совершенно	2	1
377	с собой	2	1
378	так и	13	1
379	здесь нет	3	1
380	мог бы	1	1
381	известны всем	1	1
382	том как	1	1
383	могла быть	2	1
384	возможно что	2	1
385	он был	12	1
386	без всякой	1	1
387	если бы	2	1
388	и вообще	1	1
389	с ним	2	1
390	находится в	1	1
391	с другою	1	1
392	другом месте	3	1
393	на этой	1	1
394	настоящее время	3	1
395	утверждает что	1	1
396	комический эффект	1	1
397	можно сказать	2	1
398	этой комедии	1	1
399	и во	2	1
400	места и	1	1
401	этот момент	2	1
402	в его	18	1
403	это нужно	1	1
404	во всей	2	1
405	в середине	1	1
406	в ту	4	1
407	как правило	1	1
408	в другую	1	1
409	и мир	1	1
410	в литературе	3	1
411	быть и	1	1
412	но с	2	1
413	о двух	1	1
414	тот же	1	1
415	на другие	1	1
416	на очень	1	1
417	что он	2	1
418	и является	1	1
419	те которые	1	1
420	игра на	1	1
421	и так	1	1
422	только элементы	1	1
423	от них	1	1
424	и обновления	1	1
425	всем этом	1	1
426	указывает что	2	1
427	в эти	1	1
428	них или	1	1
429	с нею	1	1
430	вопроса о	1	1
431	в большинстве	7	1
432	только на	2	1
433	значение и	2	1
434	еще очень	1	1
435	так называемый	1	1
436	и обратно	1	1
437	превращаются в	2	1
438	ни с	5	1
439	был бы	3	1
440	для него	2	1
441	в одном	2	1
442	в пространстве	1	1
443	носит характер	1	1
444	к ним	2	1
445	как его	1	1
446	как раз	2	1
447	не просто	3	1
448	указание на	1	1
449	они становятся	1	1
450	рядом с	3	1
451	образом к	1	1
452	рост и	1	1
453	из своих	1	1
454	время как	1	1
455	стоящие в	1	1
456	и даже	8	1
457	имеет и	1	1
458	как у	1	1
459	имеет место	1	1
460	и др	8	1
461	на ней	1	1
462	притом не	1	1
463	превращается в	1	1
464	чем речь	1	1
465	такое которое	1	1
466	не на	3	1
467	из масок	1	1
468	о каком-то	1	1
469	точности соответствует	1	1
470	под влиянием	1	1
471	близка к	1	1
472	эти слова	1	1
473	в одной	1	1
474	и потому	4	1
475	некоторые из	1	1
476	другая сторона	1	1
477	на человеческую	1	1
478	книге о	1	1
479	одном ряду	1	1
480	по своему	8	1
481	что за	1	1
482	те и	1	1
483	был в	2	1
484	в тех	1	1
485	в современной	1	1
486	и более	4	1
487	этого слова	1	1
488	и не	9	1
489	но это	2	1
490	и действия	1	1
491	и тогда	1	1
492	же значение	1	1
493	он видел	3	1
494	в настоящее	3	1
495	идеологии и	3	1
496	от него	1	1
497	тем более	1	1
498	которые в	1	1
499	этот смех	3	1
500	этих элементов	1	1
501	имен и	3	1
502	его к	3	1
503	несмотря на	2	1
504	только с	1	1
505	этой же	1	1
506	в период	1	1
507	сказать что	3	1
508	другой стороны	2	1
509	в точности	1	1
510	когда в	2	1
511	одновременно и	1	1
512	него в	1	1
513	есть и	5	1
514	можно наблюдать	1	1
515	из своей	1	1
516	время не	1	1
517	что большинство	1	1
518	и эта	2	1
519	как на	1	1
520	и особенно	1	1
