N	2gram	Tiupa_Teor_1	Myshleni
1	то что	3	26
2	в этом	8	25
3	что он	1	25
4	потому что	3	21
5	таким образом	3	19
6	точки зрения	9	18
7	в том	16	18
8	не может	4	18
9	того чтобы	1	17
10	не только	16	16
11	и в	18	16
12	того что	4	16
13	так как	1	16
14	что в	9	16
15	том что	9	15
16	так же	2	15
17	и развитием	1	14
18	для того	1	14
19	в сущности	1	13
20	между собой	3	13
21	сказать что	3	13
22	вопрос о	1	12
23	по отношению	4	12
24	в ходе	4	12
25	в области	4	12
26	и что	3	12
27	и не	13	12
28	отношению к	4	12
29	из того	1	11
30	отношение к	5	11
31	в его	6	11
32	но не	9	10
33	в силу	1	10
34	было бы	1	10
35	как мы	1	10
36	только в	6	10
37	а не	9	10
38	с помощью	1	10
39	с точки	3	9
40	в отношении	3	9
41	может быть	17	9
42	то же	7	8
43	в известном	1	8
44	должно быть	1	8
45	как и	4	8
46	если бы	3	8
47	тем самым	4	8
48	в основе	3	8
49	о том	1	8
50	он не	3	8
51	как это	8	8
52	же как	1	7
53	того же	3	7
54	представляет собой	9	7
55	внутренней речи	13	7
56	в нем	4	7
57	но он	3	7
58	по себе	1	7
59	приводит к	5	7
60	так и	10	7
61	известном смысле	1	7
62	если мы	2	7
63	к объекту	1	7
64	и на	1	6
65	могли бы	2	6
66	но в	9	6
67	в этой	3	6
68	состоит в	17	6
69	в другом	3	6
70	не в	7	6
71	своего развития	1	6
72	что все	1	6
73	у него	1	6
74	но и	9	6
75	деятельности сознания	1	6
76	речи и	2	6
77	в той	2	6
78	в какой	2	6
79	к тому	2	6
80	в такой	1	5
81	мере в	1	5
82	что они	1	5
83	как в	5	5
84	в своем	4	5
85	говорит что	2	5
86	в которой	2	5
87	он должен	2	5
88	тому что	2	5
89	в то	6	5
90	никогда не	4	5
91	можно было	1	5
92	на вопрос	1	5
93	можно сказать	3	5
94	заключается в	2	5
95	обе эти	1	5
96	тот же	1	5
97	для него	2	5
98	тем что	1	5
99	как бы	5	5
100	не является	4	5
101	не знает	3	5
102	и то	2	4
103	той же	1	4
104	а только	3	4
105	друг от	1	4
106	за пределы	2	4
107	сама по	1	4
108	в самом	4	4
109	все эти	2	4
110	с их	2	4
111	отношение между	1	4
112	при этом	12	4
113	подобно тому	1	4
114	и по	2	4
115	это не	2	4
116	стоит в	1	4
117	мышления и	2	4
118	казалось бы	2	4
119	могут быть	4	4
120	же самое	1	4
121	от друга	1	4
122	в пределах	5	4
123	еще не	4	4
124	и т.д	3	4
125	не означает	1	4
126	развития но	1	4
127	в качестве	24	4
128	так что	1	4
129	и их	1	4
130	то время	1	4
131	не могут	2	4
132	точек зрения	1	4
133	с другой	7	4
134	именно в	3	4
135	к которому	3	4
136	и составляет	3	4
137	вместе с	2	4
138	тому как	1	4
139	в целом	3	4
140	мы видим	1	4
141	в результате	1	4
142	бы в	1	4
143	тем более	1	4
144	в системе	1	4
145	в свою	3	4
146	речи как	1	4
147	между двумя	3	3
148	в первом	2	3
149	говорить о	3	3
150	как я	1	3
151	внимание и	1	3
152	по своему	2	3
153	но как	1	3
154	если в	2	3
155	сознания в	1	3
156	как уже	1	3
157	и как	2	3
158	в действительности	1	3
159	то в	2	3
160	он в	1	3
161	на этом	1	3
162	самого процесса	1	3
163	и тем	3	3
164	с тем	1	3
165	и того	3	3
166	в этих	3	3
167	таким же	1	3
168	в их	2	3
169	собой как	1	3
170	и более	1	3
171	не менее	4	3
172	в центр	1	3
173	только не	2	3
174	вытекает из	1	3
175	по своей	3	3
176	и является	2	3
177	и его	8	3
178	связи с	1	3
179	свою очередь	2	3
180	в себя	3	3
181	переход к	1	3
182	никак не	1	3
183	в чем	1	3
184	этих двух	2	3
185	к нему	1	3
186	что и	2	3
187	способность к	2	3
188	своей природе	2	3
189	одной из	2	3
190	между тем	5	3
191	с одной	2	3
192	речь в	1	3
193	в известной	1	3
194	в одном	2	3
195	а в	13	3
196	на примере	1	3
197	еще и	1	3
198	на которые	1	3
199	говорит о	1	3
200	прежде всего	2	3
201	не на	2	3
202	в частности	16	3
203	требует от	1	3
204	к жизни	2	3
205	по существу	1	3
206	той мере	1	3
207	есть ситуация	1	3
208	задолго до	1	3
209	одного и	3	3
210	одной стороны	2	3
211	к его	2	3
212	я это	1	3
213	ее в	2	3
214	значение в	1	3
215	они не	1	3
216	ту же	1	2
217	отношения к	2	2
218	одним из	2	2
219	исходит из	1	2
220	есть не	1	2
221	при анализе	1	2
222	совпадает с	3	2
223	принадлежит к	3	2
224	на свою	1	2
225	я не	2	2
226	на их	1	2
227	столь же	2	2
228	во всех	1	2
229	а тем	1	2
230	отличие от	6	2
231	в центре	1	2
232	не два	1	2
233	и к	3	2
234	если он	1	2
235	в случае	1	2
236	на его	1	2
237	что она	2	2
238	к одному	1	2
239	из виду	1	2
