N	2gram	Vinokur_St_3	Vvedenie
1	и т	8	42
2	т д	2	36
3	т е	8	35
4	и в	25	32
5	в том	20	31
6	в этом	24	30
7	том что	15	26
8	может быть	19	26
9	не только	12	22
10	для того	2	21
11	того чтобы	1	20
12	таким образом	10	19
13	также и	1	18
14	то что	12	16
15	потому что	5	15
16	так как	3	15
17	не может	7	14
18	но также	2	14
19	в самом	2	13
20	в нем	1	13
21	о том	8	13
22	со стороны	3	13
23	в их	3	12
24	в общем	4	12
25	представляет собой	1	12
26	в его	12	12
27	того что	5	12
28	только в	6	12
29	xix в	1	12
30	и не	10	12
31	как на	6	12
32	как мы	2	11
33	в ее	1	11
34	и именно	1	11
35	ясно что	1	11
36	в данном	1	11
37	что такое	7	11
38	что в	19	10
39	то же	5	9
40	в истории	1	9
41	и как	1	9
42	но в	5	9
43	по себе	1	9
44	между тем	6	9
45	в той	1	9
46	этом смысле	4	9
47	этого рода	3	9
48	это не	7	8
49	не в	6	8
50	тем не	2	8
51	не менее	2	8
52	с другой	5	8
53	именно в	1	8
54	самом деле	2	7
55	вопрос о	1	7
56	но не	2	7
57	все же	4	7
58	было бы	7	7
59	точки зрения	7	7
60	в применении	1	7
61	можно было	1	7
62	как нечто	1	7
63	прежде всего	10	7
64	смысле этого	1	7
65	о котором	1	7
66	смысле слова	1	6
67	и это	5	6
68	что история	1	6
69	из этих	6	6
70	как он	1	6
71	том чтобы	2	6
72	его в	1	6
73	с тем	4	6
74	как и	4	6
75	к истории	1	6
76	вовсе не	2	6
77	в то	7	6
78	в качестве	4	6
79	же время	3	6
80	тем что	19	6
81	не трудно	1	6
82	один из	2	6
83	и его	3	6
84	до сих	2	6
85	но и	9	6
86	а именно	1	6
87	применении к	1	6
88	сих пор	2	6
89	все это	8	6
90	работы над	2	6
91	хотя бы	1	6
92	xviii в	3	6
93	одним из	1	5
94	а как	4	5
95	в целом	4	5
96	об этом	5	5
97	на почве	5	5
98	и тем	4	5
99	в них	5	5
100	в которых	2	5
101	по языку	2	5
102	сказать что	4	5
103	могут быть	2	5
104	быть в	1	5
105	как например	8	5
106	так что	11	5
107	уже в	3	5
108	т п	6	5
109	представляют собой	1	5
110	что не	2	5
111	а не	5	5
112	в течение	4	5
113	как бы	6	5
114	в г	12	5
115	другой стороны	5	5
116	есть и	1	5
117	в какой	3	5
118	вместе с	2	5
119	связана с	4	4
120	и то	1	4
121	в чисто	2	4
122	в первом	1	4
123	той же	2	4
124	в и	1	4
125	смотреть на	1	4
126	мы имеем	5	4
127	не просто	2	4
128	независимо от	5	4
129	от этого	1	4
130	уже не	3	4
131	так или	1	4
132	должен был	2	4
133	в своей	4	4
134	в котором	5	4
135	по крайней	4	4
136	как о	2	4
137	не имеет	2	4
138	нельзя не	3	4
139	в разных	1	4
140	в каждом	4	4
141	здесь нет	2	4
142	на вопрос	3	4
143	и т.д	1	4
144	времени и	2	4
145	внимание на	2	4
146	и что	3	4
147	крайней мере	4	4
148	как она	1	4
149	еще не	2	4
150	что он	19	4
151	и ее	2	4
152	с одной	2	4
153	в виде	3	4
154	одно из	2	4
155	всяком случае	4	4
156	как раз	3	4
157	этом отношении	4	4
158	даже и	1	4
159	в особенности	4	4
160	одной стороны	3	4
161	или иначе	1	4
162	по мере	1	4
163	еще и	1	4
164	о чем	1	4
165	видит в	1	4
166	с этой	3	4
167	и для	4	4
168	особого рода	1	4
169	только что	2	4
170	а в	6	4
171	во всяком	4	4
172	не признать	1	3
173	собственном смысле	1	3
174	в сущности	2	3
175	так чтобы	2	3
176	говорить о	3	3
177	то это	1	3
178	в виду	2	3
179	и на	6	3
180	в чем	4	3
181	своего рода	3	3
182	ответ на	5	3
183	в центре	4	3
184	нет надобности	1	3
185	однако не	1	3
186	и к	4	3
187	что это	16	3
188	все эти	3	3
189	в этой	14	3
190	в известном	1	3
191	что она	1	3
192	как оно	1	3
193	если бы	4	3
194	не как	2	3
195	свое время	1	3
196	на этом	3	3
197	на нее	2	3
198	на этой	1	3
199	второй половины	1	3
200	заключается в	2	3
201	отчет в	2	3
202	в свое	1	3
203	в прямом	2	3
204	мы видели	1	3
205	чем в	1	3
206	здесь все	1	3
207	нисколько не	1	3
208	в этих	11	3
209	от себя	1	3
210	этой области	2	3
211	тогда когда	2	3
212	дело в	1	3
213	дело не	2	3
214	связи с	3	3
215	в области	6	3
216	в каком	4	3
217	том отношении	1	3
218	но все	2	3
219	должен быть	2	3
220	в ней	4	3
221	в в	3	3
222	в собственном	1	3
223	на том	1	3
224	прямом смысле	1	3
225	и вообще	1	3
226	чтобы понять	1	3
227	вот почему	1	3
228	язык и	1	3
229	можно сказать	4	3
230	а также	4	3
231	времени в	1	3
232	или как	1	3
233	к нему	4	3
234	раньше чем	3	3
235	известном смысле	1	3
236	одной из	2	3
237	до нас	2	3
238	это сказалось	1	3
239	история и	1	3
240	в начале	4	3
241	при помощи	2	3
242	и других	2	3
243	из них	1	3
244	в известной	1	3
245	в одном	1	3
246	в конце	6	3
247	что и	1	3
248	отношение к	4	3
249	может служить	1	3
250	но что	1	3
251	свое выражение	1	3
252	он мог	1	3
253	отношении что	1	3
254	в очень	1	3
255	а потому	2	3
256	до конца	3	3
257	говорит о	1	3
258	так же	1	3
259	такого рода	5	3
260	что же	1	3
261	в своем	1	3
262	каждой из	1	3
263	к тому	2	3
264	об отношении	1	3
265	том виде	1	3
266	в результате	2	3
267	с русской	1	3
268	к этому	3	3
269	в частности	1	3
270	гораздо более	2	3
271	вряд ли	1	2
272	это однако	1	2
273	языка с	1	2
274	наших дней	1	2
275	начале xix	3	2
276	и до	1	2
277	из его	7	2
278	должна быть	1	2
279	что мы	3	2
280	есть не	1	2
281	мы не	2	2
282	что если	2	2
283	которого мы	1	2
284	на тему	3	2
285	и со	1	2
286	что можно	1	2
287	того же	2	2
288	в каждой	2	2
289	народа как	1	2
290	чем же	1	2
291	сам же	1	2
292	что нет	1	2
293	его к	2	2
294	большей части	1	2
295	о которой	2	2
296	одно целое	1	2
297	не к	1	2
298	данном отношении	1	2
299	какой бы	1	2
300	одной и	1	2
301	первом из	1	2
302	же касается	1	2
303	в другом	3	2
304	и с	4	2
305	на протяжении	4	2
306	которая как	1	2
307	но уже	1	2
308	о которых	3	2
309	соответствии с	1	2
310	этого не	1	2
311	во внимание	1	2
312	несмотря на	3	2
313	в памятниках	1	2
314	другое дело	3	2
315	должно быть	1	2
316	она была	1	2
317	и тогда	2	2
318	не мог	2	2
319	и при	1	2
320	с точки	4	2
321	состоит в	4	2
322	не столько	2	2
323	и той	1	2
324	не могли	1	2
325	том же	1	2
326	тому что	3	2
327	произведения и	2	2
328	воззрением на	2	2
329	в отношении	2	2
330	с теми	1	2
331	на котором	2	2
332	того как	1	2
333	одна из	2	2
334	работа над	3	2
335	никогда не	2	2
336	казалось бы	1	2
337	ничего не	4	2
338	иной раз	1	2
339	находит себе	1	2
340	до того	1	2
341	этого термина	2	2
342	явлениями в	1	2
343	от того	2	2
344	у нас	4	2
345	когда мы	1	2
346	по возможности	1	2
347	той или	1	2
348	рядом с	1	2
349	в работах	1	2
350	то она	2	2
351	значительной мере	1	2
352	говоря уже	1	2
353	в дальнейшем	1	2
354	и сам	1	2
355	из двух	1	2
356	так и	5	2
357	принять во	1	2
358	сказалось в	2	2
359	для этого	2	2
360	же самое	1	2
361	преимущественно в	1	2
362	в содержании	1	2
363	и здесь	3	2
364	и должно	1	2
365	в значительной	1	2
366	вопросу о	1	2
367	связь между	1	2
368	во всех	2	2
369	тем или	1	2
370	однако с	1	2
371	этому поводу	2	2
372	во втором	2	2
373	в языке	8	2
374	в форме	2	2
375	язык в	1	2
376	вообще и	1	2
377	тем более	3	2
378	все время	2	2
379	этой почве	1	2
380	по содержанию	1	2
381	здесь не	1	2
382	и так	1	2
383	признать очень	1	2
384	по этому	3	2
385	именно на	1	2
386	до наших	1	2
387	литературы в	1	2
388	от других	1	2
389	в но	1	2
390	могло бы	1	2
391	или иной	2	2
392	содержании и	1	2
393	в ряде	2	2
394	и др	4	2
395	не говоря	1	2
396	по тем	1	2
397	них и	1	2
398	не было	4	2
399	этому времени	1	2
400	что несмотря	1	2
401	языка не	1	2
402	должна была	4	2
403	в связи	3	2
404	виде в	1	2
405	с помощью	1	2
406	все более	2	2
407	внимания к	1	2
408	из которых	4	2
409	с этим	7	2
410	истории в	1	2
411	на рубеже	1	2
412	этого слова	2	2
413	тому как	1	2
414	это есть	4	2
415	по существу	1	2
416	был в	1	2
417	но это	4	2
418	которые были	2	2
419	это уже	1	2
420	котором он	1	2
421	у них	1	2
422	или нет	1	2
423	бы в	1	2
424	конце концов	3	2
425	но зато	1	2
426	в интересах	2	2
427	к историческим	2	2
428	он и	2	2
429	или иным	1	2
430	жизни и	1	2
431	и другие	1	2
432	это в	4	2
433	я и	3	1
434	например в	4	1
435	до него	1	1
436	сам по	1	1
437	на самом	1	1
438	значении этого	1	1
439	что сведения	1	1
440	не лишает	1	1
441	прямым предметом	1	1
442	например у	1	1
443	отношения между	5	1
444	речь идет	2	1
445	что эти	4	1
446	основных вопросов	1	1
447	видеть в	1	1
448	объясняется и	1	1
449	был и	1	1
