N	2gram	Bakhtin_Pr_5	FransuaR
1	и в	35	41
2	то есть	16	24
3	и т.п	6	19
4	мы уже	8	18
5	во всех	3	17
6	таким образом	7	17
7	в нем	16	16
8	и с	12	16
9	и его	14	13
10	но и	14	13
11	в этом	14	12
12	как мы	8	12
13	все эти	3	11
14	уже говорили	5	11
15	все это	14	11
16	в самом	6	10
17	не только	10	10
18	так как	4	10
19	прежде всего	12	10
20	то что	10	10
21	и на	6	9
22	кроме того	1	9
23	во время	5	9
24	о том	2	9
25	здесь в	2	9
26	и все	15	9
27	здесь и	1	8
28	в сущности	14	8
29	но в	19	8
30	в этой	1	8
31	никогда не	4	8
32	и до	1	7
33	в них	4	7
34	как и	18	7
35	том что	3	7
36	в его	21	7
37	вовсе не	7	7
38	у него	4	7
39	в особенности	1	7
40	как бы	31	7
41	что в	6	7
42	например в	2	6
43	в то	11	6
44	один из	1	6
45	вместе с	2	6
46	или в	2	6
47	сказать что	3	6
48	что он	24	6
49	и он	2	5
50	с его	7	5
51	в ее	3	5
52	в своем	2	5
53	что это	4	5
54	в себе	5	5
55	то же	15	5
56	той же	2	5
57	рядом с	4	5
58	еще в	4	5
59	но он	4	5
60	во всем	4	5
61	тем что	4	5
62	так и	8	5
63	и что	6	5
64	же время	10	5
65	из них	3	5
66	в одном	6	5
67	большинстве случаев	2	5
68	там где	7	5
69	так же	7	5
70	в той	4	5
71	одним из	1	4
72	того же	1	4
73	самом деле	10	4
74	конечно и	1	4
75	в ней	2	4
76	меньшей степени	1	4
77	он был	1	4
78	как в	5	4
79	и как	2	4
80	и наконец	7	4
81	та же	4	4
82	а затем	2	4
83	в другом	12	4
84	не в	10	4
85	даже в	5	4
86	но они	1	4
87	в основе	1	4
88	того чтобы	1	4
89	все же	8	4
90	роль в	1	4
91	и вообще	2	4
92	с ним	7	4
93	все время	4	4
94	тот же	4	4
95	всех его	1	4
96	с одной	1	4
97	уже в	3	4
98	в большинстве	2	4
99	в результате	1	4
100	в котором	3	4
101	и даже	5	4
102	с другой	4	4
103	большей или	1	4
104	и от	3	4
105	в большей	1	4
106	а в	7	4
107	не может	18	4
108	из этого	2	4
109	они были	1	3
110	т.п но	1	3
111	он сам	6	3
112	в чем	4	3
113	в голове	2	3
114	в одной	3	3
115	с этим	3	3
116	перед нами	1	3
117	в первом	2	3
118	при этом	2	3
119	и сам	7	3
120	характер в	1	3
121	в плане	6	3
122	на все	1	3
123	с другими	2	3
124	было бы	3	3
125	и их	1	3
126	эпизоде с	1	3
127	своего героя	2	3
128	потому что	8	3
129	только с	3	3
130	этом отношении	1	3
131	есть только	2	3
132	они и	1	3
133	миром и	1	3
134	говорили что	4	3
135	котором мы	1	3
136	здесь он	2	3
137	те же	2	3
138	никак не	1	3
139	до сих	1	3
140	разобранной нами	2	3
141	к нему	13	3
142	во втором	1	3
143	в него	3	3
144	того что	3	3
145	одной из	2	3
146	мы увидим	2	3
147	только в	6	3
148	конечно не	2	3
149	в начале	3	3
150	есть в	1	3
151	или меньшей	1	3
152	что не	4	3
153	но оно	1	3
154	не были	1	3
155	и особенно	1	3
156	в данном	1	3
157	с миром	3	3
158	в первой	1	3
159	и не	27	3
160	с этой	2	3
161	сих пор	1	3
162	но это	6	3
163	не мог	3	3
164	и для	8	3
165	пор еще	1	3
166	в третьем	1	3
167	здесь только	1	3
168	между ними	1	3
169	первой книги	2	3
170	если б	3	2
171	в ослабленной	2	2
172	и то	5	2
173	тех же	1	2
174	это и	3	2
175	с точки	2	2
176	ведь и	4	2
177	мы не	1	2
178	есть нечто	1	2
179	говорить о	3	2
180	но уже	2	2
181	его так	1	2
182	но конечно	2	2
183	но не	6	2
184	то он	1	2
185	за пределы	3	2
186	что они	6	2
187	в центре	1	2
188	точки зрения	7	2
189	хотя и	2	2
190	и отчасти	2	2
191	он в	4	2
192	в главе	1	2
193	раз в	2	2
194	как он	2	2
195	так сказать	2	2
196	на его	4	2
197	он не	13	2
198	всех этих	2	2
199	есть именно	1	2
200	на этом	2	2
201	что все	2	2
202	значение в	1	2
203	самим собой	7	2
204	лишь в	7	2
205	это было	2	2
206	гл iv	1	2
207	и само	1	2
208	мы видели	2	2
209	одного и	1	2
210	в своей	4	2
211	они уже	1	2
212	из области	1	2
213	но эта	2	2
214	в другие	1	2
215	их в	2	2
216	для этого	2	2
217	и очень	1	2
218	в таких	1	2
219	что их	1	2
220	у кого	1	2
221	а уж	1	2
222	схватил его	1	2
223	себе самом	5	2
224	для всего	1	2
225	находятся в	1	2
226	так что	5	2
227	как она	1	2
228	связи с	1	2
229	это уже	2	2
230	превращается в	1	2
231	к себе	18	2
232	не могут	1	2
233	в эти	2	2
234	данном случае	1	2
235	характер и	2	2
236	в дальнейшем	2	2
237	конечно в	2	2
238	времени и	2	2
239	в романе	1	2
240	что дело	1	2
241	образом в	1	2
242	но здесь	1	2
243	в значительной	1	2
244	между тем	4	2
245	и во	3	2
246	кажется что	2	2
247	говорит он	4	2
248	тем более	1	2
249	а именно	1	2
250	на которой	2	2
251	но с	1	2
252	и весьма	1	2
253	со всеми	3	2
254	где они	1	2
255	человека с	3	2
256	себя в	2	2
257	понятно что	2	2
258	переходит в	2	2
259	да еще	2	2
260	характерно что	1	2
261	себе в	1	2
262	ведь это	1	2
263	и прежде	4	2
264	в конце	5	2
265	как его	3	2
266	каждый из	2	2
267	может быть	14	2
268	как раз	4	2
269	в форме	3	2
270	степени в	1	2
