N	2gram	Vygotskiy__5	DiskursI
1	в себе	1	19
2	при этом	4	17
3	в этом	25	16
4	как и	8	16
5	состоит в	6	16
6	и в	16	16
7	в качестве	4	16
8	может быть	9	16
9	и не	12	15
10	а не	10	14
11	отличие от	2	12
12	в отличие	2	12
13	и т.п	1	12
14	в частности	3	12
15	тогда как	1	11
16	но в	6	11
17	представляет собой	7	11
18	но и	6	11
19	со стороны	1	10
20	не только	16	10
21	том что	15	10
22	так и	7	9
23	не может	18	9
24	как в	5	8
25	в том	18	8
26	но не	10	7
27	в данном	1	7
28	в нем	7	7
29	ни в	1	7
30	не менее	3	7
31	прежде всего	3	7
32	то же	8	6
33	еще не	4	6
34	с его	1	6
35	себя в	1	6
36	все же	3	6
37	в своей	2	6
38	тем самым	8	6
39	по своей	3	6
40	в своих	2	6
41	и на	6	5
42	в своем	5	5
43	в то	5	5
44	с другой	4	5
45	что в	16	5
46	для него	5	5
47	то что	26	5
48	а с	2	5
49	и то	4	4
50	по отношению	12	4
51	в этой	6	4
52	в основе	8	4
53	потому что	21	4
54	этом отношении	5	4
55	о том	8	4
56	в пределах	4	4
57	одного из	1	4
58	с одной	3	4
59	в одном	3	4
60	одной стороны	3	4
61	как бы	5	4
62	не является	5	4
63	точки зрения	18	4
64	к его	3	4
65	к этому	3	4
66	отношению к	12	4
67	также и	1	3
68	например в	1	3
69	и ее	1	3
70	принадлежит к	2	3
71	столь же	2	3
72	возможность иного	1	3
73	к жизни	3	3
74	перед нами	1	3
75	и как	3	3
76	и наконец	1	3
77	все эти	4	3
78	всей своей	1	3
79	он не	8	3
80	внутренней речи	7	3
81	из виду	2	3
82	и может	3	3
83	в другом	6	3
84	его в	2	3
85	это не	4	3
86	одного и	3	3
87	в этих	3	3
88	в котором	2	3
89	не столько	1	3
90	не в	6	3
91	могут быть	4	3
92	той или	1	3
93	мысль о	1	3
94	приводит к	7	3
95	еще в	3	3
96	в его	11	3
97	но она	1	3
98	только в	10	3
99	и его	3	3
100	из них	2	3
101	в них	2	3
102	из двух	1	3
103	или иной	1	3
104	здесь в	1	3
105	не было	1	3
106	не знает	5	3
107	как будто	2	3
108	иначе говоря	1	3
109	можно сказать	5	3
110	но это	3	3
111	и того	3	3
112	и все	1	3
113	жизни и	2	3
114	как на	3	3
115	же как	7	2
116	того же	7	2
117	и это	1	2
118	той же	4	2
119	место в	1	2
120	совпадает с	2	2
121	говорить о	3	2
122	в ней	2	2
123	мы имеем	1	2
124	не нужно	1	2
125	общих чертах	1	2
126	не требует	2	2
127	легко может	1	2
128	отношение к	11	2
129	из важнейших	1	2
130	более чем	1	2
131	оказывается не	2	2
132	стороны и	2	2
133	как уже	3	2
134	отношения между	3	2
135	в целом	4	2
136	не более	1	2
137	должна быть	5	2
138	в первую	1	2
139	с таким	3	2
140	свое время	2	2
141	подобно тому	4	2
142	что ни	1	2
143	и возможность	1	2
144	является не	2	2
145	одно и	1	2
146	за которым	1	2
147	и с	3	2
148	входит в	1	2
149	обоих случаях	1	2
150	этот человек	1	2
151	который по	1	2
152	но уже	1	2
153	должно быть	8	2
154	такой же	4	2
155	все это	2	2
156	на первый	1	2
157	этом случае	3	2
158	в ходе	12	2
159	переходе от	1	2
160	с точки	9	2
161	обращение к	1	2
162	речи в	6	2
163	их в	2	2
164	в обоих	1	2
165	никогда не	5	2
166	и чужого	3	2
167	сводится к	1	2
168	что на	1	2
169	в области	12	2
170	в специальном	1	2
171	с их	4	2
172	для себя	1	2
173	с ее	1	2
174	но при	2	2
175	говорит об	1	2
176	в себя	3	2
177	природе своей	1	2
178	не с	2	2
179	в результате	4	2
180	на большую	1	2
181	означает не	1	2
182	первую очередь	1	2
183	между тем	3	2
184	что и	3	2
185	другого в	1	2
186	которая в	2	2
187	к их	2	2
188	есть в	1	2
189	на примере	3	2
190	именно в	4	2
191	и прежде	1	2
192	не на	3	2
193	может иметь	2	2
194	вместе с	4	2
195	или по	1	2
196	о чем	2	2
197	в той	6	2
198	или иного	1	2
199	тому как	4	2
200	что же	1	2
201	а потом	1	2
202	в свое	2	2
203	и для	1	2
204	а в	3	2
205	с ней	1	2
206	другой стороны	2	2
207	что он	25	2
208	и состоит	1	2
209	это в	1	2
210	самых общих	2	1
211	и развитие	17	1
212	является для	2	1
213	одним из	2	1
214	переходит к	1	1
215	будет так	1	1
216	а между	1	1
217	самом деле	3	1
218	переход от	7	1
219	это и	3	1
220	на деле	1	1
221	к данному	2	1
222	и есть	7	1
223	различных сторон	1	1
224	в первом	3	1
225	к другому	1	1
226	но если	6	1
227	есть не	2	1
228	речевой деятельности	1	1
229	для своего	1	1
230	мы не	3	1
231	собой как	3	1
232	оно означает	1	1
233	вопрос о	12	1
234	целого это	1	1
235	в сущности	13	1
236	на практике	2	1
237	я не	2	1
238	понятия в	3	1
239	собой в	1	1
240	очередь по	1	1
241	он был	1	1
242	же мере	5	1
243	он сам	1	1
244	на их	2	1
245	бы то	1	1
246	предполагать что	1	1
247	в чем	3	1
248	во всех	2	1
249	привели к	1	1
250	как правило	1	1
251	в ее	1	1
252	чем это	1	1
253	мышления является	1	1
254	точка зрения	8	1
255	не то	4	1
256	если в	3	1
257	ответ на	3	1
258	есть по	1	1
259	с совершенно	1	1
260	которая не	1	1
261	друг от	4	1
262	за пределы	4	1
263	связи и	2	1
264	на примерах	1	1
265	в истории	2	1
266	мере в	5	1
267	в одной	1	1
268	мысли только	1	1
269	просто как	1	1
270	диаметрально противоположной	1	1
271	к числу	1	1
272	в этот	2	1
273	то в	3	1
274	речи подобно	1	1
275	в самом	4	1
276	только то	1	1
277	еще на	1	1
278	в которой	5	1
279	другого как	1	1
280	в нашем	1	1
281	ни одна	1	1
282	и отношения	3	1
283	но на	1	1
284	в случае	2	1
285	роли в	1	1
286	в расчет	1	1
287	к выводу	1	1
288	не имеют	2	1
289	к миру	1	1
290	так сказать	1	1
291	и только	1	1
292	готовности к	1	1
293	как прямого	1	1
294	он должен	5	1
295	же это	1	1
296	к одному	2	1
297	не как	1	1
298	в силу	10	1
299	но прежде	1	1
300	ибо она	1	1
301	одной и	1	1
302	на этом	3	1
303	с этой	4	1
304	именно это	2	1
305	таким образом	19	1
306	значительной степени	1	1
307	что является	2	1
308	мы его	4	1
309	совпадают с	1	1
310	письма в	1	1
311	сознание и	2	1
312	об этом	1	1
313	анекдота так	1	1
314	полной мере	1	1
315	лишь в	1	1
316	того или	1	1
317	не совпадает	2	1
318	самым он	1	1
319	в жизни	2	1
320	творческую способность	1	1
321	и во-вторых	1	1
322	сделать предметом	1	1
323	этого не	1	1
324	письменной речи	39	1
325	несмотря на	1	1
326	открытым вопрос	1	1
327	как сказано	1	1
328	со всей	1	1
329	восприятия и	3	1
330	в центр	3	1
331	обобщений и	1	1
332	в такой	5	1
333	со своего	1	1
334	если можно	1	1
335	дальнейшее развитие	1	1
336	и той	1	1
337	в опыте	1	1
338	не считает	1	1
339	тем не	1	1
340	и более	3	1
341	перед ним	1	1
342	том же	1	1
343	что этот	1	1
344	двух противоположных	1	1
345	непосредственным образом	1	1
346	случае мы	1	1
347	же самого	3	1
348	при переходе	1	1
349	проистекает из	4	1
350	но они	2	1
351	все три	1	1
352	она не	1	1
353	с теми	1	1
354	самого начала	5	1
355	мысли в	4	1
356	дело не	1	1
357	мышления и	4	1
358	к этим	1	1
359	в процессе	13	1
360	они же	2	1
361	которого он	1	1
362	в самых	4	1
363	бы свое	1	1
364	в общих	1	1
365	ничего не	5	1
366	благодаря тому	1	1
367	того как	5	1
368	которая состоит	1	1
369	к ней	1	1
370	своей природе	3	1
371	такая же	1	1
372	во всем	2	1
373	имеет два	2	1
374	их внутреннюю	1	1
375	или не	2	1
376	известной степени	1	1
377	уже о	1	1
378	начиная с	1	1
379	не могут	4	1
380	но все	2	1
381	и другой	1	1
382	отличается от	1	1
383	только еще	1	1
384	числе и	1	1
385	к тому	6	1
386	указывает на	2	1
387	не есть	4	1
388	в полной	1	1
389	имеет место	2	1
390	оно не	1	1
391	в применении	1	1
392	представляют собой	2	1
393	приходит к	3	1
394	более не	1	1
395	сегодня в	1	1
396	от друга	4	1
397	основе этого	2	1
398	каждый момент	1	1
399	из главных	1	1
400	языка и	6	1
401	в собственном	1	1
402	действия и	1	1
403	с самого	5	1
404	означает и	1	1
405	однако эта	1	1
406	столько в	1	1
407	как с	3	1
408	этот период	2	1
409	по аналогии	1	1
410	контакте с	1	1
411	о временном	2	1
412	мы в	1	1
413	строго говоря	1	1
414	для этого	1	1
415	и даже	2	1
416	бывает в	1	1
417	с ним	5	1
418	каждый из	1	1
419	все дело	2	1
420	движения и	1	1
421	и здесь	2	1
422	другом месте	4	1
423	и т.д	4	1
424	всем протяжении	2	1
425	никак не	3	1
426	и что	12	1
427	этом заключается	1	1
428	может не	1	1
429	аналогии с	1	1
430	и во	1	1
431	самый процесс	2	1
432	вопрос следует	1	1
433	в форме	1	1
434	но вне	1	1
435	целого а	1	1
436	которая и	1	1
437	слов и	2	1
438	и следовательно	6	1
439	как она	3	1
440	это всегда	1	1
441	уже сказано	1	1
442	с каждым	1	1
443	не идет	1	1
444	может оказаться	1	1
445	фразы как	1	1
446	приходит в	1	1
447	самого говорящего	1	1
448	становится столь	1	1
449	с которыми	2	1
450	устной речи	24	1
451	так что	4	1
452	для всех	1	1
