N	2gram	Tiupa_Anal_1	Myslijsy
1	потому что	2	52
2	то есть	11	42
3	и в	18	39
4	может быть	29	27
5	в том	27	26
6	только в	6	25
7	не может	22	22
8	что в	5	22
9	не только	15	21
10	так как	2	21
11	а не	17	21
12	в нем	3	20
13	но и	17	20
14	и не	21	18
15	языка и	1	17
16	язык есть	2	17
17	том что	12	16
18	так что	1	16
19	в этом	13	15
20	не в	14	15
21	если бы	3	14
22	по отношению	6	13
23	в себе	11	13
24	таким образом	3	13
25	так и	4	13
26	отношению к	5	13
27	было бы	2	12
28	в душе	1	11
29	мы не	1	10
30	как в	1	10
31	по себе	4	10
32	и что	1	10
33	то что	6	10
34	что не	3	10
35	не есть	8	10
36	речи и	1	10
37	но в	8	9
38	как и	13	9
39	тогда когда	2	9
40	могут быть	4	9
41	для нас	1	9
42	душевной жизни	2	9
43	но не	10	8
44	точки зрения	6	8
45	в одном	1	8
46	того что	4	8
47	со стороны	2	8
48	вместе с	4	8
49	по его	1	7
50	язык как	1	7
51	в ней	1	7
52	это не	6	7
53	в этих	1	7
54	то и	1	7
55	с другой	4	7
56	должно быть	2	7
57	и т	3	6
58	то же	9	6
59	независимо от	1	6
60	все же	4	6
61	и как	5	6
62	бы не	2	6
63	при этом	12	6
64	и по	2	6
65	от нее	1	6
66	между собою	1	6
67	и наоборот	1	6
68	не менее	1	6
69	в каком	1	6
70	что и	3	6
71	еще не	3	6
72	по мере	1	6
73	как бы	5	6
74	в первом	2	5
75	во всех	1	5
76	только тогда	1	5
77	то в	2	5
78	не имеют	1	5
79	не следует	4	5
80	с тем	1	5
81	несмотря на	2	5
82	возможно только	1	5
83	и его	5	5
84	между тем	5	5
85	во втором	1	5
86	в его	13	5
87	для всех	1	5
88	языка как	1	5
89	вовсе не	2	5
90	друг друга	1	5
91	и потому	2	5
92	но это	1	5
93	и для	1	5
94	из себя	1	5
95	а в	9	5
96	другой стороны	2	5
97	в таком	3	5
98	вопрос о	2	4
99	есть нечто	1	4
100	бы ни	2	4
101	а только	1	4
102	с духом	1	4
103	субъекта и	4	4
104	и объекта	1	4
105	из этих	2	4
106	этом смысле	1	4
107	т п	3	4
108	тем самым	7	4
109	однако в	3	4
110	бы быть	3	4
111	в то	9	4
112	никогда не	2	4
113	же время	6	4
114	во всем	1	4
115	не могут	3	4
116	к тому	7	4
117	свою очередь	1	4
118	слов и	1	4
119	то на	1	4
120	для него	2	4
121	не было	1	4
122	и даже	1	4
123	в действительности	1	4
124	прежде всего	6	4
125	что мы	3	4
126	тому как	3	4
127	быть не	3	4
128	при таком	1	4
129	от него	1	4
130	не более	4	4
131	в свою	1	4
132	в своих	1	4
133	того же	4	3
134	противном случае	1	3
135	должна быть	1	3
136	что можно	1	3
137	и то	2	3
138	вопрос об	3	3
139	столь же	4	3
140	тем как	1	3
141	что как	3	3
142	помнить что	1	3
143	в противном	1	3
144	хотя и	1	3
145	в самом	6	3
146	что это	1	3
147	думать что	2	3
148	он не	3	3
149	отношений между	1	3
150	подобно тому	3	3
151	прежде чем	1	3
152	а вместе	1	3
153	то ни	3	3
154	что все	1	3
155	в мире	8	3
156	той же	2	3
157	и с	2	3
158	а его	1	3
159	заключается в	1	3
160	и тем	1	3
161	в них	1	3
162	в этой	5	3
163	не так	1	3
164	и при	1	3
165	в своей	6	3
166	с точки	4	3
167	и той	1	3
168	бытия и	2	3
169	тому что	1	3
170	для того	4	3
171	на него	1	3
172	в сознании	2	3
173	оно не	1	3
174	для себя	2	3
175	но при	1	3
176	том как	1	3
177	с ним	4	3
178	одной и	1	3
179	и во	1	3
180	во внутренней	1	3
181	мы увидим	1	3
182	но как	1	3
183	с одной	3	3
184	языка а	1	3
185	только на	1	3
186	есть уже	1	3
187	или даже	1	3
188	языка но	1	3
189	никто не	3	3
190	могло бы	1	3
191	были бы	1	3
192	с другим	4	3
193	что для	1	3
194	связи с	1	3
195	все более	1	3
196	в самой	1	3
197	одной стороны	3	3
198	в состоянии	1	3
199	только для	2	3
200	оно и	1	3
201	и от	1	3
202	она может	3	3
203	о котором	1	3
204	и все	3	3
205	мы должны	1	3
206	хотя в	1	3
207	по поводу	1	3
208	во всяком	1	3
209	ко всем	1	2
210	одним из	3	2
211	язык может	1	2
212	и есть	3	2
213	видеть в	1	2
214	а как	2	2
215	есть не	8	2
216	в сущности	6	2
217	проявляется в	1	2
218	бы то	3	2
219	служит для	1	2
220	то он	2	2
221	мы будем	1	2
222	не все	2	2
223	тогда как	14	2
224	за пределы	2	2
225	что именно	2	2
226	в течение	1	2
227	в полном	1	2
228	сознания в	4	2
229	могли бы	2	2
230	его к	2	2
231	на что	1	2
232	в которой	2	2
233	в целом	5	2
234	по крайней	1	2
235	в понятии	1	2
236	и более	4	2
237	из него	1	2
238	с этой	1	2
239	но все	1	2
240	могла бы	3	2
241	на все	2	2
242	мы постараемся	1	2
243	жизни человека	1	2
244	для них	1	2
245	и того	5	2
246	одного и	2	2
247	таким же	1	2
248	взгляд на	1	2
249	в их	5	2
250	ни малейшего	1	2
251	слова в	1	2
252	но он	1	2
253	том и	2	2
254	том же	1	2
255	если и	1	2
256	от нас	1	2
257	в деятельности	1	2
258	что иное	5	2
259	того чтобы	3	2
260	только не	2	2
261	в разных	1	2
262	из того	4	2
263	что речь	1	2
264	как будто	3	2
265	его с	1	2
266	имеет место	5	2
267	как мы	2	2
268	не будет	3	2
269	в собственном	3	2
270	мысль о	2	2
271	уже с	1	2
272	и может	1	2
273	с языком	1	2
274	со мною	1	2
275	времени и	6	2
276	для этого	2	2
277	в виду	1	2
278	иное как	5	2
279	познания и	1	2
280	и должно	1	2
281	о том	5	2
282	одного из	2	2
283	связь между	1	2
284	и только	1	2
285	крайней мере	1	2
286	внутреннее единство	1	2
287	в разные	1	2
288	по этому	1	2
289	есть в	1	2
290	уже не	4	2
291	не можем	1	2
292	вопроса о	3	2
293	разные времена	1	2
294	же в	1	2
295	в начале	2	2
296	слова не	1	2
297	сообщения мысли	1	2
298	при помощи	2	2
299	за ним	1	2
300	чего бы	1	2
301	к мысли	1	2
302	нуждается в	8	2
303	явлений в	1	2
304	и вместе	1	2
305	влияние на	1	2
306	предполагает в	1	2
307	таком случае	3	2
308	для человека	1	2
309	если не	1	2
310	связь с	1	2
311	нет ничего	2	2
312	его на	1	2
313	своего языка	1	2
314	что же	2	2
315	языка по	1	2
316	и о	2	2
317	как предмет	4	2
318	о его	1	2
319	к другим	1	2
320	или в	1	2
321	тем более	2	2
322	хотя бы	3	2
323	все они	1	2
324	ни было	4	2
325	что оно	1	2
326	была бы	2	2
327	не что	4	2
328	понимание есть	1	2
329	что даже	1	2
330	из этого	1	2
331	жизни и	1	2
332	то оно	1	2
333	все что	1	2
334	в понимающем	1	1
335	же нам	1	1
336	говоря о	2	1
337	отношения к	2	1
338	например в	1	1
339	предполагает что	1	1
340	человека и	1	1
341	субъективности и	1	1
342	должен быть	6	1
343	сам по	1	1
344	самом деле	2	1
345	он может	2	1
346	от своей	1	1
347	явления и	1	1
348	собственном смысле	1	1
349	едва ли	2	1
350	нельзя назвать	1	1
351	в зависимости	1	1
352	можно и	1	1
353	мы имеем	6	1
354	выше его	1	1
355	двух и	1	1
356	не столько	2	1
357	из сказанного	1	1
358	совпадает с	2	1
359	не вполне	1	1
360	на себя	2	1
361	в последующих	1	1
362	и другая	1	1
363	зависимости от	1	1
364	и самого	2	1
365	ожидать от	1	1
366	и на	5	1
367	это возможно	1	1
368	в различных	1	1
369	в чем	1	1
370	бы мы	1	1
371	с его	3	1
372	как если	1	1
373	на самом	2	1
374	нем при	1	1
375	если в	3	1
376	данной системы	1	1
