N	2gram	Propp_Russ_1	Dialekti
1	т е	17	48
2	и не	6	27
3	а не	2	26
4	точки зрения	3	25
5	и т	10	24
6	и в	36	24
7	значит что	2	24
8	не только	22	23
9	т д	9	23
10	не может	4	19
11	не просто	2	18
12	ничего не	3	17
13	и что	4	15
14	что все	1	14
15	с точки	3	14
16	то что	6	14
17	в таком	1	14
18	таким образом	6	13
19	что он	1	13
20	может быть	8	13
21	что это	3	12
22	того что	4	12
23	есть и	1	12
24	не менее	3	11
25	не имеет	6	11
26	таком случае	1	10
27	отнюдь не	2	10
28	тем не	3	10
29	что она	2	9
30	ни в	1	9
31	но и	16	9
32	в этом	12	8
33	и как	2	8
34	так что	2	8
35	в виде	6	8
36	что мы	1	8
37	том что	19	8
38	если же	1	8
39	как и	10	7
40	потому что	10	7
41	в виду	1	7
42	только на	3	7
43	но что	2	7
44	в особенности	2	7
45	что в	19	7
46	самом деле	1	6
47	должна быть	1	6
48	д и	1	6
49	что иное	2	6
50	иное как	2	6
51	то же	3	6
52	об этом	9	6
53	и с	2	6
54	оно не	1	6
55	если бы	1	6
56	что и	7	6
57	о том	8	6
58	так как	15	6
59	и пр	2	6
60	не на	2	6
61	и все	1	6
62	все это	6	6
63	кроме того	1	6
64	но если	1	6
65	не что	2	6
66	вопрос о	1	5
67	точка зрения	1	5
68	хотя и	2	5
69	и к	3	5
70	он не	1	5
71	так и	7	5
72	было бы	1	5
73	в них	6	5
74	мы не	6	5
75	в том	17	5
76	в то	1	5
77	тогда когда	1	5
78	и сама	1	5
79	и его	1	5
80	только в	4	5
81	уже не	6	5
82	одно из	5	5
83	что не	1	5
84	что для	1	5
85	как это	8	5
86	но это	4	5
87	не отличается	1	5
88	или не	1	5
89	или нет	1	5
90	только как	1	5
91	жизни и	1	5
92	как на	1	5
93	говорить о	1	4
94	в чем	1	4
95	в истории	1	4
96	подобно тому	1	4
97	он просто	1	4
98	это не	10	4
99	тому что	4	4
100	что есть	1	4
101	от того	1	4
102	не могут	1	4
103	и это	1	4
104	то время	1	4
105	жизнь и	1	4
106	к тому	4	4
107	говорит о	1	4
108	у нас	8	4
109	так же	3	4
110	тому как	1	4
111	е в	8	4
112	сказать что	1	4
113	из самых	1	3
114	мы уже	1	3
115	но даже	2	3
116	зависимости от	1	3
117	и на	10	3
118	же она	1	3
119	что именно	2	3
120	с этим	2	3
121	в своем	3	3
122	только тогда	1	3
123	все же	5	3
124	перед нами	1	3
125	все эти	2	3
126	на то	1	3
127	в нем	2	3
128	не значит	2	3
129	он должен	1	3
130	в силу	2	3
131	на свои	1	3
132	он и	1	3
133	и без	1	3
134	имеется в	1	3
135	из которых	1	3
136	она не	2	3
137	одна из	4	3
138	в основе	1	3
139	но она	2	3
140	на себя	2	3
141	а мы	2	3
142	должны быть	1	3
143	и о	1	3
144	быть может	1	3
145	к нему	1	3
146	быть и	2	3
147	и ее	1	3
148	есть в	1	3
149	то и	1	3
150	из них	8	3
151	мы знаем	1	3
152	случае не	1	3
153	тем что	4	3
154	не было	2	3
155	его как	2	3
156	ни о	1	3
157	как бы	5	3
158	если не	1	3
159	только одна	1	3
160	не знает	1	3
161	только о	1	3
162	также не	1	3
163	все что	1	3
164	также и	1	2
165	например в	2	2
166	же как	1	2
167	в частности	2	2
168	а из	1	2
169	только потому	1	2
170	в первом	1	2
171	не имеют	1	2
172	что если	1	2
173	в разные	2	2
174	и самой	1	2
175	и он	1	2
176	в ней	2	2
177	еще не	4	2
178	на них	1	2
179	всего этого	1	2
180	с его	1	2
181	но не	2	2
182	его на	1	2
183	целый ряд	1	2
184	но в	2	2
185	из этих	4	2
186	думать что	3	2
187	в себе	1	2
188	тому же	1	2
189	в жертву	1	2
190	при этом	6	2
191	что у	2	2
192	и по	8	2
193	на этом	3	2
194	но совершенно	1	2
195	чаще всего	3	2
196	только одно	1	2
197	солнце и	1	2
198	показывает что	5	2
199	на основании	1	2
200	несмотря на	3	2
201	всяком случае	1	2
202	в их	4	2
203	и эти	1	2
204	на небо	3	2
205	их в	3	2
206	что этот	4	2
207	но они	3	2
208	иной раз	1	2
209	что их	1	2
210	иметь в	1	2
211	следовательно и	1	2
212	как не	2	2
213	не вполне	1	2
214	могут быть	2	2
215	для такого	1	2
216	из чего	1	2
217	для себя	1	2
218	как мы	10	2
219	и сами	1	2
220	так в	4	2
221	с первым	1	2
222	разного рода	1	2
223	на что	2	2
224	для этого	2	2
225	и вообще	1	2
226	нас к	2	2
227	и нужно	1	2
228	и здесь	2	2
229	никак не	1	2
230	нас в	1	2
231	и во	1	2
232	в его	2	2
233	природы и	2	2
234	себя но	1	2
235	и следовательно	1	2
236	же можно	1	2
237	как например	3	2
238	содержится в	1	2
239	даже если	1	2
240	их не	2	2
241	и тем	1	2
242	не можем	3	2
243	и у	5	2
244	же от	1	2
245	же в	1	2
246	они могли	2	2
247	чтобы она	1	2
248	не о	1	2
249	у него	2	2
250	еще и	1	2
251	себя и	2	2
252	и существует	1	2
253	ни их	1	2
254	однако не	1	2
255	нет никаких	1	2
256	и потому	2	2
257	в данном	1	2
258	оказалось что	1	2
259	по существу	4	2
260	быть не	1	2
261	но для	1	2
262	и для	2	2
263	или в	2	2
264	для нас	6	2
265	зрения в	1	2
266	а в	9	2
267	слово в	1	2
268	обычно не	2	2
269	точно так	1	2
270	в своих	2	2
271	они не	1	2
272	во всяком	1	2
273	ту же	1	1
274	говоря о	1	1
275	чтобы не	1	1
276	христа на	1	1
277	этом отношении	1	1
278	на самом	2	1
279	к понятию	1	1
280	же относятся	1	1
281	но тем	2	1
282	в приведенном	1	1
283	и так	1	1
284	к другому	2	1
285	по которым	1	1
286	по преимуществу	1	1
287	что эти	1	1
288	чем именно	1	1
289	и за	1	1
290	по его	1	1
291	из всего	1	1
292	или наоборот	1	1
293	на место	1	1
294	какой-то особой	1	1
295	или его	1	1
296	явление не	1	1
297	же что	1	1
298	необходимо было	1	1
299	христианского учения	1	1
300	которую можно	1	1
301	и этого	1	1
302	но этого	1	1
303	истории в	1	1
304	во всех	4	1
305	крестьян и	1	1
306	а следовательно	1	1
307	а только	1	1
308	одном и	1	1
309	в общем	1	1
310	христа в	2	1
311	тогда как	2	1
312	более как	1	1
313	иногда и	5	1
314	себе и	1	1
315	тут же	2	1
316	отличаются от	1	1
317	независимо от	2	1
318	явление ангелов	1	1
319	с понятием	1	1
320	и наконец	1	1
321	от этого	1	1
322	в этот	10	1
323	животных и	4	1
324	и неясно	1	1
325	не приходится	1	1
326	та же	2	1
327	в которой	1	1
328	из жизни	1	1
329	во многих	5	1
330	говорят о	1	1
331	вера в	1	1
332	солнца а	1	1
333	после этого	4	1
334	мы можем	2	1
335	всех этих	2	1
336	чем у	2	1
337	не к	1	1
338	его от	2	1
339	и стало	1	1
340	и оставлять	1	1
341	они должны	1	1
342	в совершенно	1	1
343	его в	1	1
344	xvii в	1	1
345	на почве	1	1
346	известно что	1	1
347	весь мир	1	1
348	о характере	1	1
349	нет в	1	1
350	далеко не	3	1
351	мы имеем	4	1
352	не всегда	1	1
353	которой он	1	1
354	о чем	3	1
355	существу совершенно	1	1
356	такой же	2	1
357	никаких признаков	2	1
358	или вообще	1	1
359	во время	14	1
360	с нашим	1	1
361	христианской религии	1	1
362	нас не	2	1
363	взгляд на	1	1
364	она в	3	1
365	место в	1	1
366	представление о	3	1
367	не как	1	1
368	они уже	1	1
369	и раньше	1	1
370	основана на	1	1
371	одном из	1	1
372	дает в	1	1
373	точку зрения	1	1
374	если угодно	2	1
375	что было	1	1
376	свободы все	1	1
377	и более	2	1
378	из самих	1	1
379	вплоть до	4	1
380	и время	1	1
381	а иногда	4	1
382	виду что	1	1
383	еще до	2	1
384	считает что	1	1
385	дело не	1	1
386	того как	5	1
387	это хорошо	1	1
388	что ему	2	1
389	когда они	1	1
390	мы указали	1	1
391	не имели	1	1
392	на природу	1	1
393	связи с	4	1
394	и при	1	1
395	на третью	1	1
396	что на	4	1
397	характерен для	1	1
398	многих местах	2	1
399	указания и	1	1
400	но все	3	1
401	как только	1	1
402	в своего	1	1
403	смерти и	1	1
404	в каждой	1	1
405	вечно а	1	1
406	данном случае	1	1
407	только при	1	1
408	и церковь	1	1
409	россии в	1	1
410	и сам	1	1
411	не с	3	1
412	было в	1	1
413	связанных с	1	1
414	с этого	6	1
415	должны признать	1	1
416	с ним	2	1
417	только так	1	1
418	двери и	1	1
419	то есть	3	1
420	вот почему	1	1
421	и поэтому	2	1
422	внимание на	1	1
423	и та	1	1
424	что каждый	1	1
425	или на	3	1
426	с целью	2	1
427	по типу	1	1
428	можно сказать	1	1
429	как этот	1	1
430	и который	1	1
431	силы они	1	1
432	все на	1	1
433	не отличаются	1	1
434	не более	1	1
435	наконец в	1	1
436	он был	2	1
437	представления о	1	1
438	к ней	2	1
439	или может	1	1
440	нет он	1	1
441	христа это	1	1
442	сюда же	1	1
443	всякого рода	3	1
444	тот же	1	1
445	этот вопрос	2	1
446	и две	1	1
447	очень много	1	1
448	вот все	1	1
449	чтобы получить	1	1
450	и прочие	1	1
451	брать на	1	1
452	в качестве	3	1
453	вот что	1	1
454	каждый из	1	1
455	каким образом	1	1
456	сами не	1	1
457	не так	1	1
458	представить себе	1	1
459	в одном	3	1
460	к ним	3	1
461	заметить что	1	1
462	в других	11	1
463	точек зрения	1	1
464	и свои	1	1
465	к которому	1	1
466	с той	1	1
467	такое же	2	1
468	мы еще	1	1
469	между ними	1	1
470	обратиться к	1	1
471	от другого	1	1
472	них же	1	1
473	в некоторых	4	1
474	церкви и	1	1
475	природа и	1	1
476	вопросу об	1	1
477	пр и	1	1
478	или с	1	1
479	одна и	1	1
480	ближе к	1	1
481	и служит	1	1
482	в связи	4	1
483	уже давно	1	1
484	но оно	1	1
485	вместе с	10	1
486	относятся к	2	1
487	или по	1	1
488	надо было	1	1
489	обратил внимание	1	1
490	по своему	1	1
491	в область	1	1
492	не дают	1	1
493	в течение	5	1
494	чем в	2	1
495	что всякое	1	1
496	но который	1	1
497	и всей	2	1
498	имеют только	1	1
499	в это	3	1
500	и смерти	1	1
501	видно что	6	1
502	случае он	1	1
503	на одной	1	1
504	его с	4	1
505	о котором	1	1
506	могли и	1	1
507	тот кто	1	1
508	христа и	3	1
509	это часто	1	1
510	от него	1	1
511	из своего	1	1
512	в этих	3	1
513	на других	3	1
514	с таким	1	1
515	на такой	1	1
516	нам не	1	1
517	это все	1	1
518	это на	1	1
519	имеет место	2	1
520	легко заметить	1	1
521	и дней	1	1
