N	2gram	Vinokur_St_1	Formalny
1	т е	15	34
2	и в	44	24
3	художественного произведения	1	23
4	в его	9	23
5	прежде всего	7	22
6	и не	16	20
7	так и	9	18
8	точки зрения	11	16
9	не может	8	16
10	в этом	21	15
11	в нем	5	14
12	может быть	15	14
13	таким образом	7	13
14	с точки	8	13
15	и т	30	12
16	истории литературы	2	12
17	в своем	2	11
18	как и	9	11
19	в своей	6	11
20	не менее	5	11
21	в ней	3	10
22	то же	5	10
23	вовсе не	19	10
24	настоящее время	1	10
25	и его	8	10
26	и их	2	10
27	а не	16	10
28	в настоящее	1	10
29	в то	9	9
30	в процессе	1	9
31	история литературы	2	9
32	и потому	2	9
33	все это	5	9
34	и на	1	8
35	как в	13	8
36	т д	21	8
37	и с	3	8
38	лишь в	3	8
39	не в	12	8
40	произведения в	2	8
41	литературы в	1	8
42	же время	4	8
43	в ее	4	8
44	именно в	6	8
45	то что	18	8
46	на самом	6	7
47	должна быть	3	7
48	не только	18	7
49	место в	1	7
50	жизни и	5	7
51	до конца	1	7
52	и от	1	7
53	но и	10	7
54	отношения к	2	6
55	еще не	3	6
56	самом деле	11	6
57	в целом	5	6
58	все эти	5	6
59	в этой	11	6
60	как бы	4	6
61	входит в	1	6
62	она не	2	6
63	на основе	1	6
64	до сих	7	6
65	в том	36	6
66	было бы	17	6
67	как это	4	6
68	сих пор	7	6
69	и все	2	6
70	а в	17	6
71	бы ни	1	5
72	хотя бы	6	5
73	во всех	8	5
74	но в	10	5
75	в самом	7	5
76	при этом	2	5
77	по себе	1	5
78	не могло	1	5
79	и до	1	5
80	у нас	11	5
81	должны быть	3	5
82	должен быть	3	5
83	как мы	1	5
84	проблем и	1	5
85	что бы	1	5
86	того что	9	5
87	со стороны	6	5
88	с другой	9	5
89	и др	1	5
90	художественных произведений	1	4
91	литературная критика	2	4
92	с его	1	4
93	по отношению	3	4
94	является лишь	1	4
95	в истории	3	4
96	и к	1	4
97	в которой	4	4
98	не как	1	4
99	как о	2	4
100	только и	1	4
101	как на	1	4
102	оно не	1	4
103	при таком	2	4
104	никогда не	5	4
105	если бы	9	4
106	для этого	2	4
107	всяком случае	6	4
108	с одной	3	4
109	конечно не	2	4
110	т п	9	4
111	одной стороны	2	4
112	в частности	4	4
113	отношению к	3	4
114	стороны и	1	4
115	с этой	3	4
116	быть и	2	4
117	что в	30	4
118	так же	5	4
119	во всяком	6	4
120	литературы а	1	3
121	это и	4	3
122	мы не	2	3
123	зависимости от	1	3
124	время в	1	3
125	бы то	1	3
126	но не	3	3
127	со всеми	2	3
128	отношение к	2	3
129	как к	3	3
130	все же	8	3
131	целый ряд	2	3
132	в себе	2	3
133	если он	1	3
134	он не	2	3
135	всех этих	2	3
136	он должен	2	3
137	так например	7	3
138	в каждом	3	3
139	то ни	1	3
140	на все	1	3
141	материала и	2	3
142	его в	2	3
143	в них	1	3
144	со всей	1	3
145	лучшем случае	1	3
146	они не	1	3
147	в отношении	9	3
148	тем самым	2	3
149	но для	2	3
150	не о	1	3
151	в основе	3	3
152	на язык	1	3
153	своей статье	4	3
154	не по	3	3
155	отличается от	1	3
156	к тому	1	3
157	ясно что	10	3
158	критика и	1	3
159	бы в	1	3
160	в лучшем	1	3
161	или же	2	3
162	и других	1	3
163	для него	6	3
164	не для	2	3
165	и даже	5	3
166	в области	14	3
167	не было	4	3
168	в россии	4	3
169	ни на	2	3
170	смысле этого	2	3
171	или иного	4	3
172	этого слова	2	3
173	но это	6	3
174	каждой из	1	3
175	более того	1	3
176	у них	1	3
177	от всех	1	3
178	что он	10	3
179	думать что	2	3
180	в применении	3	2
181	зрения их	2	2
182	же как	3	2
183	чтобы не	1	2
184	е как	2	2
185	применении к	3	2
186	и это	2	2
187	тех же	1	2
188	в зависимости	1	2
189	его не	1	2
190	а как	2	2
191	вопрос о	4	2
192	литературы и	2	2
193	реагировать на	1	2
194	а только	1	2
195	друг от	1	2
196	нет и	1	2
197	за пределы	2	2
198	во что	1	2
199	идет о	2	2
200	с этим	3	2
201	стиля и	1	2
202	от этого	2	2
203	впечатление что	1	2
204	не приходится	1	2
205	в литературном	2	2
206	он в	1	2
207	в нашем	1	2
208	эпохи и	3	2
209	и те	2	2
210	не могла	2	2
211	а вовсе	1	2
212	и вот	1	2
213	том чтобы	1	2
214	и более	2	2
215	ни были	2	2
216	но ведь	8	2
217	но все	4	2
218	могла бы	1	2
219	так называемым	1	2
220	того или	4	2
221	в работе	1	2
222	это не	8	2
223	всю свою	1	2
224	ни в	3	2
225	с тем	1	2
226	нисколько не	2	2
227	не так	1	2
228	почти не	1	2
229	значение для	1	2
230	что было	1	2
231	бы быть	1	2
232	этой работы	2	2
233	на него	2	2
234	ничего не	2	2
235	одна из	1	2
236	за исключением	1	2
237	и является	1	2
238	убедиться в	2	2
239	фактов и	1	2
240	от того	1	2
241	данного произведения	1	2
242	указать на	1	2
243	вещей в	1	2
244	от друга	1	2
245	ни стало	1	2
246	в науке	1	2
247	являются лишь	1	2
248	каждого из	2	2
249	господствующей в	1	2
250	еще в	1	2
251	она была	1	2
252	кого не	1	2
253	и что	4	2
254	все в	2	2
255	и лишь	1	2
256	между тем	3	2
257	и всякая	1	2
258	что и	6	2
259	во всей	1	2
260	в другой	1	2
261	только в	10	2
262	по истории	2	2
263	и исключительно	1	2
264	уже не	1	2
265	если мы	1	2
266	ни одного	2	2
267	чтобы он	1	2
268	его и	1	2
269	могло бы	2	2
270	как их	1	2
271	в одном	1	2
272	сами по	1	2
273	как раз	4	2
274	даже и	2	2
275	или иначе	2	2
276	здесь в	1	2
277	чтобы убедиться	1	2
278	не на	1	2
279	была бы	5	2
280	бы оно	1	2
281	вместе с	1	2
282	целом ряде	1	2
283	по существу	2	2
284	является для	1	2
285	к которому	4	2
286	для этой	1	2
287	таком положении	2	2
288	в результате	3	2
289	места в	2	2
290	в своих	2	2
291	отношении к	1	2
292	одной из	1	2
293	но эта	1	2
294	что такое	1	2
295	нас не	1	2
296	а между	1	1
297	можно говорить	1	1
298	этого в	1	1
299	б м	1	1
300	также и	9	1
301	например в	8	1
302	к вопросу	1	1
303	показаться что	1	1
304	и есть	1	1
305	чего не	1	1
306	в первом	2	1
307	из его	1	1
308	произведений с	1	1
309	едва ли	1	1
310	и этот	1	1
311	эта школа	1	1
312	той же	5	1
313	в и	130	1
314	это вещи	1	1
315	е после	1	1
316	вопросы не	1	1
317	это казалось	1	1
