N	2gram	Propp_Russ_1	StatiiOP
1	и в	36	29
2	том что	19	27
3	в том	17	27
4	в этом	12	21
5	не только	22	19
6	но и	16	19
7	что в	19	19
8	о том	8	17
9	в и	17	13
10	в его	2	13
11	что он	1	13
12	между прочим	2	12
13	в которой	1	11
14	то что	6	11
15	все это	6	11
16	таким образом	6	10
17	к тому	4	10
18	т е	17	10
19	и т	10	9
20	в своем	3	9
21	он не	1	9
22	потому что	10	9
23	так и	7	9
24	этом отношении	1	9
25	и не	6	9
26	как на	1	9
27	но в	2	8
28	и пр	2	8
29	по поводу	1	8
30	в ней	2	7
31	так например	6	7
32	но все	3	7
33	в г	4	7
34	не столько	1	7
35	тому что	4	7
36	того как	5	7
37	в виду	1	7
38	с тем	8	7
39	вместе с	10	7
40	вопрос о	1	6
41	и на	10	6
42	все же	5	6
43	т д	9	6
44	и его	1	6
45	об этом	9	6
46	и что	4	6
47	в одном	3	6
48	в течение	5	6
49	г в	4	5
50	было бы	1	5
51	точки зрения	3	5
52	не знали	2	5
53	того что	4	5
54	между тем	7	5
55	в качестве	3	5
56	своего рода	3	5
57	а не	2	5
58	о чем	3	5
59	в той	1	5
60	как бы	5	5
61	кроме того	1	4
62	хотя и	2	4
63	и к	3	4
64	не приходится	1	4
65	в нем	2	4
66	что у	2	4
67	и с	2	4
68	должен был	1	4
69	еще до	2	4
70	дело в	1	4
71	ничего не	3	4
72	и о	1	4
73	после того	2	4
74	внимание на	1	4
75	раньше чем	1	4
76	связи с	4	4
77	в значении	1	4
78	до того	2	4
79	в частности	2	4
80	того времени	1	4
81	к этому	4	4
82	например в	2	3
83	же как	1	3
84	самом деле	1	3
85	на самом	2	3
86	в году	2	3
87	в их	4	3
88	по его	1	3
89	и он	1	3
90	не был	1	3
91	но не	2	3
92	в общем	1	3
93	которые не	3	3
94	как в	5	3
95	с этим	2	3
96	не было	2	3
97	что это	3	3
98	тому же	1	3
99	в начале	1	3
100	в россии	4	3
101	из них	8	3
102	ни в	1	3
103	в этих	3	3
104	одном из	1	3
105	не менее	3	3
106	что ему	2	3
107	иметь в	1	3
108	не могло	1	3
109	на себя	2	3
110	и по	8	3
111	это слово	1	3
112	тем что	4	3
113	у нас	8	3
114	оно не	1	3
115	в образе	2	3
116	и здесь	2	3
117	как у	1	3
118	должно было	2	3
119	наконец в	1	3
120	но это	4	3
121	года в	2	3
122	вот что	1	3
123	так что	2	3
124	борьбы с	2	3
125	всяком случае	1	3
126	т п	1	3
127	обращает на	1	3
128	что на	4	3
129	еще и	1	3
130	а с	4	3
131	до конца	2	3
132	сколько в	1	3
133	так же	3	3
134	относятся к	2	3
135	не является	1	3
136	во всяком	1	3
137	как известно	2	2
138	также и	1	2
139	того же	1	2
140	только потому	1	2
141	такое же	2	2
142	тем же	1	2
143	то же	3	2
144	поэзии и	1	2
145	в числе	2	2
146	это время	2	2
147	при сравнении	1	2
148	далее в	2	2
149	с его	1	2
150	и который	1	2
151	тогда как	2	2
152	отличие от	1	2
153	что они	7	2
154	на то	1	2
155	были не	1	2
156	там где	2	2
157	в истории	1	2
158	народа в	1	2
159	и как	2	2
160	все эти	2	2
161	в этой	1	2
162	в себе	1	2
163	и те	3	2
164	как он	2	2
165	при этом	6	2
166	если бы	1	2
167	тем не	3	2
168	видел в	1	2
169	не к	1	2
170	и более	2	2
171	том же	2	2
172	а затем	1	2
173	не дает	1	2
174	его в	1	2
175	на почве	1	2
176	в это	3	2
177	как и	10	2
178	несмотря на	3	2
179	в москве	3	2
180	в один	2	2
181	себя внимание	1	2
182	нас не	2	2
183	с точки	3	2
184	в отличие	1	2
185	что я	1	2
186	что было	1	2
187	не могли	1	2
188	что этот	4	2
189	но они	3	2
190	в то	1	2
191	дело не	1	2
192	не имеет	6	2
193	и всегда	1	2
194	и теперь	1	2
195	не может	4	2
196	не по	1	2
197	только с	1	2
198	доказать что	1	2
199	не до	1	2
200	в области	3	2
201	не потому	1	2
202	в духе	1	2
203	следует еще	1	2
204	чтобы сделать	1	2
205	и это	1	2
206	этому поводу	2	2
207	и сам	1	2
208	еще в	4	2
209	он был	2	2
210	а также	3	2
211	никак не	1	2
212	что и	7	2
213	судить по	2	2
214	как например	3	2
215	этот вопрос	2	2
216	в какой	2	2
217	только в	4	2
218	бы ни	1	2
219	по этому	3	2
220	сомнений в	2	2
221	очевидно что	1	2
222	так как	15	2
223	случае не	1	2
224	может быть	8	2
225	в них	6	2
226	в особенности	2	2
227	тем у	1	2
228	в период	1	2
229	ему не	1	2
230	с той	1	2
231	и др	4	2
232	воспоминания о	2	2
233	говорит о	1	2
234	и самый	1	2
235	в некоторых	4	2
236	только по	2	2
237	на этот	3	2
238	не на	2	2
239	ниже в	1	2
240	его как	2	2
241	или с	1	2
242	если не	1	2
243	и вообще	1	2
244	должна была	2	2
245	и потому	2	2
246	как это	8	2
247	что именно	2	2
248	по своему	1	2
249	в данном	1	2
250	в тех	4	2
251	по существу	4	2
252	только о	1	2
253	в первые	2	2
254	ко времени	3	2
255	это был	1	2
256	а к	1	2
257	во время	14	2
258	сказать что	1	2
259	и другие	13	2
260	они не	1	2
261	ту же	1	1
262	в русских	1	1
263	советское время	2	1
264	в приведенном	1	1
265	в первом	1	1
266	за все	2	1
267	характерное для	1	1
268	по преимуществу	1	1
269	и до	2	1
270	не имеют	1	1
271	их и	3	1
272	из всех	1	1
273	на тех	2	1
274	мы не	6	1
275	два обстоятельства	1	1
276	говорить о	1	1
277	не вполне	1	1
278	направлением в	1	1
279	не совсем	4	1
280	их не	2	1
281	которое в	1	1
282	как не	2	1
283	так а	1	1
284	в каждой	1	1
285	и пытался	1	1
286	еще не	4	1
287	на них	1	1
288	в чем	1	1
289	после получения	1	1
290	это имеет	2	1
291	истории русского	1	1
292	печатных источников	1	1
293	на другой	1	1
294	друг к	2	1
295	что означает	1	1
296	совсем не	1	1
297	петра i	4	1
298	ответ на	1	1
299	по отношению	1	1
300	одни и	1	1
301	себе и	1	1
302	тут же	2	1
303	не просто	2	1
304	отличаются от	1	1
305	что текст	1	1
306	же цели	1	1
307	что во	1	1
308	независимо от	2	1
309	что касается	1	1
310	когда он	2	1
311	целый ряд	1	1
312	времени когда	1	1
313	что этим	1	1
314	против такого	1	1
315	и последний	1	1
316	значения как	1	1
317	к другому	2	1
318	представляет собой	4	1
319	не оставляет	1	1
320	из этих	4	1
321	была вместе	1	1
322	зависимости от	1	1
323	говорят о	1	1
324	очень велико	1	1
325	к выводу	2	1
326	что она	2	1
327	только себя	1	1
328	до появления	1	1
329	этого вопроса	1	1
330	не как	1	1
331	борьбе против	1	1
332	но вместе	1	1
333	теперь еще	1	1
334	его от	2	1
335	на этом	3	1
336	русском языке	1	1
337	так называемым	1	1
338	он просто	1	1
339	и характер	1	1
340	они должны	1	1
341	в совершенно	1	1
342	значение в	1	1
343	связанных с	1	1
344	те же	1	1
345	к другу	2	1
346	разница между	2	1
347	на этой	2	1
348	в несколько	1	1
349	известно что	1	1
350	и тем	1	1
351	не соответствует	1	1
352	на первую	1	1
353	для них	3	1
354	повод для	1	1
355	нет в	1	1
356	на первое	1	1
357	на основании	1	1
358	мы видели	1	1
359	говорится о	2	1
360	в развитии	1	1
361	можно считать	1	1
362	и некоторые	3	1
363	такой же	2	1
364	но если	1	1
365	во второй	1	1
366	полностью в	1	1
367	и их	4	1
368	к словам	1	1
369	народ и	2	1
370	работа в	2	1
371	место в	1	1
372	здесь следует	1	1
373	представление о	3	1
374	что до	1	1
375	вплоть до	4	1
376	не будем	3	1
377	такую же	1	1
378	и эти	1	1
379	уже указано	1	1
380	о русском	1	1
381	нас к	2	1
382	иной раз	1	1
383	что есть	1	1
384	был уже	1	1
385	при всех	1	1
386	эта картина	1	1
387	она не	2	1
388	виду что	1	1
389	пытался доказать	1	1
390	хотелось бы	1	1
391	приступая к	1	1
392	одна из	4	1
393	тому кто	1	1
394	было не	1	1
395	в основе	1	1
396	в советское	2	1
397	года он	1	1
398	можно судить	1	1
399	не полностью	1	1
400	все свои	1	1
401	в москву	2	1
402	и без	1	1
403	или другие	2	1
404	подробное описание	1	1
405	впрочем в	1	1
406	к ней	2	1
407	прежде чем	1	1
408	для народа	1	1
409	как будто	5	1
410	именно только	1	1
411	на все	2	1
412	вспоминать о	1	1
413	ни о	1	1
414	п в	13	1
415	в городе	1	1
416	нам что	1	1
417	не могут	1	1
418	он и	1	1
419	в среде	1	1
420	том кто	1	1
421	отсюда как	1	1
422	для такого	1	1
423	же только	1	1
424	служить и	1	1
425	в поле	3	1
426	они и	2	1
427	слова с	1	1
428	как мы	10	1
429	значения и	2	1
430	что все	1	1
431	свою очередь	2	1
432	совпадает почти	1	1
433	данном случае	1	1
434	в в	2	1
435	только при	1	1
436	не оставляют	1	1
437	то время	1	1
438	в пределах	1	1
439	так в	4	1
440	слова а	1	1
441	на том	1	1
442	с собой	4	1
443	можно было	1	1
444	которые больше	1	1
445	не так	1	1
446	гл iii	1	1
447	не с	3	1
448	каждого из	1	1
449	что также	1	1
450	представляют собою	1	1
451	к тем	3	1
452	не были	2	1
453	без сомнения	1	1
454	разного рода	1	1
455	возможно что	1	1
456	основана на	1	1
457	выводу что	2	1
458	его через	1	1
459	что значит	1	1
460	вот почему	1	1
461	широкой и	1	1
462	настоящее время	3	1
463	второй половине	1	1
464	мог служить	1	1
465	можно сказать	1	1
466	которых к	1	1
467	на источники	1	1
468	и во	1	1
469	связь между	2	1
470	раньше марта	1	1
471	от них	3	1
472	три дня	1	1
473	судить о	2	1
474	во втором	1	1
475	нуждается в	1	1
476	борьбе с	1	1
477	в форме	1	1
478	которая должна	1	1
479	в середине	3	1
480	по содержанию	3	1
481	не случайно	2	1
482	один из	8	1
483	это делалось	6	1
484	в двух	1	1
485	тот же	1	1
486	согласиться с	1	1
487	с ними	5	1
488	особенно если	1	1
489	его жизнь	1	1
490	астрономически точно	1	1
491	будто бы	6	1
492	и действительно	1	1
493	предков в	2	1
494	до нас	1	1
495	поэтому и	1	1
496	он уже	1	1
497	который в	1	1
498	приводил к	1	1
499	к числу	1	1
500	и прочие	1	1
501	том чтобы	1	1
502	с которыми	1	1
503	что следовательно	1	1
504	уже в	1	1
505	только на	3	1
506	указаний на	1	1
507	и новым	1	1
508	но совершенно	1	1
509	одно из	5	1
510	совсем другое	1	1
511	точка зрения	1	1
512	а в	9	1
513	не о	1	1
514	может служить	1	1
515	мы можем	2	1
516	но что	2	1
517	у него	2	1
518	не считались	1	1
519	и обычаев	1	1
520	в каждом	2	1
521	ф м	1	1
522	в очень	1	1
523	представляют собой	7	1
524	е в	8	1
525	раза в	1	1
526	были совершенно	1	1
527	очень много	1	1
528	к которому	1	1
529	несколько примеров	1	1
530	себя и	2	1
531	что для	1	1
532	жизни то	1	1
533	связано с	1	1
534	до г	2	1
535	церкви и	1	1
536	то и	1	1
537	из быта	1	1
538	на которых	1	1
539	с которым	1	1
540	в свете	2	1
541	в руках	1	1
542	жизнь в	1	1
543	в связи	4	1
544	было в	1	1
545	но оно	1	1
546	и м	14	1
547	и теми	1	1
548	что дало	1	1
549	лучшее средство	1	1
550	своих предков	2	1
551	общего с	1	1
552	п а	1	1
553	у себя	1	1
554	не дают	1	1
555	употребление в	2	1
556	пишет в	3	1
557	и всей	2	1
558	целый год	1	1
559	быть не	1	1
560	xix в	13	1
561	говорить по	1	1
562	этом случае	5	1
563	по дороге	1	1
564	но для	1	1
565	должны быть	1	1
566	рассматривать как	1	1
567	на одной	1	1
568	в более	2	1
569	и для	2	1
570	и сами	1	1
571	уже на	1	1
572	и условных	1	1
573	№ в	1	1
574	или в	2	1
575	в настоящее	3	1
576	в отдельных	1	1
577	для нас	6	1
578	от него	1	1
579	и все	1	1
580	идет не	1	1
581	так называемых	1	1
582	этом можно	1	1
583	же в	1	1
584	в свою	3	1
585	а н	18	1
586	между ними	1	1
587	другой в	1	1
588	имеет ничего	1	1
589	обычно не	2	1
590	с русской	1	1
591	является и	1	1
592	отношению к	1	1
593	всегда была	1	1
594	жизни и	1	1
595	но эти	3	1
596	заметить что	1	1
597	в своих	2	1
598	они их	2	1
599	он на	1	1
600	можно назвать	1	1
601	в таком	1	1
602	точно так	1	1
603	все что	1	1
604	ничего общего	2	1
